metric,scenario,granularity,series_key,series_label,date,actual_value,model_name,model_origin,model_family,forecast_value,forecast_type,horizon_days,forecast_start_date,run_id,source_artifact,is_baseline,is_challenger,is_deferred,is_selected_champion,risk_status,lower_bound,upper_bound,interval_level,extraction_run_id
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-15,144885.45143400005,ARIMA_Fixed,baseline,statistical,137364.10666099933,backtest,25,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-16,145321.47336,ARIMA_Fixed,baseline,statistical,137116.5985659993,backtest,26,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-17,145321.47336,ARIMA_Fixed,baseline,statistical,136869.09047099928,backtest,27,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-18,145061.11074600002,ARIMA_Fixed,baseline,statistical,136621.58237599925,backtest,28,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-19,145041.46563999998,ARIMA_Fixed,baseline,statistical,136374.07428099922,backtest,29,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-20,145041.46563999998,ARIMA_Fixed,baseline,statistical,136126.5661859992,backtest,30,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-21,143551.809036,AutoARIMA,challenger,statistical,143551.809036,backtest,1,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-22,143618.514014,AutoARIMA,challenger,statistical,143551.809036,backtest,2,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-23,143837.33043299997,AutoARIMA,challenger,statistical,143551.809036,backtest,3,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-24,144020.46024300004,AutoARIMA,challenger,statistical,143551.809036,backtest,4,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-25,144567.10865199997,AutoARIMA,challenger,statistical,143551.809036,backtest,5,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-26,144567.10865199997,AutoARIMA,challenger,statistical,143551.809036,backtest,6,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-27,144390.98843799997,AutoARIMA,challenger,statistical,143551.809036,backtest,7,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-28,144151.792154,AutoARIMA,challenger,statistical,143551.809036,backtest,8,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-29,144151.792154,AutoARIMA,challenger,statistical,143551.809036,backtest,9,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-30,144360.18621199997,AutoARIMA,challenger,statistical,143551.809036,backtest,10,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-01,144581.965504,AutoARIMA,challenger,statistical,143551.809036,backtest,11,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-02,144747.529174,AutoARIMA,challenger,statistical,143551.809036,backtest,12,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-03,144747.529174,AutoARIMA,challenger,statistical,143551.809036,backtest,13,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-04,144582.51080299998,AutoARIMA,challenger,statistical,143551.809036,backtest,14,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-05,144541.658262,AutoARIMA,challenger,statistical,143551.809036,backtest,15,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-06,144541.658262,AutoARIMA,challenger,statistical,143551.809036,backtest,16,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-07,144698.36768400003,AutoARIMA,challenger,statistical,143551.809036,backtest,17,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-08,144812.45664099997,AutoARIMA,challenger,statistical,143551.809036,backtest,18,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-09,145094.32522400006,AutoARIMA,challenger,statistical,143551.809036,backtest,19,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-10,145094.32522400006,AutoARIMA,challenger,statistical,143551.809036,backtest,20,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-11,144867.045114,AutoARIMA,challenger,statistical,143551.809036,backtest,21,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-12,144804.08117000005,AutoARIMA,challenger,statistical,143551.809036,backtest,22,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-13,144801.658793,AutoARIMA,challenger,statistical,143551.809036,backtest,23,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-14,144801.658793,AutoARIMA,challenger,statistical,143551.809036,backtest,24,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-15,144885.45143400005,AutoARIMA,challenger,statistical,143551.809036,backtest,25,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-16,145321.47336,AutoARIMA,challenger,statistical,143551.809036,backtest,26,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-17,145321.47336,AutoARIMA,challenger,statistical,143551.809036,backtest,27,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-18,145061.11074600002,AutoARIMA,challenger,statistical,143551.809036,backtest,28,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-19,145041.46563999998,AutoARIMA,challenger,statistical,143551.809036,backtest,29,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-20,145041.46563999998,AutoARIMA,challenger,statistical,143551.809036,backtest,30,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-21,143551.809036,ETS Explicit,challenger,statistical,143669.8022253535,backtest,1,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-22,143618.514014,ETS Explicit,challenger,statistical,143787.7954092606,backtest,2,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-23,143837.33043299997,ETS Explicit,challenger,statistical,143905.7885931677,backtest,3,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-24,144020.46024300004,ETS Explicit,challenger,statistical,144023.78177707482,backtest,4,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-25,144567.10865199997,ETS Explicit,challenger,statistical,144141.77496098191,backtest,5,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-26,144567.10865199997,ETS Explicit,challenger,statistical,144259.76814488904,backtest,6,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-27,144390.98843799997,ETS Explicit,challenger,statistical,144377.76132879613,backtest,7,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-28,144151.792154,ETS Explicit,challenger,statistical,144495.75451270325,backtest,8,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-29,144151.792154,ETS Explicit,challenger,statistical,144613.74769661034,backtest,9,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-30,144360.18621199997,ETS Explicit,challenger,statistical,144731.74088051746,backtest,10,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-01,144581.965504,ETS Explicit,challenger,statistical,144849.73406442456,backtest,11,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-02,144747.529174,ETS Explicit,challenger,statistical,144967.72724833168,backtest,12,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-03,144747.529174,ETS Explicit,challenger,statistical,145085.72043223877,backtest,13,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-04,144582.51080299998,ETS Explicit,challenger,statistical,145203.7136161459,backtest,14,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-05,144541.658262,ETS Explicit,challenger,statistical,145321.70680005298,backtest,15,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-06,144541.658262,ETS Explicit,challenger,statistical,145439.6999839601,backtest,16,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-07,144698.36768400003,ETS Explicit,challenger,statistical,145557.6931678672,backtest,17,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-08,144812.45664099997,ETS Explicit,challenger,statistical,145675.68635177432,backtest,18,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-09,145094.32522400006,ETS Explicit,challenger,statistical,145793.6795356814,backtest,19,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-10,145094.32522400006,ETS Explicit,challenger,statistical,145911.67271958853,backtest,20,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-11,144867.045114,ETS Explicit,challenger,statistical,146029.66590349562,backtest,21,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-12,144804.08117000005,ETS Explicit,challenger,statistical,146147.65908740275,backtest,22,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-13,144801.658793,ETS Explicit,challenger,statistical,146265.65227130984,backtest,23,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-14,144801.658793,ETS Explicit,challenger,statistical,146383.64545521696,backtest,24,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-15,144885.45143400005,ETS Explicit,challenger,statistical,146501.63863912405,backtest,25,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-16,145321.47336,ETS Explicit,challenger,statistical,146619.63182303117,backtest,26,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-17,145321.47336,ETS Explicit,challenger,statistical,146737.62500693827,backtest,27,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-18,145061.11074600002,ETS Explicit,challenger,statistical,146855.6181908454,backtest,28,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-19,145041.46563999998,ETS Explicit,challenger,statistical,146973.61137475248,backtest,29,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-20,145041.46563999998,ETS Explicit,challenger,statistical,147091.6045586596,backtest,30,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,False,True,False,False,high_risk,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-21,143551.809036,ETS_Current,baseline,statistical,143775.16232122475,backtest,1,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-22,143618.514014,ETS_Current,baseline,statistical,143904.94793781237,backtest,2,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-23,143837.33043299997,ETS_Current,baseline,statistical,144034.73355439998,backtest,3,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-24,144020.46024300004,ETS_Current,baseline,statistical,144164.5191709876,backtest,4,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-25,144567.10865199997,ETS_Current,baseline,statistical,144294.3047875752,backtest,5,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-26,144567.10865199997,ETS_Current,baseline,statistical,144424.09040416282,backtest,6,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-27,144390.98843799997,ETS_Current,baseline,statistical,144553.87602075044,backtest,7,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-28,144151.792154,ETS_Current,baseline,statistical,144683.66163733805,backtest,8,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-29,144151.792154,ETS_Current,baseline,statistical,144813.44725392567,backtest,9,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-04-30,144360.18621199997,ETS_Current,baseline,statistical,144943.23287051328,backtest,10,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-01,144581.965504,ETS_Current,baseline,statistical,145073.0184871009,backtest,11,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-02,144747.529174,ETS_Current,baseline,statistical,145202.8041036885,backtest,12,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-03,144747.529174,ETS_Current,baseline,statistical,145332.58972027616,backtest,13,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
HDD - EDB,Enterprise,Forest,NAMPRD07,NAMPRD07,2026-05-04,144582.51080299998,ETS_Current,baseline,statistical,145462.37533686377,backtest,14,2026-04-20,V6_16_PILOT_20260814T111027,V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv,True,False,False,False,ok,,,,R6P1-20260812T100822
