metric,scenario,granularity,series_key,date,record_type,value,model_name,forecast_version,has_actuals,forecast_only,value_type,source_table,source_artifact,extraction_run_id
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-03,forecast,39372.83714253414,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-04,forecast,39376.80081182943,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-05,forecast,39380.76487749164,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-06,forecast,39384.729339560414,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-07,forecast,39388.6941980754,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-08,forecast,39392.65945307624,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-09,forecast,39396.62510460258,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-10,forecast,39400.59115269406,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-11,forecast,39404.55759739036,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-12,forecast,39408.52443873113,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-13,forecast,39412.49167675604,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-14,forecast,39416.45931150475,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-15,forecast,39420.42734301693,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-16,forecast,39424.39577133226,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-17,forecast,39428.36459649042,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-18,forecast,39432.3338185311,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-19,forecast,39436.30343749397,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-20,forecast,39440.27345341876,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-21,forecast,39444.24386634513,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-22,forecast,39448.2146763128,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-23,forecast,39452.18588336145,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,ARE-Go Local,2026-10-24,forecast,39456.15748753083,FixedGrowth4%_ARIMA_Ensemble,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-04-28,forecast,279506.02802200004,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-04-29,forecast,279617.98768865364,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-04-30,forecast,279729.94735530723,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-01,forecast,279841.9070219608,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-02,forecast,279953.8666886144,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-03,forecast,280065.826355268,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-04,forecast,280177.7860219216,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-05,forecast,280289.7456885752,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-06,forecast,280401.7053552288,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-07,forecast,280513.6650218824,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-08,forecast,280625.624688536,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-09,forecast,280737.5843551896,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-10,forecast,280849.5440218432,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-11,forecast,280961.5036884968,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-12,forecast,281073.4633551504,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-13,forecast,281185.423021804,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-14,forecast,281297.38268845755,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-15,forecast,281409.34235511115,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-16,forecast,281521.30202176474,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-17,forecast,281633.26168841834,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-18,forecast,281745.22135507193,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-19,forecast,281857.1810217255,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-20,forecast,281969.1406883791,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-21,forecast,282081.1003550327,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-22,forecast,282193.0600216863,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-23,forecast,282305.0196883399,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-24,forecast,282416.9793549935,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-25,forecast,282528.9390216471,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-26,forecast,282640.8986883007,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-27,forecast,282752.8583549543,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-28,forecast,282864.8180216079,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-29,forecast,282976.77768826147,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-30,forecast,283088.73735491507,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-05-31,forecast,283200.69702156866,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-01,forecast,283312.65668822225,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-02,forecast,283424.61635487585,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-03,forecast,283536.57602152944,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-04,forecast,283648.53568818304,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-05,forecast,283760.49535483663,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-06,forecast,283872.4550214902,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-07,forecast,283984.4146881438,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-08,forecast,284096.3743547974,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-09,forecast,284208.334021451,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-10,forecast,284320.2936881046,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-11,forecast,284432.2533547582,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-12,forecast,284544.2130214118,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-13,forecast,284656.1726880654,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-14,forecast,284768.132354719,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-15,forecast,284880.0920213726,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-16,forecast,284992.0516880262,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-17,forecast,285104.01135467977,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-18,forecast,285215.97102133336,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-19,forecast,285327.9306879869,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-20,forecast,285439.89035464055,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-21,forecast,285551.85002129414,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-22,forecast,285663.80968794774,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-23,forecast,285775.76935460133,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-24,forecast,285887.7290212549,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-25,forecast,285999.6886879085,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-26,forecast,286111.6483545621,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-27,forecast,286223.6080212157,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-28,forecast,286335.5676878693,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-29,forecast,286447.5273545229,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-06-30,forecast,286559.4870211765,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-01,forecast,286671.4466878301,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-02,forecast,286783.4063544837,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-03,forecast,286895.3660211373,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-04,forecast,287007.3256877909,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-05,forecast,287119.28535444447,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-06,forecast,287231.24502109806,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-07,forecast,287343.20468775166,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-08,forecast,287455.16435440525,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-09,forecast,287567.12402105884,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-10,forecast,287679.08368771244,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-11,forecast,287791.04335436603,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-12,forecast,287903.0030210196,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-13,forecast,288014.9626876732,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-14,forecast,288126.9223543268,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-15,forecast,288238.8820209804,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-16,forecast,288350.841687634,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-17,forecast,288462.8013542876,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-18,forecast,288574.7610209412,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-19,forecast,288686.7206875948,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-20,forecast,288798.6803542484,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,AUS-Go Local,2026-07-21,forecast,288910.640020902,ARIMA,2026-05-01,TRUE,FALSE,Forecast-Mean,hdd_region_forecasts.csv,V6/data/processed/forecasts.csv,LEGACY_PROCESSED_FORWARD
