series_key,series_label,date,actual_value,model_name,model_origin,model_family,forecast_value,forecast_type,horizon_days,forecast_start_date,run_id,source_artifact,is_baseline,is_challenger,is_deferred,is_selected_champion,risk_status,lower_bound,upper_bound,interval_level
APC-Dedicated,APC-Dedicated,2025-08-15,1285.0588830000002,FixedGrowth_1_5,baseline,growth_baseline,1289.9630858725002,backtest,15,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-16,1285.194566,FixedGrowth_1_5,baseline,growth_baseline,1290.603266064,backtest,16,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-17,1285.225519,FixedGrowth_1_5,baseline,growth_baseline,1291.2434462555002,backtest,17,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-18,1285.689448,FixedGrowth_1_5,baseline,growth_baseline,1291.883626447,backtest,18,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-19,1286.317368,FixedGrowth_1_5,baseline,growth_baseline,1292.5238066385002,backtest,19,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-20,1286.981815,FixedGrowth_1_5,baseline,growth_baseline,1293.16398683,backtest,20,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-21,1287.4911550000002,FixedGrowth_1_5,baseline,growth_baseline,1293.8041670215002,backtest,21,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-22,1287.523419,FixedGrowth_1_5,baseline,growth_baseline,1294.444347213,backtest,22,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-23,1287.595583,FixedGrowth_1_5,baseline,growth_baseline,1295.0845274045002,backtest,23,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-24,1287.595583,FixedGrowth_1_5,baseline,growth_baseline,1295.724707596,backtest,24,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-25,1288.144352,FixedGrowth_1_5,baseline,growth_baseline,1296.3648877875005,backtest,25,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-26,1288.7518040000002,FixedGrowth_1_5,baseline,growth_baseline,1297.0050679790002,backtest,26,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-27,1289.3174239999998,FixedGrowth_1_5,baseline,growth_baseline,1297.6452481705005,backtest,27,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-28,1289.321357,FixedGrowth_1_5,baseline,growth_baseline,1298.2854283620002,backtest,28,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-29,1289.3174239999998,FixedGrowth_1_5,baseline,growth_baseline,1298.9256085535003,backtest,29,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-30,1289.1612759999998,FixedGrowth_1_5,baseline,growth_baseline,1299.5657887450002,backtest,30,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-31,1289.1612759999998,FixedGrowth_1_5,baseline,growth_baseline,1289.8058566379998,backtest,1,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-01,1289.3976549999998,FixedGrowth_1_5,baseline,growth_baseline,1290.4504372759998,backtest,2,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-02,1289.3976549999998,FixedGrowth_1_5,baseline,growth_baseline,1291.0950179139998,backtest,3,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-03,1290.019903,FixedGrowth_1_5,baseline,growth_baseline,1291.7395985519995,backtest,4,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-04,1291.252891,FixedGrowth_1_5,baseline,growth_baseline,1292.3841791899997,backtest,5,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-05,1291.517755,FixedGrowth_1_5,baseline,growth_baseline,1293.028759828,backtest,6,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-06,1291.517755,FixedGrowth_1_5,baseline,growth_baseline,1293.673340466,backtest,7,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-07,1291.517755,FixedGrowth_1_5,baseline,growth_baseline,1294.317921104,backtest,8,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-08,1291.695073,FixedGrowth_1_5,baseline,growth_baseline,1294.962501742,backtest,9,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-09,1292.270352,FixedGrowth_1_5,baseline,growth_baseline,1295.6070823799998,backtest,10,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-10,1292.933041,FixedGrowth_1_5,baseline,growth_baseline,1296.2516630179998,backtest,11,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-11,1293.48106,FixedGrowth_1_5,baseline,growth_baseline,1296.8962436559998,backtest,12,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-12,1293.7696609999998,FixedGrowth_1_5,baseline,growth_baseline,1297.5408242939998,backtest,13,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-13,1293.785223,FixedGrowth_1_5,baseline,growth_baseline,1298.1854049319998,backtest,14,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-14,1293.785223,FixedGrowth_1_5,baseline,growth_baseline,1298.8299855699995,backtest,15,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-15,1294.378565,FixedGrowth_1_5,baseline,growth_baseline,1299.4745662079995,backtest,16,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-16,1294.870555,FixedGrowth_1_5,baseline,growth_baseline,1300.119146846,backtest,17,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-17,1295.540617,FixedGrowth_1_5,baseline,growth_baseline,1300.763727484,backtest,18,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-18,1296.1662970000002,FixedGrowth_1_5,baseline,growth_baseline,1301.408308122,backtest,19,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-19,1296.9867319999998,FixedGrowth_1_5,baseline,growth_baseline,1302.05288876,backtest,20,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-20,1297.342146,FixedGrowth_1_5,baseline,growth_baseline,1302.6974693979998,backtest,21,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-21,1297.374104,FixedGrowth_1_5,baseline,growth_baseline,1303.3420500359998,backtest,22,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-22,1298.006812,FixedGrowth_1_5,baseline,growth_baseline,1303.9866306739998,backtest,23,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-23,1298.460047,FixedGrowth_1_5,baseline,growth_baseline,1304.6312113119998,backtest,24,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-24,1298.957379,FixedGrowth_1_5,baseline,growth_baseline,1305.2757919499998,backtest,25,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-25,1299.395549,FixedGrowth_1_5,baseline,growth_baseline,1305.9203725879995,backtest,26,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-26,1300.167637,FixedGrowth_1_5,baseline,growth_baseline,1306.5649532259995,backtest,27,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-27,1300.406772,FixedGrowth_1_5,baseline,growth_baseline,1307.209533864,backtest,28,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-28,1300.4494989999998,FixedGrowth_1_5,baseline,growth_baseline,1307.854114502,backtest,29,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-29,1301.119941,FixedGrowth_1_5,baseline,growth_baseline,1308.49869514,backtest,30,2025-08-30,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-09-30,1301.693698,FixedGrowth_1_5,baseline,growth_baseline,1301.7705009704998,backtest,1,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-01,1301.958854,FixedGrowth_1_5,baseline,growth_baseline,1302.421060941,backtest,2,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-02,1302.6545359999998,FixedGrowth_1_5,baseline,growth_baseline,1303.0716209114998,backtest,3,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-03,1303.089978,FixedGrowth_1_5,baseline,growth_baseline,1303.722180882,backtest,4,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-04,1303.114994,FixedGrowth_1_5,baseline,growth_baseline,1304.3727408525,backtest,5,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-05,1303.536203,FixedGrowth_1_5,baseline,growth_baseline,1305.023300823,backtest,6,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-06,1304.1975200000002,FixedGrowth_1_5,baseline,growth_baseline,1305.6738607935,backtest,7,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-07,1304.686838,FixedGrowth_1_5,baseline,growth_baseline,1306.324420764,backtest,8,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-08,1305.286602,FixedGrowth_1_5,baseline,growth_baseline,1306.9749807345,backtest,9,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-09,1305.6741289999998,FixedGrowth_1_5,baseline,growth_baseline,1307.6255407049998,backtest,10,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-10,1306.253612,FixedGrowth_1_5,baseline,growth_baseline,1308.2761006755,backtest,11,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-11,1306.4725239999998,FixedGrowth_1_5,baseline,growth_baseline,1308.9266606459998,backtest,12,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-12,1306.5927129999998,FixedGrowth_1_5,baseline,growth_baseline,1309.5772206165,backtest,13,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-13,1307.173604,FixedGrowth_1_5,baseline,growth_baseline,1310.227780587,backtest,14,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-14,1307.6793609999995,FixedGrowth_1_5,baseline,growth_baseline,1310.8783405575,backtest,15,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-15,1308.256189,FixedGrowth_1_5,baseline,growth_baseline,1311.528900528,backtest,16,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-16,1308.838997,FixedGrowth_1_5,baseline,growth_baseline,1312.1794604985,backtest,17,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-17,1309.4338289999998,FixedGrowth_1_5,baseline,growth_baseline,1312.830020469,backtest,18,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-18,1309.5434159999998,FixedGrowth_1_5,baseline,growth_baseline,1313.4805804394998,backtest,19,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-19,1309.574656,FixedGrowth_1_5,baseline,growth_baseline,1314.13114041,backtest,20,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-20,1309.961925,FixedGrowth_1_5,baseline,growth_baseline,1314.7817003804998,backtest,21,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-21,1310.445615,FixedGrowth_1_5,baseline,growth_baseline,1315.432260351,backtest,22,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-22,1311.065647,FixedGrowth_1_5,baseline,growth_baseline,1316.0828203215,backtest,23,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-23,1311.74814,FixedGrowth_1_5,baseline,growth_baseline,1316.733380292,backtest,24,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-24,1312.424382,FixedGrowth_1_5,baseline,growth_baseline,1317.3839402625,backtest,25,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-25,1312.5084970000005,FixedGrowth_1_5,baseline,growth_baseline,1318.034500233,backtest,26,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-26,1312.623493,FixedGrowth_1_5,baseline,growth_baseline,1318.6850602035,backtest,27,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-27,1313.288275,FixedGrowth_1_5,baseline,growth_baseline,1319.3356201739998,backtest,28,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-28,1313.932212,FixedGrowth_1_5,baseline,growth_baseline,1319.9861801445,backtest,29,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-29,1314.476041,FixedGrowth_1_5,baseline,growth_baseline,1320.6367401149998,backtest,30,2025-09-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-30,1314.717896,FixedGrowth_1_5,baseline,growth_baseline,1315.1332790205,backtest,1,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-10-31,1314.717896,FixedGrowth_1_5,baseline,growth_baseline,1315.790517041,backtest,2,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-01,1315.047935,FixedGrowth_1_5,baseline,growth_baseline,1316.4477550615,backtest,3,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-02,1315.3326899999995,FixedGrowth_1_5,baseline,growth_baseline,1317.104993082,backtest,4,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-03,1316.087495,FixedGrowth_1_5,baseline,growth_baseline,1317.7622311025,backtest,5,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-04,1316.842636,FixedGrowth_1_5,baseline,growth_baseline,1318.419469123,backtest,6,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-05,1317.450364,FixedGrowth_1_5,baseline,growth_baseline,1319.0767071434998,backtest,7,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-06,1318.0838139999998,FixedGrowth_1_5,baseline,growth_baseline,1319.7339451639998,backtest,8,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-07,1318.497978,FixedGrowth_1_5,baseline,growth_baseline,1320.3911831844998,backtest,9,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-08,1318.583043,FixedGrowth_1_5,baseline,growth_baseline,1321.0484212049998,backtest,10,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-09,1318.7150310000002,FixedGrowth_1_5,baseline,growth_baseline,1321.7056592255,backtest,11,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-10,1319.465433,FixedGrowth_1_5,baseline,growth_baseline,1322.362897246,backtest,12,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-11,1320.208432,FixedGrowth_1_5,baseline,growth_baseline,1323.0201352665,backtest,13,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-12,1320.953708,FixedGrowth_1_5,baseline,growth_baseline,1323.677373287,backtest,14,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-13,1321.6588740000002,FixedGrowth_1_5,baseline,growth_baseline,1324.3346113075,backtest,15,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-14,1322.00064,FixedGrowth_1_5,baseline,growth_baseline,1324.991849328,backtest,16,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-15,1322.016433,FixedGrowth_1_5,baseline,growth_baseline,1325.6490873485,backtest,17,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-16,1322.016433,FixedGrowth_1_5,baseline,growth_baseline,1326.306325369,backtest,18,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-17,1322.696011,FixedGrowth_1_5,baseline,growth_baseline,1326.9635633895,backtest,19,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-11-18,1323.308211,FixedGrowth_1_5,baseline,growth_baseline,1327.6208014099998,backtest,20,2025-10-29,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
