artifact,has_interval_columns,interval_columns,all_columns_sample,basename,is_forecast_timeseries,interval_type
outputs/model_lab/tournament_sanity_review/tournament_preliminary_standings_review.csv,FALSE,NA,"run_id, preliminary_position, model_name, model_origin, model_family, official_median_mase, official_median_rmsse, supported_better_count, supported_worse_count, risk_status, audit_risk_flag, eligible_for_champion_consideration",tournament_preliminary_standings_review.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_risk_sanity_review.csv,FALSE,NA,"run_id, model_name, risk_type, risk_level, evidence, impact_on_tournament, recommended_review_action, sanity_review_status, blocking_for_5_31, created_timestamp",tournament_risk_sanity_review.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_sanity_checklist.csv,FALSE,NA,"check_id, area, check_name, status, evidence, blocking_for_5_31, created_timestamp",tournament_sanity_checklist.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_sanity_findings.csv,FALSE,NA,"finding_id, severity, area, finding, evidence, recommendation, blocking_for_5_31, created_timestamp",tournament_sanity_findings.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_sanity_summary.csv,FALSE,NA,"run_id, models_reviewed, baseline_models, challenger_models, pairwise_comparisons_reviewed, standings_reviewed, risk_flags_reviewed, blockers, major_findings, minor_findings, advisories, ready_for_5_31_champion_decision",tournament_sanity_summary.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_reference_architecture_map.csv,FALSE,NA,"component, source_file, pattern_detected, description, reusable_for_tesseract, reuse_type, reason, notes",massiveforecasting_reference_architecture_map.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_reference_dependency_inventory.csv,FALSE,NA,"package_name, source_file, required_or_optional, purpose_detected, needed_for_tesseract_mvp, risk_level, recommendation, notes",massiveforecasting_reference_dependency_inventory.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_reference_file_inventory.csv,FALSE,NA,"file_path, file_type, role_detected, size_bytes, line_count, is_runtime_file, is_ui_file, is_server_file, is_dependency_file, is_asset_file, notes",massiveforecasting_reference_file_inventory.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_reference_runtime_risk_scan.csv,FALSE,NA,"file_path, risk_type, detected_pattern, line_number_or_location, risk_level, why_it_matters, recommended_action",massiveforecasting_reference_runtime_risk_scan.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_reference_ui_patterns.csv,FALSE,NA,"ui_pattern, source_file, description, tesseract_relevance, recommended_tesseract_usage, governance_risk, notes",massiveforecasting_reference_ui_patterns.csv,FALSE,none
outputs/shiny_mvp/7_0A_reference_intake/massiveforecasting_to_tesseract_fit_gap.csv,FALSE,NA,"area, massiveforecasting_pattern, tesseract_requirement, fit_status, gap, recommendation, priority",massiveforecasting_to_tesseract_fit_gap.csv,FALSE,none
outputs/shiny_mvp/7_0B_shell_plan/stage07_baseline_app_launch_validation.csv,FALSE,NA,"launch_attempt, timestamp, working_directory, app_path, host, port, url, process_id, http_status, render_success, log_path, error_log_path",stage07_baseline_app_launch_validation.csv,FALSE,none
outputs/shiny_mvp/7_0E_governed_data_loader/stage07_0E_forecasting_data_discovery.csv,FALSE,NA,"artifact_key, rel_path, presence, rows, cols",stage07_0E_forecasting_data_discovery.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_data_schema.csv,FALSE,NA,"artifact, column, r_type, n_rows, example",stage07_11_forecast_data_schema.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_viewer_data_binding_summary.csv,FALSE,NA,"ui_control, bound_to, source_artifact, recomputed",stage07_11_forecast_viewer_data_binding_summary.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_viewer_empty_state_tests.csv,FALSE,NA,"scenario, inputs, expected_behavior, observed, status",stage07_11_forecast_viewer_empty_state_tests.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_viewer_modified_files_manifest.csv,FALSE,NA,"file, change_type, summary",stage07_11_forecast_viewer_modified_files_manifest.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_viewer_validation.csv,FALSE,NA,"check_name, status, details",stage07_11_forecast_viewer_validation.csv,FALSE,none
outputs/shiny_mvp/7_11_forecast_viewer/stage07_11_forecast_viewer_visual_check.csv,FALSE,NA,"element, expected, observed, status",stage07_11_forecast_viewer_visual_check.csv,FALSE,none
outputs/shiny_mvp/7_11_REV1_forecast_viewer_refinement/stage07_11_REV1_forecast_viewer_data_binding_summary.csv,FALSE,NA,"ui_control, bound_to, source_artifact, recomputed, gated_on_button",stage07_11_REV1_forecast_viewer_data_binding_summary.csv,FALSE,none
outputs/shiny_mvp/7_11_REV1_forecast_viewer_refinement/stage07_11_REV1_forecast_viewer_modified_files_manifest.csv,FALSE,NA,"file, change_type, summary",stage07_11_REV1_forecast_viewer_modified_files_manifest.csv,FALSE,none
outputs/shiny_mvp/7_11_REV1_forecast_viewer_refinement/stage07_11_REV1_forecast_viewer_validation.csv,FALSE,NA,"check_name, status, details",stage07_11_REV1_forecast_viewer_validation.csv,FALSE,none
outputs/shiny_mvp/7_11_REV1_forecast_viewer_refinement/stage07_11_REV1_forecast_viewer_visual_check.csv,FALSE,NA,"element, expected, observed, status",stage07_11_REV1_forecast_viewer_visual_check.csv,FALSE,none
