cohort_id,extraction_id,selected_for_mvp,selected_for_p3_extraction,extraction_status,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object_or_artifact,date_column,value_column,actual_column,forecast_column,additional_columns_to_extract,min_date,max_date,observation_count,passes_50_actuals,freshness_status,caveat,selection_reason
MVP044,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,CAN-Go Local,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP045,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,CHL-Go Local,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP046,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,EUR-Go Local,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-12-21,2026-07-18,210,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP047,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,EUR-Multitenant,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP048,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,ITA-Go Local,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP049,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,NAM-Dedicated,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP050,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,NAM-SDF,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP051,EXT001,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCP150,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix APC, highest observation count first"
MVP052,EXT002,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix APC, highest observation count first"
MVP053,EXT003,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCPRD02,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix APC, highest observation count first"
MVP054,EXT004,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AREP273,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ARE, highest observation count first"
MVP055,EXT005,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP282,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix AUS, highest observation count first"
MVP056,EXT006,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP300,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix AUS, highest observation count first"
MVP057,EXT007,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix AUS, highest observation count first"
MVP058,EXT008,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUTP296,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix AUT, highest observation count first"
MVP059,EXT009,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,BRAP284,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix BRA, highest observation count first"
MVP060,EXT010,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANP288,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix CAN, highest observation count first"
MVP061,EXT011,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix CAN, highest observation count first"
MVP062,EXT012,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHEP278,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix CHE, highest observation count first"
MVP063,EXT013,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHLP298,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix CHL, highest observation count first"
MVP064,EXT014,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DEUP281,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix DEU, highest observation count first"
MVP065,EXT015,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DNKP307,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix DNK, highest observation count first"
MVP066,EXT016,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ESPP292,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ESP, highest observation count first"
MVP067,EXT017,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP107,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first"
MVP068,EXT018,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP119,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first"
MVP069,EXT019,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP120,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first"
MVP070,EXT020,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,FRAP264,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix FRA, highest observation count first"
MVP071,EXT021,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP123,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first"
MVP072,EXT022,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP265,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first"
MVP073,EXT023,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP267,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first"
MVP074,EXT024,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,IDNP305,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IDN, highest observation count first"
MVP075,EXT025,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDP287,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IND, highest observation count first"
MVP076,EXT026,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IND, highest observation count first"
MVP077,EXT027,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ISRP290,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ISR, highest observation count first"
MVP078,EXT028,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ITAP293,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-07,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ITA, highest observation count first"
