metric,scenario,granularity,series_key,has_actuals,viewer_available,model_count
HDD - EDB,Enterprise,Forest,GBRP265,True,True,15
HDD - EDB,Enterprise,Forest,GBRP267,True,True,15
HDD - EDB,Enterprise,Forest,GBRP302,True,True,15
HDD - EDB,Enterprise,Forest,IDNP305,True,True,15
HDD - EDB,Enterprise,Forest,INDP287,True,True,15
HDD - EDB,Enterprise,Forest,INDPRD01,True,True,15
HDD - EDB,Enterprise,Forest,ISRP290,True,True,15
HDD - EDB,Enterprise,Forest,ITAP293,True,True,15
HDD - EDB,Enterprise,Forest,JPNP286,True,True,15
HDD - EDB,Enterprise,Forest,JPNP301,True,True,15
HDD - EDB,Enterprise,Forest,JPNPRD01,True,True,15
HDD - EDB,Enterprise,Forest,KORP216,True,True,15
HDD - EDB,Enterprise,Forest,LAMP152,True,True,15
HDD - EDB,Enterprise,Forest,LAMP215,True,True,15
HDD - EDB,Enterprise,Forest,LAMPRD80,True,True,15
HDD - EDB,Enterprise,Forest,MEXP297,True,True,15
HDD - EDB,Enterprise,Forest,MYSP306,True,True,15
HDD - EDB,Enterprise,Forest,NAMP100,True,True,15
HDD - EDB,Enterprise,Forest,NAMP101,True,True,15
HDD - EDB,Enterprise,Forest,NAMP103,True,True,15
HDD - EDB,Enterprise,Forest,NAMP104,True,True,15
HDD - EDB,Enterprise,Forest,NAMP105,True,True,15
HDD - EDB,Enterprise,Forest,NAMP106,True,True,15
HDD - EDB,Enterprise,Forest,NAMP108,True,True,15
HDD - EDB,Enterprise,Forest,NAMP109,True,True,15
HDD - EDB,Enterprise,Forest,NAMP113,True,True,15
HDD - EDB,Enterprise,Forest,NAMP114,True,True,15
HDD - EDB,Enterprise,Forest,NAMP115,True,True,15
HDD - EDB,Enterprise,Forest,NAMP116,True,True,15
HDD - EDB,Enterprise,Forest,NAMP118,True,True,15
HDD - EDB,Enterprise,Forest,NAMP125,True,True,15
HDD - EDB,Enterprise,Forest,NAMP126,True,True,15
HDD - EDB,Enterprise,Forest,NAMP128,True,True,15
HDD - EDB,Enterprise,Forest,NAMP129,True,True,15
HDD - EDB,Enterprise,Forest,NAMP130,True,True,15
HDD - EDB,Enterprise,Forest,NAMP131,True,True,15
HDD - EDB,Enterprise,Forest,NAMP132,True,True,15
HDD - EDB,Enterprise,Forest,NAMP133,True,True,15
HDD - EDB,Enterprise,Forest,NAMP134,True,True,15
HDD - EDB,Enterprise,Forest,NAMP135,True,True,15
HDD - EDB,Enterprise,Forest,NAMP136,True,True,15
HDD - EDB,Enterprise,Forest,NAMP154,True,True,15
HDD - EDB,Enterprise,Forest,NAMP157,True,True,15
HDD - EDB,Enterprise,Forest,NAMP158,True,True,15
HDD - EDB,Enterprise,Forest,NAMP159,True,True,15
HDD - EDB,Enterprise,Forest,NAMP161,True,True,15
HDD - EDB,Enterprise,Forest,NAMP162,True,True,15
HDD - EDB,Enterprise,Forest,NAMP163,True,True,15
HDD - EDB,Enterprise,Forest,NAMP164,True,True,15
HDD - EDB,Enterprise,Forest,NAMP166,True,True,15
HDD - EDB,Enterprise,Forest,NAMP167,True,True,15
HDD - EDB,Enterprise,Forest,NAMP169,True,True,15
HDD - EDB,Enterprise,Forest,NAMP170,True,True,15
HDD - EDB,Enterprise,Forest,NAMP171,True,True,15
HDD - EDB,Enterprise,Forest,NAMP172,True,True,15
HDD - EDB,Enterprise,Forest,NAMP173,True,True,15
HDD - EDB,Enterprise,Forest,NAMP197,True,True,15
HDD - EDB,Enterprise,Forest,NAMP220,True,True,15
HDD - EDB,Enterprise,Forest,NAMP221,True,True,15
HDD - EDB,Enterprise,Forest,NAMP222,True,True,15
HDD - EDB,Enterprise,Forest,NAMP223,True,True,15
HDD - EDB,Enterprise,Forest,NAMP283,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD00,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD01,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD02,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD03,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD04,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD05,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD06,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD07,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD08,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD09,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD10,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD11,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD12,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD13,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD14,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD15,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD16,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD17,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD18,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD19,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD20,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD21,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD22,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD84,True,True,15
HDD - EDB,Enterprise,Forest,NAMPRD85,True,True,15
HDD - EDB,Enterprise,Forest,NORP279,True,True,15
HDD - EDB,Enterprise,Forest,NZLP299,True,True,15
HDD - EDB,Enterprise,Forest,POLP291,True,True,15
HDD - EDB,Enterprise,Forest,QATP289,True,True,15
HDD - EDB,Enterprise,Forest,SGPP274,True,True,15
HDD - EDB,Enterprise,Forest,SWEP280,True,True,15
HDD - EDB,Enterprise,Forest,TWNP295,True,True,15
HDD - EDB,Enterprise,Forest,ZAFP275,True,True,15
HDD - EDB,Enterprise,Region,APC-Dedicated,True,True,15
HDD - EDB,Enterprise,Region,APC-MSIT,True,True,15
HDD - EDB,Enterprise,Region,APC-Multitenant,True,True,15
HDD - EDB,Enterprise,Region,ARE-Go Local,True,True,15
HDD - EDB,Enterprise,Region,AUS-Go Local,True,True,15
HDD - EDB,Enterprise,Region,AUT-Go Local,True,True,15
HDD - EDB,Enterprise,Region,BRA-Go Local,True,True,15
HDD - EDB,Enterprise,Region,CAN-Go Local,True,True,15
HDD - EDB,Enterprise,Region,CHE-Go Local,True,True,15
HDD - EDB,Enterprise,Region,CHL-Go Local,True,True,15
HDD - EDB,Enterprise,Region,DEU-Go Local,True,True,15
HDD - EDB,Enterprise,Region,DNK-Go Local,True,True,15
HDD - EDB,Enterprise,Region,ESP-Go Local,True,True,15
HDD - EDB,Enterprise,Region,EUR-Dedicated,True,True,15
HDD - EDB,Enterprise,Region,EUR-Go Local,True,True,15
HDD - EDB,Enterprise,Region,EUR-MSIT,True,True,15
HDD - EDB,Enterprise,Region,EUR-Multitenant,True,True,15
HDD - EDB,Enterprise,Region,FRA-Go Local,True,True,15
HDD - EDB,Enterprise,Region,GBR-Dedicated,True,True,15
HDD - EDB,Enterprise,Region,GBR-Go Local,True,True,15
HDD - EDB,Enterprise,Region,IDN-Go Local,True,True,15
HDD - EDB,Enterprise,Region,IND-Go Local,True,True,15
HDD - EDB,Enterprise,Region,ISR-Go Local,True,True,15
HDD - EDB,Enterprise,Region,ITA-Go Local,True,True,15
HDD - EDB,Enterprise,Region,JPN-Go Local,True,True,15
HDD - EDB,Enterprise,Region,KOR-Go Local,True,True,15
HDD - EDB,Enterprise,Region,LAM-Multitenant,True,True,15
HDD - EDB,Enterprise,Region,MEX-Go Local,True,True,15
HDD - EDB,Enterprise,Region,MYS-Go Local,True,True,15
HDD - EDB,Enterprise,Region,NAM-Dedicated,True,True,15
HDD - EDB,Enterprise,Region,NAM-GCC Low,True,True,15
HDD - EDB,Enterprise,Region,NAM-ITAR DoD,True,True,15
HDD - EDB,Enterprise,Region,NAM-ITAR GCCH,True,True,15
HDD - EDB,Enterprise,Region,NAM-MSIT,True,True,15
HDD - EDB,Enterprise,Region,NAM-Multitenant,True,True,15
HDD - EDB,Enterprise,Region,NAM-SDF,True,True,15
HDD - EDB,Enterprise,Region,NAM-TDF,True,True,15
HDD - EDB,Enterprise,Region,NOR-Go Local,True,True,15
HDD - EDB,Enterprise,Region,NZL-Go Local,True,True,15
HDD - EDB,Enterprise,Region,POL-Go Local,True,True,15
HDD - EDB,Enterprise,Region,QAT-Go Local,True,True,15
HDD - EDB,Enterprise,Region,SGP-Go Local,True,True,15
HDD - EDB,Enterprise,Region,SWE-Go Local,True,True,15
HDD - EDB,Enterprise,Region,TWN-Go Local,True,True,15
HDD - EDB,Enterprise,Region,ZAF-Go Local,True,True,15
