metric,scenario,granularity,series_key,has_actuals,forecast_only,forecast_available
HDD - EDB,Enterprise,Forest,GBRP265,True,False,True
HDD - EDB,Enterprise,Forest,GBRP267,True,False,True
HDD - EDB,Enterprise,Forest,GBRP302,True,False,True
HDD - EDB,Enterprise,Forest,IDNP305,True,False,True
HDD - EDB,Enterprise,Forest,INDP287,True,False,True
HDD - EDB,Enterprise,Forest,INDPRD01,True,False,True
HDD - EDB,Enterprise,Forest,ISRP290,True,False,True
HDD - EDB,Enterprise,Forest,ITAP293,True,False,True
HDD - EDB,Enterprise,Forest,JPNP286,True,False,True
HDD - EDB,Enterprise,Forest,JPNP301,True,False,True
HDD - EDB,Enterprise,Forest,JPNPRD01,True,False,True
HDD - EDB,Enterprise,Forest,KORP216,True,False,True
HDD - EDB,Enterprise,Forest,LAMP152,True,False,True
HDD - EDB,Enterprise,Forest,LAMP215,True,False,True
HDD - EDB,Enterprise,Forest,LAMPRD80,True,False,True
HDD - EDB,Enterprise,Forest,MEXP297,True,False,True
HDD - EDB,Enterprise,Forest,MYSP306,True,False,True
HDD - EDB,Enterprise,Forest,NAMP100,True,False,True
HDD - EDB,Enterprise,Forest,NAMP101,True,False,True
HDD - EDB,Enterprise,Forest,NAMP103,True,False,True
HDD - EDB,Enterprise,Forest,NAMP104,True,False,True
HDD - EDB,Enterprise,Forest,NAMP105,True,False,True
HDD - EDB,Enterprise,Forest,NAMP106,True,False,True
HDD - EDB,Enterprise,Forest,NAMP108,True,False,True
HDD - EDB,Enterprise,Forest,NAMP109,True,False,True
HDD - EDB,Enterprise,Forest,NAMP113,True,False,True
HDD - EDB,Enterprise,Forest,NAMP114,True,False,True
HDD - EDB,Enterprise,Forest,NAMP115,True,False,True
HDD - EDB,Enterprise,Forest,NAMP116,True,False,True
HDD - EDB,Enterprise,Forest,NAMP118,True,False,True
HDD - EDB,Enterprise,Forest,NAMP125,True,False,True
HDD - EDB,Enterprise,Forest,NAMP126,True,False,True
HDD - EDB,Enterprise,Forest,NAMP128,True,False,True
HDD - EDB,Enterprise,Forest,NAMP129,True,False,True
HDD - EDB,Enterprise,Forest,NAMP130,True,False,True
HDD - EDB,Enterprise,Forest,NAMP131,True,False,True
HDD - EDB,Enterprise,Forest,NAMP132,True,False,True
HDD - EDB,Enterprise,Forest,NAMP133,True,False,True
HDD - EDB,Enterprise,Forest,NAMP134,True,False,True
HDD - EDB,Enterprise,Forest,NAMP135,True,False,True
HDD - EDB,Enterprise,Forest,NAMP136,True,False,True
HDD - EDB,Enterprise,Forest,NAMP154,True,False,True
HDD - EDB,Enterprise,Forest,NAMP157,True,False,True
HDD - EDB,Enterprise,Forest,NAMP158,True,False,True
HDD - EDB,Enterprise,Forest,NAMP159,True,False,True
HDD - EDB,Enterprise,Forest,NAMP161,True,False,True
HDD - EDB,Enterprise,Forest,NAMP162,True,False,True
HDD - EDB,Enterprise,Forest,NAMP163,True,False,True
HDD - EDB,Enterprise,Forest,NAMP164,True,False,True
HDD - EDB,Enterprise,Forest,NAMP166,True,False,True
HDD - EDB,Enterprise,Forest,NAMP167,True,False,True
HDD - EDB,Enterprise,Forest,NAMP169,True,False,True
HDD - EDB,Enterprise,Forest,NAMP170,True,False,True
HDD - EDB,Enterprise,Forest,NAMP171,True,False,True
HDD - EDB,Enterprise,Forest,NAMP172,True,False,True
HDD - EDB,Enterprise,Forest,NAMP173,True,False,True
HDD - EDB,Enterprise,Forest,NAMP197,True,False,True
HDD - EDB,Enterprise,Forest,NAMP220,True,False,True
HDD - EDB,Enterprise,Forest,NAMP221,True,False,True
HDD - EDB,Enterprise,Forest,NAMP222,True,False,True
HDD - EDB,Enterprise,Forest,NAMP223,True,False,True
HDD - EDB,Enterprise,Forest,NAMP283,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD00,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD01,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD02,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD03,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD04,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD05,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD06,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD07,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD08,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD09,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD10,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD11,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD12,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD13,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD14,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD15,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD16,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD17,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD18,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD19,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD20,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD21,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD22,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD84,True,False,True
HDD - EDB,Enterprise,Forest,NAMPRD85,True,False,True
HDD - EDB,Enterprise,Forest,NORP279,True,False,True
HDD - EDB,Enterprise,Forest,NZLP299,True,False,True
HDD - EDB,Enterprise,Forest,POLP291,True,False,True
HDD - EDB,Enterprise,Forest,QATP289,True,False,True
HDD - EDB,Enterprise,Forest,SGPP274,True,False,True
HDD - EDB,Enterprise,Forest,SWEP280,True,False,True
HDD - EDB,Enterprise,Forest,TWNP295,True,False,True
HDD - EDB,Enterprise,Forest,ZAFP275,True,False,True
HDD - EDB,Enterprise,Region,APC-Dedicated,True,False,True
HDD - EDB,Enterprise,Region,APC-MSIT,True,False,True
HDD - EDB,Enterprise,Region,APC-Multitenant,True,False,True
HDD - EDB,Enterprise,Region,ARE-Go Local,True,False,True
HDD - EDB,Enterprise,Region,AUS-Go Local,True,False,True
HDD - EDB,Enterprise,Region,AUT-Go Local,True,False,True
HDD - EDB,Enterprise,Region,BRA-Go Local,True,False,True
HDD - EDB,Enterprise,Region,CAN-Go Local,True,False,True
HDD - EDB,Enterprise,Region,CHE-Go Local,True,False,True
HDD - EDB,Enterprise,Region,CHL-Go Local,True,False,True
HDD - EDB,Enterprise,Region,DEU-Go Local,True,False,True
HDD - EDB,Enterprise,Region,DNK-Go Local,True,False,True
HDD - EDB,Enterprise,Region,ESP-Go Local,True,False,True
HDD - EDB,Enterprise,Region,EUR-Dedicated,True,False,True
HDD - EDB,Enterprise,Region,EUR-Go Local,True,False,True
HDD - EDB,Enterprise,Region,EUR-MSIT,True,False,True
HDD - EDB,Enterprise,Region,EUR-Multitenant,True,False,True
HDD - EDB,Enterprise,Region,FRA-Go Local,True,False,True
HDD - EDB,Enterprise,Region,GBR-Dedicated,True,False,True
HDD - EDB,Enterprise,Region,GBR-Go Local,True,False,True
HDD - EDB,Enterprise,Region,IDN-Go Local,True,False,True
HDD - EDB,Enterprise,Region,IND-Go Local,True,False,True
HDD - EDB,Enterprise,Region,ISR-Go Local,True,False,True
HDD - EDB,Enterprise,Region,ITA-Go Local,True,False,True
HDD - EDB,Enterprise,Region,JPN-Go Local,True,False,True
HDD - EDB,Enterprise,Region,KOR-Go Local,True,False,True
HDD - EDB,Enterprise,Region,LAM-Multitenant,True,False,True
HDD - EDB,Enterprise,Region,MEX-Go Local,True,False,True
HDD - EDB,Enterprise,Region,MYS-Go Local,True,False,True
HDD - EDB,Enterprise,Region,NAM-Dedicated,True,False,True
HDD - EDB,Enterprise,Region,NAM-GCC Low,True,False,True
HDD - EDB,Enterprise,Region,NAM-ITAR DoD,True,False,True
HDD - EDB,Enterprise,Region,NAM-ITAR GCCH,True,False,True
HDD - EDB,Enterprise,Region,NAM-MSIT,True,False,True
HDD - EDB,Enterprise,Region,NAM-Multitenant,True,False,True
HDD - EDB,Enterprise,Region,NAM-SDF,True,False,True
HDD - EDB,Enterprise,Region,NAM-TDF,True,False,True
HDD - EDB,Enterprise,Region,NOR-Go Local,True,False,True
HDD - EDB,Enterprise,Region,NZL-Go Local,True,False,True
HDD - EDB,Enterprise,Region,POL-Go Local,True,False,True
HDD - EDB,Enterprise,Region,QAT-Go Local,True,False,True
HDD - EDB,Enterprise,Region,SGP-Go Local,True,False,True
HDD - EDB,Enterprise,Region,SWE-Go Local,True,False,True
HDD - EDB,Enterprise,Region,TWN-Go Local,True,False,True
HDD - EDB,Enterprise,Region,ZAF-Go Local,True,False,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCP150,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCPRD02,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCPRD03,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCPRD04,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,APCPRD06,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,AREP273,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,AUSP282,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,AUSP300,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,AUSPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,AUTP296,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,BRAP284,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,CANP288,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,CANPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,CHEP278,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,CHLP298,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,DEUP281,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,DNKP307,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,ESPP292,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP107,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP119,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP120,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP121,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP122,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP137,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP138,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP174,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP175,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP176,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP177,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP178,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP179,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP180,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP189,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP190,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP191,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP192,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP193,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP194,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP195,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP250,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP251,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURP309,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD02,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD03,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD04,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD05,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD06,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD07,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD08,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD09,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,EURPRD10,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,FRAP264,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,GBRP123,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,GBRP265,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,GBRP267,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,GBRP302,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,IDNP305,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,INDP287,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,INDPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,ISRP290,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,ITAP293,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,JPNP286,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,JPNP301,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,JPNPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,KORP216,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,LAMP152,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,LAMP215,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,LAMPRD80,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,MEXP297,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,MYSP306,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP100,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP101,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP102,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP103,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP104,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP105,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP106,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP108,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP109,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP113,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP114,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP115,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP116,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP118,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP125,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP126,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP128,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP129,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP130,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP131,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP132,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP133,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP134,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP135,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP136,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP154,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP157,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP158,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP159,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP161,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP162,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP163,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP164,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP166,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP167,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP169,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP170,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP171,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP172,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP173,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP197,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP220,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP221,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP222,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMP223,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD01,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD02,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD03,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD04,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD05,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD06,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD07,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD08,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD10,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD11,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD12,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD13,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD14,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD15,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD16,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD17,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD18,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD19,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD20,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD22,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD84,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NAMPRD85,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NORP279,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,NZLP299,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,POLP291,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,PROD,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,QATP289,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,SGPP274,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,SWEP280,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,TWNP295,False,True,True
SSD - Phoenix,Low Volume No Efficiency,Forest,ZAFP275,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCP150,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCPRD02,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCPRD03,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCPRD04,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,APCPRD06,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,AREP273,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,AUSP282,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,AUSP300,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,AUSPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,AUTP296,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,BRAP284,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,CANP288,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,CANPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,CHEP278,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,CHLP298,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,CHNPR01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,DEUP281,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,DNKP307,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,ESPP292,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP107,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP119,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP120,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP121,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP122,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP137,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP138,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP174,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP175,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP176,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP177,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP178,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP179,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP180,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP189,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP190,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP191,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP192,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP193,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP194,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP195,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP250,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP251,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURP309,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD02,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD03,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD04,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD05,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD06,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD07,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD08,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD09,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,EURPRD10,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,FRAP264,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,GBRP123,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,GBRP265,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,GBRP267,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,GBRP302,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,IDNP305,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,INDP287,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,INDPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,ISRP290,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,ITAP293,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,JPNP286,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,JPNP301,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,JPNPRD01,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,KORP216,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,LAMP152,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,LAMP215,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,LAMPRD80,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,MEXP297,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,MYSP306,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP100,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP101,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP102,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP103,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP104,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP105,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP106,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP108,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP109,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP113,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP114,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP115,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP116,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP118,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP125,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP126,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP128,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP129,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP130,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP131,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP132,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP133,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP134,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP135,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP136,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP154,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP156,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP157,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP158,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP159,False,True,True
SSD - Phoenix,Low Volume With Efficiency,Forest,NAMP161,False,True,True
