route_id,base_metric,display_label,demand_nature,db_type,prepared_scenario,segment,granularity,entity_label,entity_value,source_metric,source_scenario,source_granularity,source_series_key,case_id,entity_type,entity_token_upper,axes_applicable,selection_path,selection_display_path,governance_marker,scope_status,build_viewer,build_accuracy,build_forecast,viewer_exclusion_reason,accuracy_exclusion_reason,forecast_exclusion_reason,overall_exclusion_reason,has_actuals,history_depth,first_actual_date,last_actual_date,staleness_days,viewer_model_coverage,accuracy_model_coverage,forecast_model_coverage,extraction_run_id,taxonomy_alignment,governed_exception,inclusion_rule,notes
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp154,HDD - Basilisk,Basilisk,Forest,namp154,HDD|Organic|Basilisk|Forest::namp154,Forest,NAMP154,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp154,HDD → Organic → Basilisk → Forest → namp154   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp157,HDD - Basilisk,Basilisk,Forest,namp157,HDD|Organic|Basilisk|Forest::namp157,Forest,NAMP157,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp157,HDD → Organic → Basilisk → Forest → namp157   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp158,HDD - Basilisk,Basilisk,Forest,namp158,HDD|Organic|Basilisk|Forest::namp158,Forest,NAMP158,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp158,HDD → Organic → Basilisk → Forest → namp158   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp159,HDD - Basilisk,Basilisk,Forest,namp159,HDD|Organic|Basilisk|Forest::namp159,Forest,NAMP159,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp159,HDD → Organic → Basilisk → Forest → namp159   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp161,HDD - Basilisk,Basilisk,Forest,namp161,HDD|Organic|Basilisk|Forest::namp161,Forest,NAMP161,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp161,HDD → Organic → Basilisk → Forest → namp161   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp162,HDD - Basilisk,Basilisk,Forest,namp162,HDD|Organic|Basilisk|Forest::namp162,Forest,NAMP162,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp162,HDD → Organic → Basilisk → Forest → namp162   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp163,HDD - Basilisk,Basilisk,Forest,namp163,HDD|Organic|Basilisk|Forest::namp163,Forest,NAMP163,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp163,HDD → Organic → Basilisk → Forest → namp163   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp164,HDD - Basilisk,Basilisk,Forest,namp164,HDD|Organic|Basilisk|Forest::namp164,Forest,NAMP164,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp164,HDD → Organic → Basilisk → Forest → namp164   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp166,HDD - Basilisk,Basilisk,Forest,namp166,HDD|Organic|Basilisk|Forest::namp166,Forest,NAMP166,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp166,HDD → Organic → Basilisk → Forest → namp166   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp167,HDD - Basilisk,Basilisk,Forest,namp167,HDD|Organic|Basilisk|Forest::namp167,Forest,NAMP167,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp167,HDD → Organic → Basilisk → Forest → namp167   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp169,HDD - Basilisk,Basilisk,Forest,namp169,HDD|Organic|Basilisk|Forest::namp169,Forest,NAMP169,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp169,HDD → Organic → Basilisk → Forest → namp169   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp170,HDD - Basilisk,Basilisk,Forest,namp170,HDD|Organic|Basilisk|Forest::namp170,Forest,NAMP170,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp170,HDD → Organic → Basilisk → Forest → namp170   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp171,HDD - Basilisk,Basilisk,Forest,namp171,HDD|Organic|Basilisk|Forest::namp171,Forest,NAMP171,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp171,HDD → Organic → Basilisk → Forest → namp171   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp172,HDD - Basilisk,Basilisk,Forest,namp172,HDD|Organic|Basilisk|Forest::namp172,Forest,NAMP172,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp172,HDD → Organic → Basilisk → Forest → namp172   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp173,HDD - Basilisk,Basilisk,Forest,namp173,HDD|Organic|Basilisk|Forest::namp173,Forest,NAMP173,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp173,HDD → Organic → Basilisk → Forest → namp173   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp197,HDD - Basilisk,Basilisk,Forest,namp197,HDD|Organic|Basilisk|Forest::namp197,Forest,NAMP197,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp197,HDD → Organic → Basilisk → Forest → namp197   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp220,HDD - Basilisk,Basilisk,Forest,namp220,HDD|Organic|Basilisk|Forest::namp220,Forest,NAMP220,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp220,HDD → Organic → Basilisk → Forest → namp220   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp221,HDD - Basilisk,Basilisk,Forest,namp221,HDD|Organic|Basilisk|Forest::namp221,Forest,NAMP221,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp221,HDD → Organic → Basilisk → Forest → namp221   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp222,HDD - Basilisk,Basilisk,Forest,namp222,HDD|Organic|Basilisk|Forest::namp222,Forest,NAMP222,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp222,HDD → Organic → Basilisk → Forest → namp222   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp223,HDD - Basilisk,Basilisk,Forest,namp223,HDD|Organic|Basilisk|Forest::namp223,Forest,NAMP223,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp223,HDD → Organic → Basilisk → Forest → namp223   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namp283,HDD - Basilisk,Basilisk,Forest,namp283,HDD|Organic|Basilisk|Forest::namp283,Forest,NAMP283,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namp283,HDD → Organic → Basilisk → Forest → namp283   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd00,HDD - Basilisk,Basilisk,Forest,namprd00,HDD|Organic|Basilisk|Forest::namprd00,Forest,NAMPRD00,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd00,HDD → Organic → Basilisk → Forest → namprd00   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd02,HDD - Basilisk,Basilisk,Forest,namprd02,HDD|Organic|Basilisk|Forest::namprd02,Forest,NAMPRD02,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd02,HDD → Organic → Basilisk → Forest → namprd02   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd03,HDD - Basilisk,Basilisk,Forest,namprd03,HDD|Organic|Basilisk|Forest::namprd03,Forest,NAMPRD03,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd03,HDD → Organic → Basilisk → Forest → namprd03   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd04,HDD - Basilisk,Basilisk,Forest,namprd04,HDD|Organic|Basilisk|Forest::namprd04,Forest,NAMPRD04,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd04,HDD → Organic → Basilisk → Forest → namprd04   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd05,HDD - Basilisk,Basilisk,Forest,namprd05,HDD|Organic|Basilisk|Forest::namprd05,Forest,NAMPRD05,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd05,HDD → Organic → Basilisk → Forest → namprd05   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd06,HDD - Basilisk,Basilisk,Forest,namprd06,HDD|Organic|Basilisk|Forest::namprd06,Forest,NAMPRD06,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd06,HDD → Organic → Basilisk → Forest → namprd06   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd07,HDD - Basilisk,Basilisk,Forest,namprd07,HDD|Organic|Basilisk|Forest::namprd07,Forest,NAMPRD07,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd07,HDD → Organic → Basilisk → Forest → namprd07   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd08,HDD - Basilisk,Basilisk,Forest,namprd08,HDD|Organic|Basilisk|Forest::namprd08,Forest,NAMPRD08,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd08,HDD → Organic → Basilisk → Forest → namprd08   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd09,HDD - Basilisk,Basilisk,Forest,namprd09,HDD|Organic|Basilisk|Forest::namprd09,Forest,NAMPRD09,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd09,HDD → Organic → Basilisk → Forest → namprd09   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd10,HDD - Basilisk,Basilisk,Forest,namprd10,HDD|Organic|Basilisk|Forest::namprd10,Forest,NAMPRD10,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd10,HDD → Organic → Basilisk → Forest → namprd10   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd11,HDD - Basilisk,Basilisk,Forest,namprd11,HDD|Organic|Basilisk|Forest::namprd11,Forest,NAMPRD11,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd11,HDD → Organic → Basilisk → Forest → namprd11   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd12,HDD - Basilisk,Basilisk,Forest,namprd12,HDD|Organic|Basilisk|Forest::namprd12,Forest,NAMPRD12,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd12,HDD → Organic → Basilisk → Forest → namprd12   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd13,HDD - Basilisk,Basilisk,Forest,namprd13,HDD|Organic|Basilisk|Forest::namprd13,Forest,NAMPRD13,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd13,HDD → Organic → Basilisk → Forest → namprd13   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,namprd14,HDD - Basilisk,Basilisk,Forest,namprd14,HDD|Organic|Basilisk|Forest::namprd14,Forest,NAMPRD14,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|namprd14,HDD → Organic → Basilisk → Forest → namprd14   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
