metric,route_id,db_type,demand_nature,prepared_scenario,segment,granularity,key_entity,selection_path,source_artifacts,has_actuals,actual_observation_count,first_actual_date,last_actual_date,passes_50_actuals,has_backtest_estimates,governed_model_count,governed_model_names,has_all_15_governed_models,backtest_row_count,horizons_available,has_forecast_values,forecast_row_count,forecast_model_count,forecast_model_names,first_forecast_date,last_forecast_date,forward_actual_row_count,viewer_complete,forecast_complete,product_complete,missing_reason,can_build_from_local_artifacts,requires_sql_or_tesseract,recommended_next_action
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,AUTP296,HDD -> Organic -> EDB -> Consumer -> Forest -> AUTP296,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%_ExponentialSmoothing_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,BRAP284,HDD -> Organic -> EDB -> Consumer -> Forest -> BRAP284,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%_ExponentialSmoothing_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,CANP288,HDD -> Organic -> EDB -> Consumer -> Forest -> CANP288,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,CANPRD01,HDD -> Organic -> EDB -> Consumer -> Forest -> CANPRD01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,CHEP278,HDD -> Organic -> EDB -> Consumer -> Forest -> CHEP278,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,CHLP298,HDD -> Organic -> EDB -> Consumer -> Forest -> CHLP298,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ExponentialSmoothing,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,CHNPR01,HDD -> Organic -> EDB -> Consumer -> Forest -> CHNPR01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth5%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,DEUP281,HDD -> Organic -> EDB -> Consumer -> Forest -> DEUP281,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ExponentialSmoothing_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,DNKP307,HDD -> Organic -> EDB -> Consumer -> Forest -> DNKP307,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,267,2025-10-26,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ARIMA,2026-08-12,2028-08-12,332,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,ESPP292,HDD -> Organic -> EDB -> Consumer -> Forest -> ESPP292,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth3%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP107,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP107,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth5%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP119,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP119,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth3%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP120,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP120,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP121,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP121,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP122,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP122,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP137,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP137,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth3%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP138,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP138,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth3%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP175,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP175,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth3%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP176,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP176,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP177,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP177,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP178,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP178,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth4%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP179,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP179,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth4%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP180,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP180,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP189,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP189,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP190,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP190,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP191,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP191,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP192,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP192,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ExponentialSmoothing_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP193,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP193,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%_ExponentialSmoothing_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP194,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP194,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%_ExponentialSmoothing_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP195,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP195,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP250,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP250,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ExponentialSmoothing_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP251,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP251,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURP309,HDD -> Organic -> EDB -> Consumer -> Forest -> EURP309,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,211,2025-12-21,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth5%,2026-08-12,2028-08-12,276,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURPRD01,HDD -> Organic -> EDB -> Consumer -> Forest -> EURPRD01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURPRD02,HDD -> Organic -> EDB -> Consumer -> Forest -> EURPRD02,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth2%_ExponentialSmoothing_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURPRD03,HDD -> Organic -> EDB -> Consumer -> Forest -> EURPRD03,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%_ARIMA_Ensemble,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURPRD04,HDD -> Organic -> EDB -> Consumer -> Forest -> EURPRD04,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,FixedGrowth1%,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|EDB|Consumer|Forest,EDB,Organic,,Consumer,Forest,EURPRD05,HDD -> Organic -> EDB -> Consumer -> Forest -> EURPRD05,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,277,2025-10-16,2026-07-19,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,4950,1-30,True,732,1,ExponentialSmoothing,2026-08-12,2028-08-12,342,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
