entity_key,date,target,lag_1,lag_7,lag_14,lag_30,lag_60,lag_90,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,year,month,quarter,day_of_month,day_of_week,week_of_year,is_month_start,is_month_end
APC-Multitenant,2019-12-25,88084.35199999998,87812.188,89385.555,87464.8635,85947.68500000001,84857.91900000001,82263.444,89229.30228571428,1024.0574211476319,85565.56986666666,5832.995087201884,2019,12,4,25,2,52,0,0
APC-Multitenant,2019-12-26,89733.847,88084.35199999998,89503.829,87464.8635,85748.038,84857.91900000001,82263.444,89043.41614285714,1105.801538111356,85636.79209999999,5850.838997297931,2019,12,4,26,3,52,0,0
APC-Multitenant,2019-12-27,89733.847,89733.847,89621.85,88166.31599999999,85748.038,84919.334,82100.9,89076.27585714286,1125.0139772352936,85769.6524,5898.512727858728,2019,12,4,27,4,52,0,0
APC-Multitenant,2019-12-28,89082.609,89733.847,90234.753,87810.58899999999,84478.52100000001,85117.378,82050.734,89092.27542857142,1134.8197692740673,85902.5127,5942.732262257855,2019,12,4,28,5,52,0,0
APC-Multitenant,2019-12-29,88921.39199999999,89082.609,90234.753,87810.58899999999,81182.056,85196.80200000001,82050.734,88927.68342857143,1019.1581661504972,86055.98229999999,5964.101250491781,2019,12,4,29,6,52,0,0
APC-Multitenant,2019-12-30,88921.39199999999,88921.39199999999,87812.188,87810.58899999999,73895.075,85340.82200000001,82704.087,88740.06042857142,844.3234167469474,86313.96016666666,5913.174787148633,2019,12,4,30,0,1,0,0
APC-Multitenant,2019-12-31,90341.34,88921.39199999999,87812.188,88526.504,67357.811,85366.178,82704.087,88898.51814285714,738.6320866959198,86814.83739999999,5442.638488359576,2019,12,4,31,1,1,0,1
APC-Multitenant,2020-01-01,90341.34,90341.34,88084.35199999998,89385.555,67357.811,85460.103,82688.63,89259.82557142856,737.2566811682757,87580.95503333333,4048.4111619447326,2020,1,1,1,2,1,1,0
APC-Multitenant,2020-01-02,89833.17599999999,90341.34,89733.847,89503.829,84095.613,85532.049,81606.45,89582.25242857143,622.0270999181668,88347.07266666666,1393.7723417319423,2020,1,1,2,3,1,0,0
APC-Multitenant,2020-01-03,89833.17599999999,89833.17599999999,89733.847,89621.85,87452.589,85644.986,81361.952,89596.44228571428,627.1733596711713,88538.32476666666,1165.1803430659422,2020,1,1,3,4,1,0,0
APC-Multitenant,2020-01-04,89833.17599999999,89833.17599999999,89082.609,90234.753,87502.384,85773.79,81361.952,89610.63214285714,631.9060940438824,88617.67766666666,1169.7424238052606,2020,1,1,4,5,1,0,0
APC-Multitenant,2020-01-05,90912.982,89833.17599999999,88921.39199999999,90234.753,87962.77500000001,85966.757,82941.791,89717.85599999999,589.6426192073095,88695.37073333333,1170.5155460181065,2020,1,1,5,6,1,0,0
APC-Multitenant,2020-01-06,90958.915,90912.982,88921.39199999999,87812.188,88083.16699999999,86092.61600000001,83290.527,90002.36885714285,620.941328647732,88793.71096666665,1229.2985361357507,2020,1,1,6,0,2,0,0
APC-Multitenant,2020-01-07,91115.043,90958.915,90341.34,87812.188,88083.16699999999,86251.06999999999,83500.212,90293.44357142856,494.43687402906005,88889.56923333331,1282.933645126994,2020,1,1,7,1,2,0,0
APC-Multitenant,2020-01-08,90974.313,91115.043,90341.34,88084.35199999998,86206.468,86284.797,83641.21399999999,90403.97257142856,585.0956999599581,88990.63176666666,1335.5572677925381,2020,1,1,8,2,2,0,0
APC-Multitenant,2020-01-09,91125.212,90974.313,89833.17599999999,89733.847,86206.468,86284.797,83773.23700000001,90494.39728571428,621.5774062085266,89149.55993333334,1275.1384203713847,2020,1,1,9,3,2,0,0
APC-Multitenant,2020-01-10,91350.102,91125.212,89833.17599999999,89733.847,87464.8635,86050.81899999999,83782.393,90678.97385714286,583.1501909869849,89313.51806666666,1197.5305714620188,2020,1,1,10,4,2,0,0
APC-Multitenant,2020-01-11,91587.12699999998,91350.102,89833.17599999999,89082.609,87464.8635,86050.81899999999,83798.75600000001,90895.67757142858,491.03637712831016,89443.02601666666,1200.794072834173,2020,1,1,11,5,2,0,0
APC-Multitenant,2020-01-12,91855.955,91587.12699999998,90912.982,88921.39199999999,88166.31599999999,86089.26899999999,83911.189,91146.242,243.72639540613102,89580.43479999999,1202.4815236594588,2020,1,1,12,6,2,0,0
APC-Multitenant,2020-01-13,91856.36,91855.955,90958.915,88921.39199999999,87810.58899999999,86273.037,84024.188,91280.95242857141,336.3206190313274,89703.42276666667,1240.9308467948133,2020,1,1,13,0,3,0,0
APC-Multitenant,2020-01-14,91855.955,91856.36,91115.043,90341.34,87810.58899999999,86343.36,84165.651,91409.15885714286,363.08789162790805,89838.2818,1247.9511750723848,2020,1,1,14,1,3,0,0
APC-Multitenant,2020-01-15,91902.981,91855.955,90974.313,90341.34,87810.58899999999,86343.36,84305.465,91515.00342857142,370.9667651384336,89973.12733333332,1239.828261752968,2020,1,1,15,2,3,0,0
APC-Multitenant,2020-01-16,91953.652,91902.981,91125.212,89833.17599999999,88526.504,86383.00200000001,84427.453,91647.6702857143,305.68912218061615,90109.5404,1218.6419353255958,2020,1,1,16,3,3,0,0
APC-Multitenant,2020-01-17,92126.385,91953.652,91350.102,89833.17599999999,89385.555,86242.018,84454.168,91766.01885714286,217.2910855545129,90223.77866666667,1225.7409966036068,2020,1,1,17,4,3,0,0
APC-Multitenant,2020-01-18,92136.857,92126.385,91587.12699999998,89833.17599999999,89503.829,86242.018,84465.62299999999,91876.91642857144,160.25059572931733,90315.13966666666,1262.696563141887,2020,1,1,18,5,3,0,0
APC-Multitenant,2020-01-19,92286.159,92136.857,91855.955,90912.982,89621.85,82493.381,84541.639,91955.44928571429,125.49956228031913,90402.90726666666,1295.4430769507244,2020,1,1,19,6,3,0,0
APC-Multitenant,2020-01-20,92452.317,92286.159,91856.36,90958.915,90234.753,81138.39199999999,84622.498,92016.90699999999,167.0984183606952,90491.71756666666,1330.892606339627,2020,1,1,20,0,4,0,0
APC-Multitenant,2020-01-21,92511.537,92452.317,91855.955,91115.043,90234.753,82493.381,84712.619,92102.04371428571,216.25601978800097,90565.63636666667,1376.9153235469914,2020,1,1,21,1,4,0,0
APC-Multitenant,2020-01-22,92630.947,92511.537,91902.981,90974.313,87812.188,87012.499,84840.519,92195.69828571429,233.2119354676026,90641.52916666666,1420.116949992845,2020,1,1,22,2,4,0,0
APC-Multitenant,2020-01-23,92745.987,92630.947,91953.652,91125.212,87812.188,87012.499,84857.91900000001,92299.69342857142,243.02947243545373,90802.15446666667,1360.3223460058166,2020,1,1,23,3,4,0,0
APC-Multitenant,2020-01-24,92768.706,92745.987,92126.385,91350.102,88084.35199999998,85947.68500000001,84857.91900000001,92412.88414285715,239.48843529512166,90966.61443333332,1282.3873573308058,2020,1,1,24,4,4,0,0
APC-Multitenant,2020-01-25,92799.507,92768.706,92136.857,91587.12699999998,89733.847,85748.038,84857.91900000001,92504.64428571428,234.41993383782608,91122.75956666666,1202.004947105993,2020,1,1,25,5,4,0,0
APC-Multitenant,2020-01-26,92815.438,92799.507,92286.159,91855.955,89733.847,85748.038,84919.334,92599.30857142857,190.90288809473236,91224.94823333333,1210.140901209776,2020,1,1,26,6,4,0,0
APC-Multitenant,2020-01-27,92883.903,92815.438,92452.317,91856.36,89082.609,84478.52100000001,85117.378,92674.91985714286,145.65557902954237,91327.66793333333,1209.994638480916,2020,1,1,27,0,5,0,0
APC-Multitenant,2020-01-28,92941.304,92883.903,92511.537,91855.955,88921.39199999999,81182.056,85196.80200000001,92736.57499999998,125.70183750958638,91454.37773333333,1164.9839498010372,2020,1,1,28,1,5,0,0
APC-Multitenant,2020-01-29,92941.304,92941.304,92630.947,91902.981,88921.39199999999,73895.075,85340.82200000001,92797.97028571427,99.74292452862304,91588.3748,1092.5250265657464,2020,1,1,29,2,5,0,0
APC-Multitenant,2020-01-30,79729.95999999999,92941.304,92745.987,91953.652,90341.34,67357.811,85366.178,92842.307,80.18673207551333,91722.37186666667,996.4364233047263,2020,1,1,30,3,5,0,0
APC-Multitenant,2020-01-31,79729.95999999999,79729.95999999999,92768.706,92126.385,90341.34,67357.811,85460.103,90982.87457142859,4962.535022261872,91368.65919999998,2399.360508704317,2020,1,1,31,4,5,0,1
APC-Multitenant,2020-02-01,93093.992,79729.95999999999,92799.507,92136.857,89833.17599999999,84095.613,85532.049,89120.19657142856,6414.988051714802,91014.94653333332,3203.454759473142,2020,2,1,1,5,5,1,0
APC-Multitenant,2020-02-02,93200.061,93093.992,92815.438,92286.159,89833.17599999999,87452.589,85644.986,89162.26585714285,6444.038153293311,91123.64039999999,3217.264672653522,2020,2,1,2,6,5,0,0
APC-Multitenant,2020-02-03,93228.107,93200.061,92883.903,92452.317,89833.17599999999,87502.384,85773.79,89217.21199999998,6481.9075855624005,91235.8699,3229.397977223474,2020,2,1,3,0,6,0,0
APC-Multitenant,2020-02-04,93482.578,93228.107,92941.304,92511.537,90912.982,87962.77500000001,85966.757,89266.384,6515.5773126035465,91349.03426666667,3238.020898489483,2020,2,1,4,1,6,0,0
APC-Multitenant,2020-02-05,93570.222,93482.578,92941.304,92630.947,90958.915,88083.16699999999,86092.61600000001,89343.70885714286,6569.448064127294,91434.68746666667,3259.999862466987,2020,2,1,5,2,6,0,0
APC-Multitenant,2020-02-06,93688.125,93570.222,79729.95999999999,92745.987,91115.043,88083.16699999999,86251.06999999999,89433.55428571429,6630.863497453702,91521.73103333334,3281.6481604645905,2020,2,1,6,3,6,0,0
APC-Multitenant,2020-02-07,93932.994,93688.125,79729.95999999999,92768.706,90974.313,86206.468,86284.797,91427.57785714285,5162.667660044316,91607.50043333335,3304.200048143539,2020,2,1,7,4,6,0,0
APC-Multitenant,2020-02-08,93999.488,93932.994,93093.992,92799.507,91125.212,86206.468,86284.797,93456.58271428572,301.0110057181747,91706.12313333334,3328.7131285881587,2020,2,1,8,5,6,0,0
APC-Multitenant,2020-02-09,94017.925,93999.488,93200.061,92815.438,91350.102,87464.8635,86050.81899999999,93585.9392857143,313.5251235410999,91801.93233333335,3352.6946664319266,2020,2,1,9,6,6,0,0
APC-Multitenant,2020-02-10,94122.781,94017.925,93228.107,92883.903,91587.12699999998,87464.8635,86050.81899999999,93702.777,297.75276773226324,91890.85976666665,3375.5996374587344,2020,2,1,10,0,7,0,0
APC-Multitenant,2020-02-11,94122.781,94122.781,93482.578,92941.304,91855.955,88166.31599999999,86089.26899999999,93830.58757142858,247.8854641721522,91975.38156666666,3399.393532209142,2020,2,1,11,1,7,0,0
APC-Multitenant,2020-02-12,94259.952,94122.781,93570.222,92941.304,91856.36,87810.58899999999,86273.037,93922.04514285714,213.8528101211236,92050.94243333333,3421.7670042117097,2020,2,1,12,2,7,0,0
APC-Multitenant,2020-02-13,94692.328,94259.952,93688.125,79729.95999999999,91855.955,87810.58899999999,86343.36,94020.57800000001,181.12546253787445,92131.06216666666,3445.1138777756482,2020,2,1,13,3,7,0,0
APC-Multitenant,2020-02-14,94951.58,94692.328,93932.994,79729.95999999999,91902.981,87810.58899999999,86343.36,94164.03557142858,256.0928024392294,92225.60793333333,3476.084355502168,2020,2,1,14,4,7,0,0
APC-Multitenant,2020-02-15,95053.76,94951.58,93999.488,93093.992,91953.652,88526.504,86383.00200000001,94309.54785714285,367.9063247975459,92327.22790000001,3510.716343012791,2020,2,1,15,5,7,0,0
APC-Multitenant,2020-02-16,95140.812,95053.76,94017.925,93200.061,92126.385,89385.555,86242.018,94460.15814285714,430.32173513551146,92430.56483333332,3544.8010044695616,2020,2,1,16,6,7,0,0
APC-Multitenant,2020-02-17,95255.334,95140.812,94122.781,93228.107,92136.857,89503.829,86242.018,94620.57057142859,446.96294855784004,92531.04573333333,3578.4452059751916,2020,2,1,17,0,8,0,0
APC-Multitenant,2020-02-18,95472.748,95255.334,94122.781,93482.578,92286.159,89621.85,82493.381,94782.36385714286,441.6910583228751,92634.99496666667,3611.7386737764978,2020,2,1,18,1,8,0,0
APC-Multitenant,2020-02-19,95663.64299999998,95472.748,94259.952,93570.222,92452.317,90234.753,81138.39199999999,94975.21628571428,398.28428934721416,92741.2146,3647.8038202189755,2020,2,1,19,2,8,0,0
APC-Multitenant,2020-02-20,95741.33,95663.64299999998,94692.328,93688.125,92511.537,90234.753,82493.381,95175.74357142857,324.71327022394587,92848.2588,3685.952273534977,2020,2,1,20,3,8,0,0
APC-Multitenant,2020-02-21,95847.51,95741.33,94951.58,93932.994,92630.947,87812.188,87012.499,95325.601,305.9490421501225,92955.91856666667,3722.762421483427,2020,2,1,21,4,8,0,0
APC-Multitenant,2020-02-22,96164.727,95847.51,95053.76,93999.488,92745.987,87812.188,87012.499,95453.591,310.766824027133,93063.13733333333,3759.221580914036,2020,2,1,22,5,8,0,0
APC-Multitenant,2020-02-23,96262.02999999998,96164.727,95140.812,94017.925,92768.706,88084.35199999998,85947.68500000001,95612.30057142858,353.3139772188413,93177.09533333335,3800.8635193607097,2020,2,1,23,6,8,0,0
APC-Multitenant,2020-02-24,96262.02999999998,96262.02999999998,95255.334,94122.781,92799.507,89733.847,85748.038,95772.47457142857,358.05993083587987,93293.53946666667,3841.2174985139104,2020,2,1,24,0,9,0,0
APC-Multitenant,2020-02-25,96242.785,96262.02999999998,95472.748,94122.781,92815.438,89733.847,85748.038,95916.28828571427,315.3556036526812,93408.9569,3877.7074488478193,2020,2,1,25,1,9,0,0
APC-Multitenant,2020-02-26,94676.86000000002,96242.785,95663.64299999998,94259.952,92883.903,89082.609,84478.52100000001,96026.29357142856,265.1599893533384,93523.2018,3909.9722055942116,2020,2,1,26,2,9,0,0
APC-Multitenant,2020-02-27,94676.86000000002,94676.86000000002,95741.33,94692.328,92941.304,88921.39199999999,81182.056,95885.32457142857,573.3248982524542,93582.96703333333,3913.5646710504975,2020,2,1,27,3,9,0,0
APC-Multitenant,2020-02-28,95994.38700000002,94676.86000000002,95847.51,94951.58,92941.304,88921.39199999999,73895.075,95733.25742857144,735.9789292700659,93640.81890000001,3916.5789515156835,2020,2,1,28,4,9,0,0
APC-Multitenant,2020-02-29,96776.911,95994.38700000002,96164.727,95053.76,79729.95999999999,90341.34,67357.811,95754.23985714286,741.8493864224542,93742.58833333335,3937.386587307676,2020,2,1,29,5,9,0,1
APC-Multitenant,2020-03-01,97046.243,96776.911,96262.02999999998,95140.812,79729.95999999999,90341.34,67357.811,95841.69471428574,829.2427449716592,94310.82003333334,2952.229574115403,2020,3,1,1,6,9,1,0
APC-Multitenant,2020-03-02,97146.512,97046.243,96262.02999999998,95255.334,93093.992,89833.17599999999,84095.613,95953.72514285715,940.9445858859273,94888.02946666666,1139.2686990014372,2020,3,1,2,0,10,0,0
APC-Multitenant,2020-03-03,97146.512,97146.512,96242.785,95472.748,93200.061,89833.17599999999,87452.589,96080.0797142857,1043.087607365491,95023.11346666668,1159.2923554553126,2020,3,1,3,1,10,0,0
APC-Multitenant,2020-03-04,97024.334,97146.512,94676.86000000002,95663.64299999998,93228.107,89833.17599999999,87502.384,96209.1835714286,1119.6964401380574,95154.66183333333,1169.1576108177596,2020,3,1,4,2,10,0,0
APC-Multitenant,2020-03-05,96696.518,97024.334,94676.86000000002,95741.33,93482.578,90912.982,87962.77500000001,96544.537,917.5639802950392,95281.20273333332,1158.843635175907,2020,3,1,5,3,10,0,0
APC-Multitenant,2020-03-06,96658.119,96696.518,95994.38700000002,95847.51,93570.222,90958.915,88083.16699999999,96833.05957142857,409.00404970996806,95388.33406666666,1135.1498647541828,2020,3,1,6,4,10,0,0
APC-Multitenant,2020-03-07,96658.119,96658.119,96776.911,96164.727,93688.125,91115.043,88083.16699999999,96927.87842857142,211.3465116228604,95491.26396666667,1104.1829028998372,2020,3,1,7,5,10,0,0
APC-Multitenant,2020-03-08,97353.373,96658.119,97046.243,96262.02999999998,93932.994,90974.313,86206.468,96910.90814285714,229.4802600385104,95590.26376666666,1069.5404803213648,2020,3,1,8,6,10,0,0
APC-Multitenant,2020-03-09,97394.327,97353.373,97146.512,96262.02999999998,93999.488,91125.212,86206.468,96954.78385714287,282.8283391635432,95704.2764,1069.089735350232,2020,3,1,9,0,11,0,0
APC-Multitenant,2020-03-10,97490.875,97394.327,97146.512,96242.785,94017.925,91350.102,87464.8635,96990.18600000002,323.42349127245586,95817.4377,1062.0642904100341,2020,3,1,10,1,11,0,0
APC-Multitenant,2020-03-11,97508.577,97490.875,97024.334,94676.86000000002,94122.781,91587.12699999998,87464.8635,97039.38071428573,373.4807771248309,95933.20270000001,1048.3408325536816,2020,3,1,11,2,11,0,0
APC-Multitenant,2020-03-12,97620.15099999998,97508.577,96696.518,94676.86000000002,94122.781,91855.955,88166.31599999999,97108.55828571429,412.98654971774323,96046.06256666667,1028.7855830847907,2020,3,1,12,3,11,0,0
APC-Multitenant,2020-03-13,97703.463,97620.15099999998,96658.119,95994.38700000002,94259.952,91856.36,87810.58899999999,97240.50585714285,406.9041898907691,96162.64156666667,1001.1134493734255,2020,3,1,13,4,11,0,0
APC-Multitenant,2020-03-14,98124.29,97703.463,96658.119,96776.911,94692.328,91855.955,87810.58899999999,97389.84071428572,344.59509726357317,96277.42526666667,972.434913799679,2020,3,1,14,5,11,0,0
APC-Multitenant,2020-03-15,98124.29,98124.29,97353.373,97046.243,94951.58,91902.981,87810.58899999999,97599.29371428571,261.2086834999119,96391.82400000001,981.3611953866263,2020,3,1,15,6,11,0,0
APC-Multitenant,2020-03-16,97050.009,98124.29,97394.327,97146.512,95053.76,91953.652,88526.504,97709.42471428572,299.89500945790735,96497.58099999999,991.7004457454428,2020,3,1,16,0,12,0,0
APC-Multitenant,2020-03-17,97050.009,97050.009,97490.875,97146.512,95140.812,92126.385,89385.555,97660.23642857141,378.203693513789,96564.12263333333,957.8774558942483,2020,3,1,17,1,12,0,0
APC-Multitenant,2020-03-18,97386.387,97050.009,97508.577,97024.334,95255.334,92136.857,89503.829,97597.25557142858,442.37169613588236,96627.76253333334,922.835187044856,2020,3,1,18,2,12,0,0
APC-Multitenant,2020-03-19,97484.441,97386.387,97620.15099999998,96696.518,95472.748,92286.159,89621.85,97579.79985714286,448.81790236686726,96698.79763333334,895.1534280040165,2020,3,1,19,3,12,0,0
APC-Multitenant,2020-03-20,97696.027,97484.441,97703.463,96658.119,95663.64299999998,92452.317,90234.753,97560.41271428573,449.7145621870507,96765.85406666667,875.2700266893396,2020,3,1,20,4,12,0,0
APC-Multitenant,2020-03-21,98169.73,97696.027,98124.29,96658.119,95741.33,92511.537,90234.753,97559.35042857143,449.3289581418106,96833.6002,865.6171261208322,2020,3,1,21,5,12,0,0
APC-Multitenant,2020-03-22,98249.556,98169.73,98124.29,97353.373,95847.51,92630.947,87812.188,97565.84185714286,459.0734521994585,96914.54686666667,873.4615051676776,2020,3,1,22,6,12,0,0
APC-Multitenant,2020-03-23,98249.556,98249.556,97050.009,97394.327,96164.727,92745.987,87812.188,97583.737,486.11549639345145,96994.61506666665,882.3258691350803,2020,3,1,23,0,13,0,0
APC-Multitenant,2020-03-24,97700.984,98249.556,97050.009,97490.875,96262.02999999998,92768.706,88084.35199999998,97755.10085714285,477.9714107621766,97064.10936666667,896.6940825358505,2020,3,1,24,1,13,0,0
APC-Multitenant,2020-03-25,97649.57,97700.984,97386.387,97508.577,96262.02999999998,92799.507,89733.847,97848.09728571428,368.7763039577556,97112.0745,890.7766162111716,2020,3,1,25,2,13,0,0
APC-Multitenant,2020-03-26,97649.57,97649.57,97484.441,97620.15099999998,96242.785,92815.438,89733.847,97885.69485714285,324.63246596776355,97158.32583333335,881.0878191221402,2020,3,1,26,3,13,0,0
APC-Multitenant,2020-03-27,98164.312,97649.57,97696.027,97703.463,94676.86000000002,92883.903,89082.609,97909.28471428572,295.28865779392504,97205.21866666667,868.0198290361708,2020,3,1,27,4,13,0,0
APC-Multitenant,2020-03-28,98889.088,98164.312,98169.73,98124.29,94676.86000000002,92941.304,88921.39199999999,97976.18257142857,291.9489536587636,97321.46706666666,742.1345273545043,2020,3,1,28,5,13,0,0
APC-Multitenant,2020-03-29,99290.952,98889.088,98249.556,98124.29,95994.38700000002,92941.304,88921.39199999999,98078.94799999999,453.39749493810757,97461.87466666666,611.5048163875053,2020,3,1,29,6,13,0,0
APC-Multitenant,2020-03-30,99384.135,99290.952,98249.556,97050.009,96776.911,79729.95999999999,90341.34,98227.71885714286,647.8596763322108,97571.76016666666,634.4686949065498,2020,3,1,30,0,14,0,0
APC-Multitenant,2020-03-31,99384.135,99384.135,97700.984,97050.009,97046.243,79729.95999999999,90341.34,98389.80157142857,782.2253247481801,97658.66763333333,697.2926790032201,2020,3,1,31,1,14,0,1
APC-Multitenant,2020-04-01,99323.912,99384.135,97649.57,97386.387,97146.512,93093.992,89833.17599999999,98630.25171428571,793.8066698016864,97736.59736666667,754.7613856172966,2020,4,2,1,2,14,1,0
APC-Multitenant,2020-04-02,99216.728,99323.912,97649.57,97484.441,97146.512,93200.061,89833.17599999999,98869.44342857144,695.1874337294372,97809.17736666667,799.4310269916214,2020,4,2,2,3,14,0,0
APC-Multitenant,2020-04-03,99216.728,99216.728,98164.312,97696.027,97024.334,93228.107,89833.17599999999,99093.32314285715,443.72925578346104,97878.18456666666,829.0589311496722,2020,4,2,3,4,14,0,0
APC-Multitenant,2020-04-04,100073.434,99216.728,98889.088,98169.73,96696.518,93482.578,90912.982,99243.6682857143,170.9363117154535,97951.26436666668,847.6181770099788,2020,4,2,4,5,14,0,0
APC-Multitenant,2020-04-05,100168.112,100073.434,99290.952,98249.556,96658.119,93570.222,90958.915,99412.86057142858,299.36518689481494,98063.82823333333,897.9735314343665,2020,4,2,5,6,14,0,0
APC-Multitenant,2020-04-06,100225.543,100168.112,99384.135,98249.556,96658.119,93688.125,91115.043,99538.16914285715,404.8342139700362,98180.828,936.3476511667917,2020,4,2,6,0,15,0,0
APC-Multitenant,2020-04-07,100289.883,100225.543,99384.135,97700.984,97353.373,93932.994,90974.313,99658.37028571428,470.9852340064891,98299.74213333333,962.4620080432608,2020,4,2,7,1,15,0,0
APC-Multitenant,2020-04-08,100437.25,100289.883,99323.912,97649.57,97394.327,93999.488,91125.212,99787.76285714285,506.18981905674406,98397.62580000001,1010.9959268228758,2020,4,2,8,2,15,0,0
APC-Multitenant,2020-04-09,100553.28,100437.25,99216.728,97649.57,97490.875,94017.925,91350.102,99946.81114285714,511.03982692872364,98499.05656666667,1058.399613923806,2020,4,2,9,3,15,0,0
APC-Multitenant,2020-04-10,100673.144,100553.28,99216.728,98164.312,97508.577,94122.781,91587.12699999998,100137.74714285714,437.1417418435051,98601.13673333333,1104.487329500021,2020,4,2,10,4,15,0,0
APC-Multitenant,2020-04-11,100927.96899999998,100673.144,100073.434,98889.088,97620.15099999998,94122.781,91855.955,100345.80657142856,216.76018514266352,98706.62229999999,1146.8485570094526,2020,4,2,11,5,15,0,0
APC-Multitenant,2020-04-12,101101.805,100927.96899999998,100168.112,99290.952,97703.463,94259.952,91856.36,100467.883,271.51352386901567,98816.8829,1196.7171481445248,2020,4,2,12,6,15,0,0
APC-Multitenant,2020-04-13,101145.896,101101.805,100225.543,99384.135,98124.29,94692.328,91855.955,100601.26771428571,323.9783010917809,98930.16096666666,1247.4530405777323,2020,4,2,13,0,16,0,0
APC-Multitenant,2020-04-14,101218.911,101145.896,100289.883,99384.135,98124.29,94951.58,91902.981,100732.7467142857,332.7199658516049,99030.88116666666,1300.977756009788,2020,4,2,14,1,16,0,0
APC-Multitenant,2020-04-15,101293.786,101218.911,100437.25,99323.912,97050.009,95053.76,91953.652,100865.465,311.2190798002241,99134.03520000001,1348.4358102634747,2020,4,2,15,2,16,0,0
APC-Multitenant,2020-04-16,101340.363,101293.786,100553.28,99216.728,97050.009,95140.812,92126.385,100987.82728571429,281.7880361339848,99275.49443333334,1344.8641999458464,2020,4,2,16,3,16,0,0
APC-Multitenant,2020-04-17,101424.09,101340.363,100673.144,99216.728,97386.387,95255.334,92136.857,101100.26771428571,232.1555227045625,99418.50623333333,1328.0586986928154,2020,4,2,17,4,16,0,0
APC-Multitenant,2020-04-18,101605.277,101424.09,100927.96899999998,100073.434,97484.441,95472.748,92286.159,101207.5457142857,165.95347780088719,99553.09633333333,1319.5856210102047,2020,4,2,18,5,16,0,0
APC-Multitenant,2020-04-19,101764.234,101605.277,101101.805,100168.112,97696.027,95663.64299999998,92452.317,101304.30399999999,173.0776397312833,99690.45753333332,1311.2766580792227,2020,4,2,19,6,16,0,0
APC-Multitenant,2020-04-20,101808.785,101764.234,101145.896,100225.543,98169.73,95741.33,92511.537,101398.93671428572,218.92826902017813,99826.06443333333,1308.263741313857,2020,4,2,20,0,17,0,0
APC-Multitenant,2020-04-21,101883.731,101808.785,101218.911,100289.883,98249.556,95847.51,92630.947,101493.63514285714,234.0758386564582,99947.36626666666,1318.062574198707,2020,4,2,21,1,17,0,0
APC-Multitenant,2020-04-22,101974.72,101883.731,101293.786,100437.25,98249.556,96164.727,92745.987,101588.60942857142,238.85477035187498,100068.50543333334,1323.6325055599737,2020,4,2,22,2,17,0,0
APC-Multitenant,2020-04-23,102045.399,101974.72,101340.363,100553.28,97700.984,96262.02999999998,92768.706,101685.8857142857,237.4276721153435,100192.67756666667,1321.8404444343116,2020,4,2,23,3,17,0,0
APC-Multitenant,2020-04-24,102066.44,102045.399,101424.09,100673.144,97649.57,96262.02999999998,92799.507,101786.60514285715,214.89704139113294,100337.4914,1276.6539123461205,2020,4,2,24,4,17,0,0
APC-Multitenant,2020-04-25,102329.087,102066.44,101605.277,100927.96899999998,97649.57,96242.785,92815.438,101878.36942857143,165.846294268081,100484.72039999999,1208.8689726920095,2020,4,2,25,5,17,0,0
APC-Multitenant,2020-04-26,102439.305,102329.087,101764.234,101101.805,98164.312,94676.86000000002,92883.903,101981.77085714287,190.94232400202685,100640.70430000001,1129.742763729645,2020,4,2,26,6,17,0,0
APC-Multitenant,2020-04-27,102488.925,102439.305,101808.785,101145.896,98889.088,94676.86000000002,92941.304,102078.20957142857,229.37089867160958,100783.20406666667,1074.8937847017894,2020,4,2,27,0,18,0,0
APC-Multitenant,2020-04-28,102565.602,102488.925,101883.731,101218.911,99290.952,95994.38700000002,92941.304,102175.37242857144,240.02752372191318,100903.19863333335,1056.9368583046985,2020,4,2,28,1,18,0,0
APC-Multitenant,2020-04-29,102641.012,102565.602,101974.72,101293.786,99384.135,96776.911,79729.95999999999,102272.78257142857,240.30623410638358,101012.35363333333,1053.780574504822,2020,4,2,29,2,18,0,0
APC-Multitenant,2020-04-30,102728.294,102641.012,102045.399,101340.363,99384.135,97046.243,79729.95999999999,102367.96714285715,234.45447817412892,101120.9162,1048.0031703665193,2020,4,2,30,3,18,0,1
APC-Multitenant,2020-05-01,102837.162,102728.294,102066.44,101424.09,99323.912,97146.512,93093.992,102465.52357142857,219.46064716261228,101232.38816666667,1034.6660827754981,2020,5,2,1,4,18,1,0
APC-Multitenant,2020-05-02,102923.435,102837.162,102329.087,101605.277,99216.728,97146.512,93200.061,102575.62671428571,174.62644132348456,101349.4965,1009.7297369348923,2020,5,2,2,5,18,0,0
APC-Multitenant,2020-05-03,102959.226,102923.435,102439.305,101764.234,99216.728,97024.334,93228.107,102660.53357142858,179.20701075294744,101473.0534,965.5740084660335,2020,5,2,3,6,18,0,0
APC-Multitenant,2020-05-04,103000.569,102959.226,102488.925,101808.785,100073.434,96696.518,93482.578,102734.80799999999,179.97646471611117,101597.80333333332,903.794493715354,2020,5,2,4,0,19,0,0
APC-Multitenant,2020-05-05,103051.379,103000.569,102565.602,101883.731,100168.112,96658.119,93570.222,102807.9,166.89444932561466,101695.37449999999,891.4717740414688,2020,5,2,5,1,19,0,0
