cohort_id,series_id,metric,db_type,variant_contract,scenario,segment,granularity,key,route_path,ui_filter_path
V6_24_MVP_0088,SSD__Phoenix__Forest__NAMP100,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NAMP100,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NAMP100
V6_24_MVP_0089,SSD__Phoenix__Forest__NAMP101,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NAMP101,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NAMP101
V6_24_MVP_0090,SSD__Phoenix__Forest__NAMP104,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NAMP104,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NAMP104
V6_24_MVP_0091,SSD__Phoenix__Forest__NAMPRD07,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NAMPRD07,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NAMPRD07
V6_24_MVP_0092,SSD__Phoenix__Forest__NAMPRD08,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NAMPRD08,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NAMPRD08
V6_24_MVP_0093,SSD__Phoenix__Forest__NORP279,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NORP279,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NORP279
V6_24_MVP_0094,SSD__Phoenix__Forest__NZLP299,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,NZLP299,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=NZLP299
V6_24_MVP_0095,SSD__Phoenix__Forest__POLP291,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,POLP291,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=POLP291
V6_24_MVP_0096,SSD__Phoenix__Forest__QATP289,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,QATP289,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=QATP289
V6_24_MVP_0097,SSD__Phoenix__Forest__SGPP274,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,SGPP274,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=SGPP274
V6_24_MVP_0098,SSD__Phoenix__Forest__SWEP280,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,SWEP280,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=SWEP280
V6_24_MVP_0099,SSD__Phoenix__Forest__TWNP295,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,TWNP295,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=TWNP295
V6_24_MVP_0100,SSD__Phoenix__Forest__ZAFP275,SSD,Phoenix,LVWE+LVNE (forecast variants),NOT_APPLICABLE,NOT_APPLICABLE,Forest,ZAFP275,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE|LVNE > Granularity=Forest > Key=ZAFP275
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=APC-Multitenant
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=ARE-Go Local
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=AUS-Go Local
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=BRA-Go Local
V6_24_MVP_0105,CPU__Consumed__Region__CAN-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CAN-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CAN-Go Local
V6_24_MVP_0106,CPU__Consumed__Region__CHE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CHE-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CHE-Go Local
V6_24_MVP_0107,CPU__Consumed__Region__CHN-Gallatin,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CHN-Gallatin,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=CHN-Gallatin
V6_24_MVP_0108,CPU__Consumed__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=DEU-Go Local
V6_24_MVP_0109,CPU__Consumed__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=EUR-MSIT
V6_24_MVP_0110,CPU__Consumed__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Consumed|Region,Metric=CPU > Scenario=Consumed > Granularity=Region > Key=FRA-Go Local
V6_24_MVP_0111,CPU__Failover__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=APC-Multitenant
V6_24_MVP_0112,CPU__Failover__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=ARE-Go Local
V6_24_MVP_0113,CPU__Failover__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=AUS-Go Local
V6_24_MVP_0114,CPU__Failover__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=BRA-Go Local
V6_24_MVP_0115,CPU__Failover__Region__CAN-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CAN-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CAN-Go Local
V6_24_MVP_0116,CPU__Failover__Region__CHE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CHE-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CHE-Go Local
V6_24_MVP_0117,CPU__Failover__Region__CHN-Gallatin,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CHN-Gallatin,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=CHN-Gallatin
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=DEU-Go Local
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=EUR-MSIT
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,Metric=CPU > Scenario=Failover > Granularity=Region > Key=FRA-Go Local
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=APC-Multitenant
V6_24_MVP_0122,IOPS__Consumed__Region__ARE-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=ARE-Go Local
V6_24_MVP_0123,IOPS__Consumed__Region__AUS-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=AUS-Go Local
V6_24_MVP_0124,IOPS__Consumed__Region__BRA-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=BRA-Go Local
V6_24_MVP_0125,IOPS__Consumed__Region__CAN-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CAN-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CAN-Go Local
V6_24_MVP_0126,IOPS__Consumed__Region__CHE-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CHE-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CHE-Go Local
V6_24_MVP_0127,IOPS__Consumed__Region__CHN-Gallatin,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,CHN-Gallatin,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=CHN-Gallatin
V6_24_MVP_0128,IOPS__Consumed__Region__DEU-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,DEU-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=DEU-Go Local
V6_24_MVP_0129,IOPS__Consumed__Region__EUR-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,EUR-Multitenant,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=EUR-Multitenant
V6_24_MVP_0130,IOPS__Consumed__Region__FRA-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,FRA-Go Local,IOPS|Organic|Consumed|Region,Metric=IOPS > Scenario=Consumed > Granularity=Region > Key=FRA-Go Local
V6_24_MVP_0131,IOPS__Failover__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=APC-Multitenant
V6_24_MVP_0132,IOPS__Failover__Region__ARE-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,ARE-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=ARE-Go Local
V6_24_MVP_0133,IOPS__Failover__Region__AUS-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,AUS-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=AUS-Go Local
V6_24_MVP_0134,IOPS__Failover__Region__BRA-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,BRA-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=BRA-Go Local
V6_24_MVP_0135,IOPS__Failover__Region__CAN-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CAN-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=CAN-Go Local
V6_24_MVP_0136,IOPS__Failover__Region__CHE-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CHE-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=CHE-Go Local
V6_24_MVP_0137,IOPS__Failover__Region__CHN-Gallatin,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,CHN-Gallatin,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=CHN-Gallatin
V6_24_MVP_0138,IOPS__Failover__Region__DEU-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=DEU-Go Local
V6_24_MVP_0139,IOPS__Failover__Region__EUR-Multitenant,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,EUR-Multitenant,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=EUR-Multitenant
V6_24_MVP_0140,IOPS__Failover__Region__FRA-Go-Local,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,IOPS|Organic|Failover|Region,Metric=IOPS > Scenario=Failover > Granularity=Region > Key=FRA-Go Local
