cohort_id,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,ui_filter_path,source,p3_extraction_status,raw_parquet_relative_path,row_count,min_date,max_date,observed_series,freshness_status,has_15_governed_backtests,ui_visible_now,caveat
OBS-SSD-AUSP282,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP282,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSP282,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-AUSP300,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP300,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSP300,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-AUSPRD01,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-AUTP296,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUTP296,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUTP296,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-BRAP284,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,BRAP284,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=BRAP284,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-CANP288,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANP288,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=CANP288,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-CANPRD01,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=CANPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-CHEP278,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHEP278,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=CHEP278,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-CHLP298,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHLP298,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=CHLP298,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-DEUP281,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DEUP281,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=DEUP281,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-DNKP307,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DNKP307,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=DNKP307,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-ESPP292,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ESPP292,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=ESPP292,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-EURP107,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP107,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=EURP107,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-EURP119,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP119,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=EURP119,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-EURP120,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP120,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=EURP120,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-FRAP264,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,FRAP264,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=FRAP264,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-GBRP123,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP123,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=GBRP123,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-GBRP265,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP265,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=GBRP265,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-GBRP267,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP267,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=GBRP267,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-IDNP305,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,IDNP305,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=IDNP305,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-INDP287,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDP287,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=INDP287,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-INDPRD01,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=INDPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-ISRP290,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ISRP290,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=ISRP290,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-ITAP293,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ITAP293,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=ITAP293,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-JPNP286,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP286,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=JPNP286,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-JPNP301,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP301,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=JPNP301,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-JPNPRD01,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=JPNPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-KORP216,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,KORP216,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=KORP216,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-LAMP152,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP152,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=LAMP152,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-LAMP215,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP215,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=LAMP215,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-LAMPRD80,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMPRD80,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=LAMPRD80,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-MEXP297,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MEXP297,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=MEXP297,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-MYSP306,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MYSP306,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=MYSP306,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NAMP100,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP100,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NAMP100,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NAMP101,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP101,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NAMP101,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NAMP104,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP104,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NAMP104,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NAMPRD07,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD07,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NAMPRD07,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
OBS-SSD-NAMPRD08,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD08,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=NAMPRD08,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,1,CURRENT (to 2026-08-22),FALSE,FALSE,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5
