entity_key,date,actual_value,forecast_version,scenario,resource,source_file
CHE-Go Local,2023-03-16,15017.323,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-17,15042.906,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-18,15049.483999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-19,15055.378999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-20,15075.217,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-21,15104.499,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-22,15126.887,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-23,15147.551,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-24,15169.933,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-25,15170.231,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-26,15171.8,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-27,15185.440000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-28,15211.62,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-29,15232.849000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-30,15251.803999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-03-31,15262.067,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-01,15262.067,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-02,15262.067,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-03,15277.726,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-04,15300.303000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-05,15323.473,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-06,15344.829999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-07,15347.098999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-08,15347.098999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-09,15345.37,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-10,15345.37,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-11,15367.837999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-12,15389.518,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-13,15434.641,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-14,15484.007,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-15,15528.902000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-16,15561.360999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-17,15607.799,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-18,15747.138,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-19,15822.006999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-20,15856.603,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-21,15876.736,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-22,15879.974999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-23,15880.276999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-24,15904.385000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-25,15931.216,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-26,15952.533,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-27,15976.094999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-28,15996.344,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-29,15996.344,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-04-30,15996.650999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-01,16006.006999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-02,16024.091,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-03,16048.054000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-04,16070.853,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-05,16088.367,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-06,16096.308999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-07,16115.632000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-08,16192.427999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-09,16297.264,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-10,16377.115999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-11,16406.540999999994,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-12,16428.767000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-13,16432.921000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-14,16433.177000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-15,16454.82,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-16,16480.162,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-17,16509.031000000006,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-18,16519.333000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-19,16528.242000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-20,16528.242000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-21,16528.242000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-22,16532.195,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-23,16555.665,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-24,16576.433999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-25,16604.464,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-26,16620.785,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-27,16623.253000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-28,16624.109,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-29,16627.738,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-30,16644.766,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-05-31,16667.967,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-01,16686.041999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-02,16704.786,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-03,16704.786,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-04,16706.124999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-05,16723.251999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-06,16753.054999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-07,16779.082,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-08,16794.557999999997,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-09,16813.417999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-10,16822.263000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-11,16822.955,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-12,16840.440000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-13,16865.571000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-14,16884.464,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-15,16913.592,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-16,16937.479000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-17,16940.14,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-18,16941.946000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-19,16956.537,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-20,16978.041999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-21,16995.584,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-22,17014.846,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-23,17022.800000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-24,17031.232,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-25,17044.879,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-26,17060.298000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-27,17079.006,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-28,17099.034999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-29,17113.875000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-06-30,17125.071,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-01,17125.071,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-02,17125.071,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-03,17140.078999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-04,17154.819999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-05,17178.373000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-06,17197.662,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-07,17214.91,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-08,17214.91,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-09,17214.91,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-10,17229.645,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-11,17250.981000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-12,17270.499000000007,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-13,17290.686000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-14,17310.766,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-15,17310.766,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-16,17312.13706970215,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-17,17330.35710144043,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-18,17367.474975585938,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-19,17387.706062316895,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-20,17402.8419342041,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-21,17415.647087097168,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-22,17417.631088256836,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-23,17417.631088256836,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-24,17432.93406677246,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-25,17448.73307800293,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-26,17466.15695953369,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-27,17481.88599395752,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-28,17494.17401123047,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-29,17494.17401123047,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-30,17496.689000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-07-31,17499.795000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-01,17504.448000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-02,17517.284,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-03,17532.072000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-04,17546.165000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-05,17546.652000000006,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-06,17548.984000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-07,17563.008,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-08,17582.139,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-09,17585.813,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-10,17618.928000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-11,17635.886999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-12,17646.908,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-13,17652.933000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-14,17667.959000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-15,17691.506999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-16,17711.754000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-17,17737.346,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-18,17757.595,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-19,17758.837,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-20,17760.227,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-21,17777.237999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-22,17802.689,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-23,17824.049,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-24,17845.045,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-25,17862.738999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-26,17863.748,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-27,17864.219999999994,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-28,17882.234,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-29,17899.549999999996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-30,17922.085000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-08-31,17945.921000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-01,17968.738,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-02,17974.014000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-03,17978.164,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-04,17991.235,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-05,18022.439,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-06,18041.079,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-07,18050.952,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-08,18063.412,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-09,18063.412,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-10,18063.545,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-11,18068.943,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-12,18088.256,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-13,18110.261999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-14,18130.875,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-15,18145.758,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-16,18146.591,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-17,18146.591,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-18,18163.431,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-19,18184.552,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-20,18210.695,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-21,18232.355000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-22,18254.424000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-23,18256.52,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-24,18258.351,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-25,18268.767,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-26,18291.462,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-27,18304.028,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-28,18319.015,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-29,18319.015,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-09-30,18313.144,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-01,18300.814999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-02,18300.814999999995,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-03,18311.378,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-04,18320.184,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-05,18333.651,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-06,18345.118,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-07,18345.118,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-08,18344.072,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-09,18344.072,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-10,18355.482000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-11,18370.163,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-12,18380.235,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-13,18392.591,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-14,18392.591,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-15,18392.591,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-16,18393.313,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-17,18411.242,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-18,18429.720000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-19,18456.032,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-20,18459.228,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-21,18459.228,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-22,18461.752,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-23,18473.698,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-24,18493.666,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-25,18512.578,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-26,18533.257,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-27,18553.778,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-28,18553.778,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-29,18554.043,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-30,18562.574,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-10-31,18582.764,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-01,18594.242,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-02,18606.394,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-03,18623.306000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-04,18623.306000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-05,18621.789000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-06,18621.789000000004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-07,18645.613999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-08,18661.024,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-09,18676.543000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-10,18688.955993652344,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-11,18691.898956298828,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-12,18697.731994628903,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-13,18722.14402770996,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-14,18744.080017089844,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-15,18767.26904296875,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-16,18787.085983276367,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-17,18810.94401550293,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-18,18817.23503112793,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-19,18818.95491027832,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-20,18833.94201660156,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-21,20665.78012084961,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-22,20815.24296569824,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-23,20846.476928710938,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-24,20870.1520690918,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-25,20870.1520690918,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-26,20873.25584411621,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-27,20882.975982666016,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-28,20917.35400390625,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-29,20944.53007507324,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-11-30,20973.4119720459,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-01,20993.97412109375,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-02,21002.49508666992,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-03,21004.86408996582,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-04,21026.707077026367,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-05,21060.807861328125,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
CHE-Go Local,2023-12-06,21088.686904907227,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
