case_id,route_id,route_group,base_metric,entity_value,case_class,viewer_complete,forecast_complete,has_observed_actuals,observed_row_count,has_backtest_estimates,backtest_row_count,backtest_model_count,has_all_15_governed_models,backtest_model_names,has_forecast_values,forecast_row_count,forward_actual_row_count,missing_data_reason
HDD|Organic|Basilisk|Forest::norp279,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,norp279,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::nzlp299,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,nzlp299,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::polp291,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,polp291,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::qatp289,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,qatp289,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::sgpp274,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,sgpp274,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::swep280,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,swep280,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::twnp295,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,twnp295,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::zafp275,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,zafp275,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::DNK-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,DNK-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::ESP-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,ESP-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::EUR-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,EUR-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::GBR-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,GBR-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,140,
HDD|Organic|Basilisk|Region::ISR-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,ISR-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::ITA-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,ITA-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::MEX-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,MEX-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::POL-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,POL-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::apc-Dedicated,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,apc-Dedicated,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::apc-MSIT,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,apc-MSIT,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::apc-Multitenant,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,apc-Multitenant,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::are-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,are-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::aus-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,aus-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::aut-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,aut-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::bra-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,bra-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::can-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,can-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::che-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,che-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::chl-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,chl-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::chn-Gallatin,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,chn-Gallatin,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::deu-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,deu-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::eur-Dedicated,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,eur-Dedicated,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::eur-MSIT,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,eur-MSIT,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::eur-Multitenant,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,eur-Multitenant,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::fra-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,fra-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::gbr-Dedicated,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,gbr-Dedicated,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::gbr-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,gbr-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::idn-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,idn-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::ind-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,ind-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::jpn-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,jpn-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::kor-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,kor-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::lam-Multitenant,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,lam-Multitenant,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::mys-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,mys-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-Dedicated,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-Dedicated,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-GCC Low,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-GCC Low,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-ITAR DoD,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-ITAR DoD,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-ITAR GCCH,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-ITAR GCCH,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-MSIT,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-MSIT,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-Multitenant,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-Multitenant,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-SDF,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-SDF,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nam-TDF,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nam-TDF,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nor-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nor-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::nzl-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,nzl-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::qat-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,qat-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::sgp-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,sgp-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::swe-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,swe-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::twn-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,twn-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Region::zaf-Go Local,HDD|Organic|Basilisk|Region,HDD Basilisk,HDD,zaf-Go Local,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|EDB|Consumer|Forest::APCP150,HDD|Organic|EDB|Consumer|Forest,HDD EDB Consumer,HDD,APCP150,VIEWER_COMPLETE,True,True,True,4950,True,4950,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,342,
HDD|Organic|EDB|Consumer|Forest::APCP153,HDD|Organic|EDB|Consumer|Forest,HDD EDB Consumer,HDD,APCP153,VIEWER_COMPLETE,True,True,True,4950,True,4950,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,342,
HDD|Organic|EDB|Consumer|Forest::APCPRD01,HDD|Organic|EDB|Consumer|Forest,HDD EDB Consumer,HDD,APCPRD01,VIEWER_COMPLETE,True,True,True,4950,True,4950,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,342,
HDD|Organic|EDB|Consumer|Forest::APCPRD02,HDD|Organic|EDB|Consumer|Forest,HDD EDB Consumer,HDD,APCPRD02,VIEWER_COMPLETE,True,True,True,4950,True,4950,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,342,
