cohort_id,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source,p3_action,raw_parquet_relative_path,row_count,min_date,max_date,freshness_status,caveat
MVP066,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ESPP292,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP067,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP107,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP068,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP119,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP069,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP120,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP070,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,FRAP264,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP071,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP123,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP072,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP265,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP073,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP267,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP074,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,IDNP305,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP075,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDP287,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP076,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP077,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ISRP290,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP078,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ITAP293,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP079,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP286,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP080,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP301,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP081,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP082,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,KORP216,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP083,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP152,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP084,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP215,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP085,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMPRD80,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP086,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MEXP297,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP087,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MYSP306,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP088,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP100,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP089,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP101,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP090,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP104,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP091,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD07,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP092,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMPRD08,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP093,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NORP279,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP094,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NZLP299,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP095,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,POLP291,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP096,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,QATP289,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP097,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SGPP274,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP098,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,SWEP280,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP099,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,TWNP295,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP100,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ZAFP275,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,131,2026-04-13,2026-08-22,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5
MVP121,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP122,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP123,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,AUS-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP124,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,BRA-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP125,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CAN-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP126,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHE-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP127,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,556,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP128,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,DEU-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP109,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,EUR-MSIT,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP130,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Organic,Region,FRA-Go Local,CPU|Organic|Consumed|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP131,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP132,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
MVP133,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,AUS-Go Local,CPU|Organic|Failover|Region,forecast_substrateBE_cpu_actual_region,EXTRACTED_IN_P3,data/raw/v6_24_mvp_cohort/cpu/cpu_actuals_raw.parquet,562,2022-01-04,2023-07-20,STALE (to 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet and must be generated in P5"
