metric,series_id,min_actual_date,max_actual_date,observation_count,calendar_span_days,missing_calendar_days,proposed_burn_in_count,burn_in_side,policy,min_observed_targets_required,sampled_origin_count,forced_latest_origin,forced_latest_origin_valid,first_origin_date,valid_origin_count,first_backtest_target_date,last_backtest_target_date,target_date_count,newest_observation_preserved,prev_strict_valid_origins,prev_strict_target_dates,prev_strict_last_target,origins_recovered,target_dates_recovered,in_p5_workload,rule,notes
HDD,HDD__EDB__Consumer__Region__LAM-Multitenant,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__NAM-ITAR-DoD,2025-10-16,2026-04-26,193,193,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-27,TRUE,2025-12-19,11,2025-12-20,2026-04-26,330,TRUE,11,330,2026-04-26,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__NAM-MSIT,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__POL-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__CHNPR01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__EURP192,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__EURP309,2025-12-21,2026-07-19,211,211,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2026-02-23,11,2026-02-24,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__GBRP265,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__NAMP103,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__NAMP134,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__NAMP220,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__APC-MSIT,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,2025-12-21,2026-07-18,210,210,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2026-02-23,11,2026-02-24,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Enterprise__Region__NAM-SDF,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-03-28,TRUE,2025-07-06,11,2025-07-07,2026-04-27,330,TRUE,11,330,2026-04-27,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__APC-Multitenant,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,323,TRUE,5,150,2022-12-26,6,173,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__ARE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__AUS-Go-Local,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,323,TRUE,5,150,2022-12-26,6,173,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__BRA-Go-Local,2020-09-22,2023-07-20,1009,1032,23,61,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-11-25,10,2021-02-28,2023-07-20,295,TRUE,6,180,2023-01-14,4,115,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 61 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__CAN-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__CHE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__CHN-Gallatin,2022-05-10,2023-07-20,429,437,8,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-07-13,10,2022-08-17,2023-07-20,293,TRUE,6,180,2023-06-16,4,113,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__DEU-Go-Local,2020-06-23,2023-07-20,1100,1123,23,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__EUR-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Consumed__Region__FRA-Go-Local,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__APC-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,323,TRUE,5,150,2022-12-26,6,173,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__ARE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__AUS-Go-Local,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,323,TRUE,5,150,2022-12-26,6,173,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__BRA-Go-Local,2020-09-22,2023-07-20,1009,1032,23,61,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-11-25,10,2021-02-28,2023-07-20,295,TRUE,6,180,2023-01-14,4,115,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 61 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__CAN-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__CHE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__CHN-Gallatin,2022-05-10,2023-07-20,429,437,8,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-07-13,10,2022-08-17,2023-07-20,293,TRUE,6,180,2023-06-16,4,113,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__DEU-Go-Local,2020-06-23,2023-07-20,1100,1123,23,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__EUR-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
IOPS,IOPS__Failover__Region__FRA-Go-Local,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2020-08-26,11,2020-08-27,2023-07-20,322,TRUE,5,150,2022-12-26,6,172,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__APCP150,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__APCPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__APCPRD02,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__AREP273,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__AUSP282,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__AUSP300,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__AUSPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
SSD,SSD__Phoenix__Forest__AUTP296,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-07-23,TRUE,2026-06-16,10,2026-06-21,2026-08-22,300,TRUE,10,300,2026-08-22,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 62 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
