metric,series_id,min_actual_date,max_actual_date,observation_count,calendar_span_days,missing_calendar_days,proposed_burn_in_count,burn_in_side,sampled_origin_count,first_origin_date,last_origin_date,valid_origin_count,first_backtest_target_date,last_backtest_target_date,target_date_count,newest_observation_preserved,in_p5_workload,rule,notes
IOPS,IOPS__Consumed__Region__APC-Multitenant,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__ARE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__AUS-Go-Local,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__BRA-Go-Local,2020-09-22,2023-07-20,1009,1032,23,61,OLDEST_ONLY,11,2020-11-25,2023-06-20,6,2021-02-28,2023-01-14,180,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"6 of 11 sampled origins valid. Burn-in consumes the 61 OLDEST observations only. Last valid target 2023-01-14 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__CAN-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__CHE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__CHN-Gallatin,2022-05-10,2023-07-20,429,437,8,64,OLDEST_ONLY,11,2022-07-13,2023-06-20,6,2022-10-25,2023-06-16,180,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"6 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2023-06-16 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__DEU-Go-Local,2020-06-23,2023-07-20,1100,1123,23,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__EUR-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Consumed__Region__FRA-Go-Local,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__APC-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__ARE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__AUS-Go-Local,2020-06-23,2023-07-20,1103,1123,20,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__BRA-Go-Local,2020-09-22,2023-07-20,1009,1032,23,61,OLDEST_ONLY,11,2020-11-25,2023-06-20,6,2021-02-28,2023-01-14,180,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"6 of 11 sampled origins valid. Burn-in consumes the 61 OLDEST observations only. Last valid target 2023-01-14 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__CAN-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__CHE-Go-Local,2020-06-23,2023-07-20,1101,1123,22,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__CHN-Gallatin,2022-05-10,2023-07-20,429,437,8,64,OLDEST_ONLY,11,2022-07-13,2023-06-20,6,2022-10-25,2023-06-16,180,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"6 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2023-06-16 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__DEU-Go-Local,2020-06-23,2023-07-20,1100,1123,23,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__EUR-Multitenant,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
IOPS,IOPS__Failover__Region__FRA-Go-Local,2020-06-23,2023-07-20,1102,1123,21,64,OLDEST_ONLY,11,2020-08-26,2023-06-20,5,2020-08-27,2022-12-26,150,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"5 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last valid target 2022-12-26 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
SSD,SSD__Phoenix__Forest__APCP150,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__APCPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__APCPRD02,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__AREP273,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__AUSP282,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__AUSP300,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__AUSPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__AUTP296,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__BRAP284,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__CANP288,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__CANPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__CHEP278,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__CHLP298,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__DEUP281,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__DNKP307,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__ESPP292,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__EURP107,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__EURP119,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__EURP120,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__FRAP264,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__GBRP123,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__GBRP265,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__GBRP267,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__IDNP305,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__INDP287,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__INDPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__ISRP290,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__ITAP293,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__JPNP286,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__JPNP301,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__JPNPRD01,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__KORP216,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__LAMP152,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__LAMP215,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__LAMPRD80,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__MEXP297,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__MYSP306,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NAMP100,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NAMP101,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NAMP104,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NAMPRD07,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NAMPRD08,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NORP279,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__NZLP299,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__POLP291,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__QATP289,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__SGPP274,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
SSD,SSD__Phoenix__Forest__SWEP280,2026-04-13,2026-08-22,130,132,2,62,OLDEST_ONLY,11,2026-06-16,2026-07-23,10,2026-06-21,2026-08-22,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 62 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
