entity_key,resource,scenario,granularity,actual_date,value,data_source
APJ-Dedicated,HDD,Enterprise,Region,2024-01-15,1871.6588254115475,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-01-22,1746.3855109509725,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-01-29,1763.104761838461,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-02-05,1806.3306918321746,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-02-12,1749.4842393012627,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-02-19,1784.5788323423526,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-02-26,1853.3898780986929,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-03-04,1859.4205782536287,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-03-11,1828.4454807613693,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-03-18,1707.9443644545802,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-03-25,1806.2290943557389,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-04-01,1867.7399650180503,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-04-08,1854.864253171963,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-04-15,1801.087293951032,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-04-22,1665.4370789042705,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-04-29,1816.306021738671,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-05-06,1844.9764851102536,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-05-13,1817.0178089264891,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-05-20,1823.8646332930123,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-05-27,1839.5726093566245,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-06-03,1795.2145965823797,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-06-10,1889.0275207536545,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-06-17,1844.0265465406555,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-06-24,1751.3178669822187,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-07-01,1895.3351520082283,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-07-08,1886.4628758635224,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-07-15,1866.4754819771606,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-07-22,1731.325830556047,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-07-29,1791.8517216870655,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-08-05,1858.528829524035,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-08-12,1826.922877927663,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-08-19,1844.3584540523138,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-08-26,1960.815859911159,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-09-02,1781.9947884347575,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-09-09,1711.755578555005,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-09-16,1843.405236166975,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-09-23,1791.4342495584635,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-09-30,1854.426843647806,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-10-07,1786.0968707447462,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-10-14,1953.0293716673852,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-10-21,1825.463733304832,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-10-28,1806.789545370231,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-11-04,1824.6675155867424,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-11-11,1882.0636494888581,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-11-18,1840.7259772761029,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-11-25,1746.5968801148435,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-12-02,1836.665005260113,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-12-09,1879.6096409764612,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-12-16,1840.6248037819164,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-12-23,1879.8115956398835,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-12-30,1831.9448292840373,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-01-06,1837.611940198637,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-01-13,1868.2372970504061,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-01-20,1897.2476500600123,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-01-27,1774.2274542744303,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-02-03,1842.073462398309,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-02-10,1840.7789094199836,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-02-17,1803.4691584377065,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-02-24,1788.9761604731127,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-03-03,1812.0986155532153,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-03-10,1880.3594566069999,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-03-17,1825.5230396138534,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-03-24,1805.846713981166,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-03-31,1859.2466164436523,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-04-07,1782.285696858281,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-04-14,1909.8426643069122,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-04-21,1825.5936811804545,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-04-28,1863.824627074428,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-05-05,1856.9304093376388,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-05-12,1854.8643261627087,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-05-19,1956.3905452049419,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-05-26,1810.4822202056598,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-06-02,1921.0551476862743,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-06-09,1859.778642189313,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-06-16,1812.2302825254797,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-06-23,1855.755068868035,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-06-30,1902.0563156249564,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-07-07,1837.4062522187114,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-07-14,1818.8250732424438,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-07-21,1871.2770309416162,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-07-28,1918.7966643829982,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-08-04,1860.2082456535393,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-08-11,1787.4969582095014,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-08-18,1792.7509821137194,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-08-25,1823.6534457573468,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-09-01,1837.9429166802308,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-09-08,1867.0628767848673,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-09-15,1906.6501562470644,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-09-22,1845.4649973282521,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-09-29,1808.1261690297613,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-10-06,1905.5121490309814,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-10-13,1887.6907364076808,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-10-20,1938.0430799397882,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-10-27,1779.2246118600963,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-11-03,1879.5071867867448,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-11-10,1951.5320698469352,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-11-17,1916.943556435553,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-11-24,1830.0963759546867,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-12-01,1919.0365743257742,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-12-08,1829.426245110392,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-12-15,1853.797255368971,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-12-22,1947.1377515693218,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2025-12-29,1864.5782652077044,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-01-05,1928.5199380212616,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-01-12,1866.0951892719618,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-01-19,1794.274358159578,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-01-26,1836.1573804626746,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-02-02,1823.3794272725615,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-02-09,1858.3332653021157,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-02-16,1867.494500941759,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-02-23,1878.6433739626536,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-03-02,1874.3465155701708,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-03-09,1996.1505350691993,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-03-16,1811.1483472899847,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-03-23,1866.9953913687032,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-03-30,1911.1290371553507,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-04-06,1984.5588066428832,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-04-13,1897.9499091400787,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-04-20,1964.1220832265296,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-04-27,1801.0554509480828,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-05-04,1977.5660646977421,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-05-11,1856.8466743332394,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-05-18,1881.1994874529678,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2026-05-25,1834.5717297786844,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-01-01,903.6144715435953,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-01-08,948.5506136070122,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-01-15,966.1040229320872,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-01-22,871.8806369741438,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-01-29,914.4557022001414,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-02-05,939.2040612824637,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-02-12,896.6805541017445,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-02-19,896.3986451643783,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-02-26,894.3810464689896,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-03-04,919.1585865106238,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-03-11,941.1625565755528,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-03-18,922.2644134799967,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-03-25,912.6371517531572,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-04-01,896.0950968805184,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-04-08,918.1392041251388,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-04-15,890.0263026114998,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-04-22,897.691855551022,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-04-29,935.39705508353,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-05-06,917.9507393645608,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-05-13,912.8214315466646,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-05-20,899.6477872183438,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-05-27,932.262540032651,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-06-03,943.5959204342646,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-06-10,883.9255652100148,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-06-17,909.4369003232518,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-06-24,909.5942630889506,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-07-01,892.824532421683,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-07-08,881.6879087572053,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-07-15,909.1868947814559,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-07-22,927.4728050895667,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-07-29,950.2319845588329,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-08-05,858.1160938481726,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-08-12,891.3940112826948,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-08-19,902.405005914537,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-08-26,865.7819623473284,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-09-02,891.056226311442,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-09-09,890.6481241942672,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-09-16,892.4727975012623,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-09-23,852.6563289273096,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-09-30,918.7594239221833,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-10-07,895.9349317595234,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-10-14,955.254476711663,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-10-21,935.7385923395736,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-10-28,874.3827714312433,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-11-04,917.283206141975,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-11-11,898.6201093606006,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-11-18,939.6419851404642,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-11-25,917.0440883689022,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-12-02,900.6152254282895,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-12-09,928.3060883514978,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-12-16,920.7867371917616,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-12-23,912.3970095680088,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2024-12-30,972.8432649313313,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-01-06,903.0225909050364,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-01-13,904.9662337634984,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-01-20,875.6786810775872,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-01-27,917.4848092768287,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-02-03,943.4827379334555,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-02-10,862.1479240315872,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-02-17,912.7100797830813,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-02-24,887.3333539339611,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-03-03,960.0907159588536,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-03-10,958.1204102131194,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-03-17,930.1955733570168,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-03-24,960.7952825005824,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-03-31,897.6465490562579,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-04-07,948.257588537201,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-04-14,906.1137795502634,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-04-21,931.5212887112427,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-04-28,914.6845357810633,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-05-05,915.5963602367275,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-05-12,938.7817525142816,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-05-19,887.8452738655348,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-05-26,917.3664955505495,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-06-02,929.4057401388272,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-06-09,913.8036556666262,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-06-16,928.2432177160362,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-06-23,916.820553283521,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-06-30,970.9724728451206,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-07-07,946.2002535113294,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-07-14,1009.1442394723631,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-07-21,904.9177997976769,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-07-28,950.0248516239132,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-08-04,986.0979304047601,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-08-11,936.4258542333205,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-08-18,898.2199170748565,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-08-25,900.6865744486768,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-09-01,928.0767341560356,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-09-08,965.9044054043654,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-09-15,950.6732460121291,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-09-22,870.4168012799843,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-09-29,910.8736579573678,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-10-06,930.509491991799,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-10-13,890.3723106828005,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-10-20,950.8501080343636,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-10-27,862.9800893115901,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-11-03,936.1303780930215,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-11-10,921.5200322846741,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-11-17,919.0599512739236,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-11-24,925.2050585711555,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-12-01,942.3022481465498,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-12-08,944.9306495639265,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-12-15,927.8462758889423,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-12-22,880.5435931274527,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2025-12-29,894.4876458399658,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-01-05,893.96078275757975,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-01-12,956.9174021911277,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-01-19,929.036928963332,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-01-26,943.7929801706644,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-02-02,892.7598607998424,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-02-09,921.8491566263493,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-02-16,953.0599706500444,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-02-23,932.5718697801194,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-03-02,934.6906556037508,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-03-09,936.2446468570845,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-03-16,972.713252633715,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-03-23,921.6379470076059,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-03-30,958.3545207175981,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-04-06,964.9760629350346,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-04-13,906.4500998779234,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-04-20,943.7526170521238,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-04-27,940.3588139355489,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-05-04,970.0724365723216,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-05-11,967.1970925611199,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-05-18,941.6376022467425,SubstrateBE_M2CP_Demand_History
APJ-Local,HDD,Enterprise,Region,2026-05-25,945.8949183724695,SubstrateBE_M2CP_Demand_History
