run_id,metric,series_id,model_name,model_family,forecast_steps_emitted,model_status,runtime_seconds,error
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,LightGBM,Challenger,30,OK,0.0076,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,LinearRegression,Baseline,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,XGBoost,Challenger,30,OK,0.0122,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,FNAR-V2,Neural,30,OK,0.0066,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__CHNPR01,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,FixedGrowth_1_5,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,FixedGrowth_3,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,AutoARIMA,Challenger,30,OK,0.6534,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,ETS Explicit,Challenger,30,OK,0.0109,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,Theta,Challenger,30,OK,0.0097,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,LightGBM,Challenger,30,OK,0.0125,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,LinearRegression,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,XGBoost,Challenger,30,OK,0.03,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,FNAR-V2,Neural,30,OK,0.0929,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,NLIN-DLIN_FIXED,Neural,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP192,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,FixedGrowth_1_5,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,AutoARIMA,Challenger,30,OK,0.284,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,ETS Explicit,Challenger,30,OK,0.0088,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,Theta,Challenger,30,OK,0.0101,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,LightGBM,Challenger,30,OK,0.0135,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,LinearRegression,Baseline,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,XGBoost,Challenger,30,OK,0.0184,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,FNAR-V2,Neural,30,OK,0.0701,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,NLIN-DLIN_FIXED,Neural,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__EURP309,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,FixedGrowth_1_5,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,FixedGrowth_3,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,FixedGrowth_6,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,ARIMA_Fixed,Baseline,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,AutoARIMA,Challenger,30,OK,0.1957,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,ETS Explicit,Challenger,30,OK,0.013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,Theta,Challenger,30,OK,0.0127,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,LightGBM,Challenger,30,OK,0.014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,LinearRegression,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,XGBoost,Challenger,30,OK,0.0426,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,FNAR-V2,Neural,30,OK,0.0939,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,NLIN-DLIN_FIXED,Neural,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__GBRP265,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,AutoARIMA,Challenger,30,OK,0.5661,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,ETS Explicit,Challenger,30,OK,0.0117,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,Theta,Challenger,30,OK,0.0118,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,LightGBM,Challenger,30,OK,0.0145,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,LinearRegression,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,XGBoost,Challenger,30,OK,0.0214,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,FNAR-V2,Neural,30,OK,0.0608,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,NLIN-DLIN_FIXED,Neural,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP103,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,FixedGrowth_1_5,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,FixedGrowth_3,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,AutoARIMA,Challenger,30,OK,0.5853,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,ETS Explicit,Challenger,30,OK,0.0112,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,Theta,Challenger,30,OK,0.0107,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,LightGBM,Challenger,30,OK,0.0139,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,LinearRegression,Baseline,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,XGBoost,Challenger,30,OK,0.0405,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,FNAR-V2,Neural,30,OK,0.0629,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,NLIN-DLIN_FIXED,Neural,30,OK,0.002,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP134,SMLP-TCN,Neural,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,FixedGrowth_1_5,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,FixedGrowth_6,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,AutoARIMA,Challenger,30,OK,0.1911,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,ETS Explicit,Challenger,30,OK,0.013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,Theta,Challenger,30,OK,0.0124,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,LightGBM,Challenger,30,OK,0.0141,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,LinearRegression,Baseline,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,XGBoost,Challenger,30,OK,0.0402,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,FNAR-V2,Neural,30,OK,0.0629,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMP220,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,AutoARIMA,Challenger,30,OK,0.2402,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,ETS Explicit,Challenger,30,OK,0.0144,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,ETS_Current,Baseline,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,Theta,Challenger,30,OK,0.0105,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,LightGBM,Challenger,30,OK,0.0142,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,LinearRegression,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,XGBoost,Challenger,30,OK,0.0417,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,FNAR-V2,Neural,30,OK,0.0737,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,NLIN-DLIN_FIXED,Neural,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,FixedGrowth_6,Baseline,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,ARIMA_Fixed,Baseline,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,AutoARIMA,Challenger,30,OK,0.4842,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,ETS Explicit,Challenger,30,OK,0.0118,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,Theta,Challenger,30,OK,0.0118,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,LightGBM,Challenger,30,OK,0.0174,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,LinearRegression,Baseline,30,OK,0.0025,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,XGBoost,Challenger,30,OK,0.0472,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,FNAR-V2,Neural,30,OK,0.0806,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__APC-MSIT,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,AutoARIMA,Challenger,30,OK,0.0927,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,ETS Explicit,Challenger,30,OK,0.012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,Theta,Challenger,30,OK,0.0093,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,LightGBM,Challenger,30,OK,0.0164,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,LinearRegression,Baseline,30,OK,0.0018,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,XGBoost,Challenger,30,OK,0.0477,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,FNAR-V2,Neural,30,OK,0.0941,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,AutoARIMA,Challenger,30,OK,0.1393,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,ETS Explicit,Challenger,30,OK,0.012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,Theta,Challenger,30,OK,0.0127,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,LightGBM,Challenger,30,OK,0.0137,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,LinearRegression,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,XGBoost,Challenger,30,OK,0.0405,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,FNAR-V2,Neural,30,OK,0.0844,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,SMLP-TCN,Neural,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,FixedGrowth_1_5,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,FixedGrowth_3,Baseline,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,ARIMA_Fixed,Baseline,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,AutoARIMA,Challenger,30,OK,0.2427,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,ETS Explicit,Challenger,30,OK,0.0098,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,Theta,Challenger,30,OK,0.0086,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,LightGBM,Challenger,30,OK,0.013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,LinearRegression,Baseline,30,OK,0.0014,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,XGBoost,Challenger,30,OK,0.0196,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,FNAR-V2,Neural,30,OK,0.0636,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,NLIN-DLIN_FIXED,Neural,30,OK,0.0012,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,FixedGrowth_3,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,FixedGrowth_6,Baseline,30,OK,0.0015,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,ARIMA_Fixed,Baseline,30,OK,0.0008,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,AutoARIMA,Challenger,30,OK,0.0706,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,ETS Explicit,Challenger,30,OK,0.0119,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,Theta,Challenger,30,OK,0.0111,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,LightGBM,Challenger,30,OK,0.0167,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,LinearRegression,Baseline,30,OK,0.0017,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,XGBoost,Challenger,30,OK,0.0482,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,FNAR-V2,Neural,30,OK,0.1316,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,AutoARIMA,Challenger,30,OK,0.7357,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,ETS Explicit,Challenger,30,OK,0.0123,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,ETS_Current,Baseline,30,OK,0.0011,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,Theta,Challenger,30,OK,0.0125,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,LightGBM,Challenger,30,OK,0.0164,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,LinearRegression,Baseline,30,OK,0.0017,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,XGBoost,Challenger,30,OK,0.0415,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,FNAR-V2,Neural,30,OK,0.0751,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,SMLP-TCN,Neural,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,FixedGrowth_1_5,Baseline,30,OK,0.0009,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,FixedGrowth_3,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,FixedGrowth_4,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,FixedGrowth_6,Baseline,30,OK,0.0006,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,ARIMA_Fixed,Baseline,30,OK,0.0007,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,AutoARIMA,Challenger,30,OK,0.1274,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,ETS Explicit,Challenger,30,OK,0.0115,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,ETS_Current,Baseline,30,OK,0.001,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,Theta,Challenger,30,OK,0.0094,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,LightGBM,Challenger,30,OK,0.0164,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,LinearRegression,Baseline,30,OK,0.0023,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,XGBoost,Challenger,30,OK,0.0417,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,FNAR-V2,Neural,30,OK,0.0975,
P6B_20260823T220902,HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,NLIN-DLIN_FIXED,Neural,30,OK,0.0013,
