cohort_id,series_id,metric,db_type,scenario,segment,granularity,key,route_path,model_name,model_family,primary_rank_metric,primary_rank_value,secondary_rank_metric,secondary_rank_value,tertiary_rank_metric,tertiary_rank_value,tie_breaker_metric,tie_breaker_value,rank_within_series,is_series_champion,champion_reason,n_backtest_rows,negative_prediction_count,extreme_ratio_count,source_generation_status,caveat
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,XGBoost,Challenger,wape,0.045470271194016074,smape,0.051536908560509825,rmse,8711.427222750113,mae,7272.801195073673,10,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,SMLP-TCN,Neural,wape,0.05125759347667457,smape,0.05282729724986518,rmse,11025.643218025714,mae,8198.461924784348,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,LinearRegression,Baseline,wape,0.05299695582878174,smape,0.05595666329318898,rmse,10536.997770612505,mae,8476.666480439955,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,ETS_Current,Baseline,wape,0.06428026365870228,smape,0.07562680019304446,rmse,13031.47997545505,mae,10281.389709815141,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,FNAR-V2,Neural,wape,0.0771803504947243,smape,0.08312792213941782,rmse,14783.958668955493,mae,12344.710743403388,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0118,CPU__Failover__Region__DEU-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,DEU-Go Local,CPU|Organic|Failover|Region,ARIMA_Fixed,Baseline,wape,0.23014659718542316,smape,0.2648812564055333,rmse,54106.60843266035,mae,36811.09443817348,15,FALSE,NOT_CHAMPION,300,9,1,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,AutoARIMA,Challenger,wape,0.07045551142230327,smape,0.07050609820099157,rmse,1315.3732207669132,mae,992.9584060146279,1,TRUE,Lowest wape among all 15 governed models for this series,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,LinearRegression,Baseline,wape,0.08364470851283365,smape,0.0835082967340548,rmse,1475.1632743918597,mae,1178.8391675795785,2,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,XGBoost,Challenger,wape,0.0847865187366416,smape,0.08513835804200777,rmse,1548.82388989104,mae,1194.931167153719,3,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,NLIN-DLIN_FIXED,Neural,wape,0.08766269913457657,smape,0.08748702837444176,rmse,1550.753049234051,mae,1235.466356604348,4,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,FNAR-V2,Neural,wape,0.08997861778962694,smape,0.09024904703200744,rmse,1608.4736959275476,mae,1268.105547630792,5,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,Theta,Challenger,wape,0.09758645412879215,smape,0.09607391276971952,rmse,1761.4586803656389,mae,1375.325904023894,6,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,FixedGrowth_1_5,Baseline,wape,0.09816360317065394,smape,0.09619320937826979,rmse,1770.1770266091653,mae,1383.4599020755857,7,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,FixedGrowth_3,Baseline,wape,0.09956901717794324,smape,0.09714324934481322,rmse,1794.5691709299938,mae,1403.2669778358343,8,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,FixedGrowth_4,Baseline,wape,0.10078875787239512,smape,0.09804810892574466,rmse,1815.6132606061979,mae,1420.4572834806916,9,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,ETS Explicit,Challenger,wape,0.10362851304345244,smape,0.10067414656815783,rmse,1890.3191426057335,mae,1460.4791172762552,10,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,FixedGrowth_6,Baseline,wape,0.10387263642775747,smape,0.10048784672528153,rmse,1868.5849829811227,mae,1463.9196482106981,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,LightGBM,Challenger,wape,0.1072308783478089,smape,0.10593873753865543,rmse,1833.9642251916591,mae,1511.24872831571,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,SMLP-TCN,Neural,wape,0.11274196112761715,smape,0.11016601866423589,rmse,1928.5849262718611,mae,1588.9186772236499,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,ETS_Current,Baseline,wape,0.231679670454118,smape,0.22404872802310594,rmse,4423.524445690027,mae,3265.1565737878045,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0119,CPU__Failover__Region__EUR-MSIT,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,EUR-MSIT,CPU|Organic|Failover|Region,ARIMA_Fixed,Baseline,wape,0.40410839738926474,smape,0.4320796503274347,rmse,8652.42113632,mae,5695.265310383469,15,FALSE,NOT_CHAMPION,300,20,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,LightGBM,Challenger,wape,0.03071988940204275,smape,0.030778958495523638,rmse,9986.776536520749,mae,7589.7306569712855,1,TRUE,Lowest wape among all 15 governed models for this series,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,XGBoost,Challenger,wape,0.03160589775670143,smape,0.03192551662903424,rmse,10172.040587304893,mae,7808.630037879817,2,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,AutoARIMA,Challenger,wape,0.03261688846775702,smape,0.03255983395660305,rmse,10145.023340374522,mae,8058.40786400381,3,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,Theta,Challenger,wape,0.032994712583025984,smape,0.03294065962566286,rmse,10128.892989599688,mae,8151.75400965788,4,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,FixedGrowth_1_5,Baseline,wape,0.03302792468740548,smape,0.03274618328699227,rmse,10266.583615594474,mae,8159.959473013968,5,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,NLIN-DLIN_FIXED,Neural,wape,0.03419610035730698,smape,0.03545375820324552,rmse,10910.728115892007,mae,8448.571797705144,6,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,ETS Explicit,Challenger,wape,0.03425276468717378,smape,0.03402578616428092,rmse,10623.600181971995,mae,8462.571424979786,7,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,FixedGrowth_3,Baseline,wape,0.034896088195334955,smape,0.03449672057865436,rmse,10886.619373218553,mae,8621.512496945901,8,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,FixedGrowth_4,Baseline,wape,0.03666284280893776,smape,0.03618312642109065,rmse,11517.38662880122,mae,9058.011192586224,9,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,FixedGrowth_6,Baseline,wape,0.04155641749635021,smape,0.04085951147628973,rmse,13185.012174545955,mae,10267.029667267427,10,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,LinearRegression,Baseline,wape,0.041750822227093594,smape,0.04293251415906384,rmse,12388.98444948862,mae,10315.059773283538,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,SMLP-TCN,Neural,wape,0.058521706811135145,smape,0.05790181222402964,rmse,19275.69510533129,mae,14458.5153439134,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,FNAR-V2,Neural,wape,0.05888222984477569,smape,0.060588433067849154,rmse,17802.613173121583,mae,14547.587042224395,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,ETS_Current,Baseline,wape,0.08719890227249458,smape,0.09000855193803359,rmse,28089.835888617792,mae,21543.573063377862,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0120,CPU__Failover__Region__FRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Failover,NOT_APPLICABLE,Region,FRA-Go Local,CPU|Organic|Failover|Region,ARIMA_Fixed,Baseline,wape,0.2702188350574722,smape,0.28822662911230196,rmse,90086.81659039913,mae,66760.92318191705,15,FALSE,NOT_CHAMPION,300,8,1,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FNAR-V2,Neural,smape,2.0,smape,2.0,rmse,0.18302109762101065,mae,0.0820493545105367,1,TRUE,Lowest smape among all 15 governed models for this series,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,SMLP-TCN,Neural,smape,2.0,smape,2.0,rmse,0.06732994710850308,mae,0.05564171748571168,2,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ARIMA_Fixed,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,3,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,AutoARIMA,Challenger,mae,0.0,smape,,rmse,0.0,mae,0.0,4,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ETS Explicit,Challenger,mae,0.0,smape,,rmse,0.0,mae,0.0,5,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ETS_Current,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,6,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_1_5,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,7,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_3,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,8,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_4,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,9,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_6,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,10,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,LightGBM,Challenger,mae,0.0,smape,,rmse,0.0,mae,0.0,11,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,LinearRegression,Baseline,mae,0.0,smape,,rmse,0.0,mae,0.0,12,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,NLIN-DLIN_FIXED,Neural,mae,0.0,smape,,rmse,0.0,mae,0.0,13,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,Theta,Challenger,mae,0.0,smape,,rmse,0.0,mae,0.0,14,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,XGBoost,Challenger,mae,0.0,smape,,rmse,0.0,mae,0.0,15,FALSE,NOT_CHAMPION,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0002,HDD__Basilisk__NA__Forest__chnpr01,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,chnpr01,HDD|Organic|Basilisk|Forest,FNAR-V2,Neural,smape,2.0,smape,2.0,rmse,0.18302109762101065,mae,0.0820493545105367,1,TRUE,Lowest smape among all 15 governed models for this series,150,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
