source_table,column_name,raw_value,row_count
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.041,8375
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.076,7961
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.039,7909
forecast_substrateBE_hdd_region,ModelVersion,Fixed_NA,7782
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.054,7585
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+ETS_AAZ180La(0.5,0.5)",7400
forecast_substrateBE_hdd_region,ModelVersion,"bsts_regression+Fixed_0.04(0.5,0.5)",7294
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.046,6939
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.005,6141
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.082,6138
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.028,5952
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+ETS_AAZ180HaHb(0.5,0.5)",5630
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.045,5416
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.089,4802
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.083,4682
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth4%_FixedGrowth5%_Ensemble,4348
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_ARIMA_Ensemble,4336
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth3%_FixedGrowth1%_Ensemble,4335
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.062,4313
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.078,3784
forecast_substrateBE_hdd_region,ModelVersion,bsts_regression,3707
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.079,3643
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.057,3475
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.058,3405
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.061,3338
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.04+Fixed_0.06(0.5,0.5)",3324
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Arima(0.5,0.5)",3223
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Fixed_0.02(0.5,0.5)",3222
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+bsts_trend(0.5,0.5)",3161
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.107,3152
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+bsts_regression(0.5,0.5)",3130
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_FixedGrowth4%_Ensemble,2900
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth4%_ExponentialSmoothing_Ensemble,2892
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth3%_FixedGrowth5%_Ensemble,2888
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth2%_FixedGrowth3%_Ensemble,2888
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Fixed_0.04(0.5,0.5)",2759
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.056,2667
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.07,2646
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.055,2579
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.071,2487
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.077,2402
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.042,1873
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.053,1753
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.044,1706
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.047,1706
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.066,1661
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.072,1631
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.085,1619
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.064,1615
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.065,1615
forecast_substrateBE_hdd_region,ModelVersion,Fixed_NaN,1594
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.088,1571
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.073,1534
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_FixedGrowth5%_Ensemble,1455
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_FixedGrowth3%_Ensemble,1455
forecast_substrateBE_cpu,type,Fixed_0.02,11878238
forecast_substrateBE_cpu,type,Fixed_0.04,6439105
forecast_substrateBE_cpu,type,Linear,5369021
forecast_substrateBE_cpu,type,DeepForesee,2709750
forecast_substrateBE_cpu,type,"Fixed_0.02+Fixed_0.04(0.5,0.5)",2417415
forecast_substrateBE_cpu,type,Fixed_0.03,2353949
forecast_substrateBE_cpu,type,"Fixed_0.04+Linear(0.5,0.5)",2160257
forecast_substrateBE_cpu,type,"Fixed_0.02+Arima(0.5,0.5)",1792349
forecast_substrateBE_cpu,type,Arima,1588386
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Fixed_0.02(0.5,0.5)",1437792
forecast_substrateBE_cpu,type,"Fixed_0.02+Fixed_0.03(0.5,0.5)",1349300
forecast_substrateBE_cpu,type,"Linear+Arima(0.5,0.5)",1203520
forecast_substrateBE_cpu,type,fixed_seasonal,1166045
forecast_substrateBE_cpu,type,"Fixed_0.02+Linear(0.5,0.5)",1105417
forecast_substrateBE_cpu,type,"Fixed_0.04+Arima(0.5,0.5)",1032120
forecast_substrateBE_cpu,type,"Fixed_0+Fixed_0.02(0.5,0.5)",1013889
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Linear(0.5,0.5)",655881
forecast_substrateBE_cpu,type,"Fixed_0.03+Linear(0.5,0.5)",444237
forecast_substrateBE_cpu,type,"Fixed_0+Linear(0.5,0.5)",364762
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Fixed_0.04(0.5,0.5)",364329
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Fixed_0.01(0.5,0.5)",336456
forecast_substrateBE_cpu,type,"Linear+Prophet(0.5,0.5)",314048
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Arima(0.5,0.5)",305570
forecast_substrateBE_cpu,type,mixed,255264
forecast_substrateBE_cpu,type,"Fixed_0.03+Arima(0.5,0.5)",241506
forecast_substrateBE_cpu,type,"Fixed_0.03+Fixed_0.04(0.5,0.5)",210847
forecast_substrateBE_cpu,type,"Arima+Prophet(0.5,0.5)",185053
forecast_substrateBE_cpu,type,Prophet,184293
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Fixed_0.03(0.5,0.5)",138906
forecast_substrateBE_cpu,type,BSTS_reg,125830
forecast_substrateBE_cpu,type,"Arima+BSTS_reg(0.5,0.5)",112956
forecast_substrateBE_cpu,type,"Fixed_0.01+Arima(0.5,0.5)",110028
forecast_substrateBE_cpu,type,Fixed_0.01,98894
forecast_substrateBE_cpu,type,"Fixed_0.04+BSTS_reg(0.5,0.5)",96336
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Fixed_0.01(0.5,0.5)",91980
forecast_substrateBE_cpu,type,"Fixed_0.04+Prophet(0.5,0.5)",91305
forecast_substrateBE_cpu,type,"Fixed_0.02+Prophet(0.5,0.5)",87709
forecast_substrateBE_cpu,type,"Fixed_0.02+BSTS_reg(0.5,0.5)",82102
forecast_substrateBE_cpu,type,"Fixed_0.03+BSTS_reg(0.5,0.5)",64042
forecast_substrateBE_cpu,type,"Fixed_0+Arima(0.5,0.5)",61763
forecast_substrateBE_cpu,type,"Fixed_0+Fixed_0.03(0.5,0.5)",52390
forecast_substrateBE_cpu,type,"Fixed_0.01+BSTS_reg(0.5,0.5)",49990
forecast_substrateBE_cpu,type,"Fixed_0.03+Prophet(0.5,0.5)",42248
forecast_substrateBE_cpu,type,"Linear+BSTS_reg(0.5,0.5)",39782
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+BSTS_reg(0.5,0.5)",39594
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+Prophet(0.5,0.5)",35195
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Fixed_0.04(0.5,0.5)",28470
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Fixed_0.02(0.5,0.5)",28470
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+BSTS_reg(0.5,0.5)",24820
forecast_substrateBE_cpu,type,"BSTS_trend+BSTS_reg(0.5,0.5)",23360
forecast_substrateBE_cpu,type,"Prophet+BSTS_reg(0.5,0.5)",23171
forecast_substrateBE_cpu,type,"Fixed_0.02+ETS_MAdA365Ma(0.5,0.5)",22630
forecast_substrateBE_cpu,type,"Fixed_0.02+ETS_MAdA365Ha(0.5,0.5)",21900
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Fixed_0.02(0.5,0.5)",21900
forecast_substrateBE_cpu,type,"Fixed_0.015+BSTS_reg(0.5,0.5)",20440
forecast_substrateBE_cpu,type,ETS_MAdA365Ha,20074
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Fixed_0.02(0.5,0.5)",18980
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.02(0.5,0.5)",18980
forecast_substrateBE_cpu,type,"rdmwk+BSTS_reg(0.5,0.5)",17520
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.01(0.5,0.5)",16060
forecast_substrateBE_cpu,type,"Fixed_0.01+Prophet(0.5,0.5)",15510
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Fixed_0.03(0.5,0.5)",15330
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Linear(0.5,0.5)",15330
forecast_substrateBE_cpu,type,Fixed_0.015,15330
forecast_substrateBE_cpu,type,Fixed_0,15205
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Fixed_0.015(0.5,0.5)",13140
forecast_substrateBE_cpu,type,"Prophet+BSTS_trend(0.5,0.5)",13140
forecast_substrateBE_cpu,type,"Arima+BSTS_trend(0.5,0.5)",12410
forecast_substrateBE_cpu,type,"Fixed_0.015+Arima(0.5,0.5)",11680
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Prophet(0.5,0.5)",10950
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+BSTS_reg(0.5,0.5)",10220
forecast_substrateBE_cpu,type,ETS_MAdA365Ma,10220
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+BSTS_reg(0.5,0.5)",9490
forecast_substrateBE_cpu,type,"rdmwk+Arima(0.5,0.5)",9490
forecast_substrateBE_cpu,type,"Fixed_0.04+BSTS_trend(0.5,0.5)",9490
forecast_substrateBE_cpu,type,"Fixed_0.01+Linear(0.5,0.5)",8942
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Fixed_0.04(0.5,0.5)",8030
forecast_substrateBE_cpu,type,"Fixed_0.02+rdmwk(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+BSTS_reg(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"rdmwk+Prophet(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+ETS_MAdA365Ma(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+ETS_MAdA365Ma(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+BSTS_trend(0.5,0.5)",7300
forecast_substrateBE_cpu,type,"Fixed_0+Fixed_0.04(0.5,0.5)",7171
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Fixed_0.04(0.5,0.5)",6570
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Fixed_0.01(0.5,0.5)",6570
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+Arima(0.5,0.5)",6570
forecast_substrateBE_cpu,type,"Fixed_0.04+rdmwk(0.5,0.5)",6570
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+ETS_MAdA365Ha(0.5,0.5)",6570
forecast_substrateBE_cpu,type,"Fixed_0+Prophet(0.5,0.5)",6018
forecast_substrateBE_cpu,type,"ETS_MAdA365Ma+rdmwk(0.5,0.5)",5840
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+BSTS_reg(0.5,0.5)",5840
forecast_substrateBE_cpu,type,"Linear+BSTS_trend(0.5,0.5)",5840
forecast_substrateBE_cpu,type,"Fixed_0.015+Linear(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Prophet(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Prophet(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"Fixed_0.02+BSTS_trend(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"rdmwk+BSTS_trend(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+BSTS_reg(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"Linear+ETS_MAdA365Ha(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"Fixed_0.01+Fixed_0.03(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"Fixed_0.03+rdmwk(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Linear(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+ETS_MAdA365Ha(0.5,0.5)",5110
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Fixed_0.01(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+BSTS_trend(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.015(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+rdmwk(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+ETS_MAdA365Ma(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Linear(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_MAdA365Ha+rdmwk(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"Arima+ETS_MAdA365Ha(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Fixed_0.015(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Prophet(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.04(0.5,0.5)",4380
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Linear(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"Fixed_0.015+Prophet(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"Fixed_0.01+BSTS_trend(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+ETS_MAdA365Ha(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+rdmwk(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"Fixed_0.03+BSTS_trend(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"Fixed_0.04+ETS_MAdA365Ma(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+BSTS_reg(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"Fixed_0.05+BSTS_reg(0.5,0.5)",3650
forecast_substrateBE_cpu,type,ETS_AAdN180HaLb,3650
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Fixed_0.04(0.5,0.5)",3650
forecast_substrateBE_cpu,type,BSTS_trend,3650
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.05(0.5,0.5)",3650
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Fixed_0.02(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Fixed_0.03(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Fixed_0.03(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"Fixed_0.04+ETS_MAdA365Ha(0.5,0.5)",2920
forecast_substrateBE_cpu,type,ETS_AAdN180Ma,2920
forecast_substrateBE_cpu,type,"rdmwk+ETS_MAdA365Ha(0.5,0.5)",2920
forecast_substrateBE_cpu,type,ETS_AAdN180HaHb,2920
forecast_substrateBE_cpu,type,"Fixed_0.02+ETS_AAA365Ha(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+Fixed_0.02(0.5,0.5)",2920
forecast_substrateBE_cpu,type,Fixed_0.05,2920
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Linear(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"Fixed_0.05+Linear(0.5,0.5)",2920
forecast_substrateBE_cpu,type,"Fixed_0.01+Fixed_0.02(0.5,0.5)",2554
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Fixed_0.03(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+Prophet(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Arima(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+rdmwk(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Arima(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+BSTS_trend(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.05+BSTS_trend(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+Fixed_0.03(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Arima+ETS_AAA365Ha(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+Linear(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.03+ETS_MAdA365Ma(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+BSTS_trend(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.01+Fixed_0.04(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.04+ETS_AAA365Ma(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.05+Arima(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Arima(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Arima+ETS_MAdA365Ma(0.5,0.5)",2190
forecast_substrateBE_cpu,type,rdmwk,2190
forecast_substrateBE_cpu,type,"Fixed_0.05+rdmwk(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"Fixed_0.03+ETS_MAdA365Ha(0.5,0.5)",2190
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Fixed_0.015(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+Fixed_0.03(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+Fixed_0.01(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+BSTS_trend(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"rdmwk+ETS_MAdA365Ma(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Prophet(0.5,0.5)",1460
forecast_substrateBE_cpu,type,ETS_AAA365Ha,1460
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+Prophet(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+rdmwk(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+Arima(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Linear+ETS_MAdA365Ma(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAdN180Ma+Linear(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Fixed_0.02+ETS_AAA365Ma(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Fixed_0.01+rdmwk(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+Arima(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Fixed_0.015+rdmwk(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Fixed_0.015+Fixed_0.02(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Fixed_0.03+Fixed_0.05(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Linear+rdmwk(0.5,0.5)",1460
forecast_substrateBE_cpu,type,"Linear+ETS_AAA365Ha(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Fixed_0.04(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Fixed_0.015+Fixed_0.03(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+Fixed_0.03(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Fixed_0.015+BSTS_trend(0.5,0.5)",730
forecast_substrateBE_cpu,type,"rdmwk+ETS_AAA365Ha(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+Fixed_0.04(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+BSTS_reg(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Fixed_0.03+ETS_AAA365Ha(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+Fixed_0.04(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Fixed_0.015+Fixed_0.04(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAA365Ma+BSTS_trend(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAdN180HaMb+ETS_AAdN180HaLb(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Linear+ETS_AAA365Ma(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAdN180HaHb+BSTS_trend(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+ETS_MAdA365Ma(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAA365Ha+Linear(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+rdmwk(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_AAdN180HaLb+BSTS_trend(0.5,0.5)",730
forecast_substrateBE_cpu,type,"Fixed_0.05+Prophet(0.5,0.5)",730
forecast_substrateBE_cpu,type,"ETS_MAM365Ma+Fixed_0.02(0.5,0.5)",730
forecast_substrateBE_iops,type,Fixed_0.02,5004139
forecast_substrateBE_iops,type,"tbats+Fixed_0.02(0.5,0.5)",3237977
forecast_substrateBE_iops,type,"tbats+Fixed_0.06(0.5,0.5)",1882713
forecast_substrateBE_iops,type,"Arima+Fixed_0.02(0.5,0.5)",1680441
forecast_substrateBE_iops,type,"Fixed_0+Fixed_0.02(0.5,0.5)",1661647
forecast_substrateBE_iops,type,Linear,1410486
forecast_substrateBE_iops,type,Prophet,1311496
forecast_substrateBE_iops,type,Fixed_0.06,1152476
forecast_substrateBE_iops,type,"Arima+Fixed_0.06(0.5,0.5)",985944
forecast_substrateBE_iops,type,Fixed_0.01,944307
forecast_substrateBE_iops,type,"Fixed_0.04+Fixed_0.02(0.5,0.5)",936375
forecast_substrateBE_iops,type,"Linear+Fixed_0.06(0.5,0.5)",834715
forecast_substrateBE_iops,type,"Prophet+Fixed_0.06(0.5,0.5)",802552
forecast_substrateBE_iops,type,"Prophet+tbats(0.5,0.5)",752665
forecast_substrateBE_iops,type,"Linear+Fixed_0.02(0.5,0.5)",682465
forecast_substrateBE_iops,type,"Linear+Fixed_0.04(0.5,0.5)",660733
forecast_substrateBE_iops,type,"Prophet+Fixed_0.02(0.5,0.5)",631332
forecast_substrateBE_iops,type,tbats,552568
forecast_substrateBE_iops,type,"Prophet+Fixed_0.04(0.5,0.5)",548714
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+tbats(0.5,0.5)",499561
forecast_substrateBE_iops,type,"tbats+Linear(0.5,0.5)",482551
forecast_substrateBE_iops,type,Fixed_0.04,469194
forecast_substrateBE_iops,type,"Arima+Prophet(0.5,0.5)",399894
forecast_substrateBE_iops,type,Fixed_0.05,354187
forecast_substrateBE_iops,type,"Prophet+Fixed_0(0.5,0.5)",320499
forecast_substrateBE_iops,type,"Arima+Linear(0.5,0.5)",295727
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Prophet(0.5,0.5)",291658
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Linear(0.5,0.5)",285975
forecast_substrateBE_iops,type,ETS_MAM365HaLb,257717
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Arima(0.5,0.5)",222305
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Fixed_0(0.5,0.5)",205259
forecast_substrateBE_iops,type,"Linear+Fixed_0(0.5,0.5)",201217
forecast_substrateBE_iops,type,"Prophet+Linear(0.5,0.5)",196204
forecast_substrateBE_iops,type,Linear_sz,177380
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+tbats(0.5,0.5)",176666
forecast_substrateBE_iops,type,"tbats+Fixed_0.04(0.5,0.5)",163013
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Linear(0.5,0.5)",161367
forecast_substrateBE_iops,type,ETS_MAM180HaLb,143552
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Fixed_0.02(0.5,0.5)",143468
forecast_substrateBE_iops,type,bsts_trend,129760
forecast_substrateBE_iops,type,Fixed_0,120343
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Prophet(0.5,0.5)",117623
forecast_substrateBE_iops,type,"Fixed_0.04+Fixed_0.06(0.5,0.5)",93419
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Fixed_0.06(0.5,0.5)",80844
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Arima(0.5,0.5)",71042
forecast_substrateBE_iops,type,"Arima+Fixed_0.04(0.5,0.5)",68000
forecast_substrateBE_iops,type,"ETS_MAM365HaLb+Fixed_0.04(0.5,0.5)",66899
forecast_substrateBE_iops,type,"Fixed_0.02+Fixed_0.06(0.5,0.5)",66292
forecast_substrateBE_iops,type,"tbats+Linear_sz(0.5,0.5)",62980
forecast_substrateBE_iops,type,Arima,58098
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Fixed_0.06(0.5,0.5)",49903
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Fixed_0.02(0.5,0.5)",49747
forecast_substrateBE_iops,type,"tbats+Fixed_0(0.5,0.5)",47860
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Fixed_0.04(0.5,0.5)",41450
forecast_substrateBE_iops,type,"Arima+tbats(0.5,0.5)",39854
forecast_substrateBE_iops,type,"bsts_trend+tbats(0.5,0.5)",26250
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+Linear_sz(0.5,0.5)",17340
forecast_substrateBE_iops,type,"Prophet+Linear_sz(0.5,0.5)",16900
forecast_substrateBE_iops,type,"Prophet+bsts_trend(0.5,0.5)",13835
forecast_substrateBE_iops,type,"Linear_sz+Fixed_0(0.5,0.5)",13440
forecast_substrateBE_iops,type,"Linear_sz+Fixed_0.02(0.5,0.5)",13440
forecast_substrateBE_iops,type,"Linear_sz+Fixed_0.05(0.5,0.5)",12600
forecast_substrateBE_iops,type,"Arima+Fixed_0(0.5,0.5)",8763
forecast_substrateBE_iops,type,Fixed_0.017,8266
forecast_substrateBE_iops,type,"ETS_MAM180HaLb+bsts_trend(0.5,0.5)",8243
forecast_substrateBE_iops,type,Fixed_0.005,7587
forecast_substrateBE_iops,type,"Prophet+Fixed_0.05(0.5,0.5)",7560
