filter_name,filter_value,filter_label,parent_filter,parent_value,metric_id,db_type,scenario,scenario_status,granularity,entity_key,forecast_version,availability_status,computability_status,enabled,visible,reason_if_disabled,display_order,source_artifact
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::JPNP286,JPNP286,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,JPNP286,,,,true,true,,415,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::GBRP123,GBRP123,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,GBRP123,,,,true,true,,416,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD16,NAMPRD16,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD16,,,,true,true,,417,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP115,NAMP115,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP115,,,,true,true,,418,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURPRD05,EURPRD05,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURPRD05,,,,true,true,,419,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP223,NAMP223,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP223,,,,true,true,,420,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP162,NAMP162,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP162,,,,true,true,,421,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::TWNP295,TWNP295,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,TWNP295,,,,true,true,,422,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURP194,EURP194,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURP194,,,,true,true,,423,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP104,NAMP104,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP104,,,,true,true,,424,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD04,NAMPRD04,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD04,,,,true,true,,425,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP133,NAMP133,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP133,,,,true,true,,426,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD11,NAMPRD11,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD11,,,,true,true,,427,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::MEXP297,MEXP297,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,MEXP297,,,,true,true,,428,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP173,NAMP173,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP173,,,,true,true,,429,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::INDPRD01,INDPRD01,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,INDPRD01,,,,true,true,,430,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURP192,EURP192,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURP192,,,,true,true,,431,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::ISRP290,ISRP290,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,ISRP290,,,,true,true,,432,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURP190,EURP190,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURP190,,,,true,true,,433,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP222,NAMP222,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP222,,,,true,true,,434,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::MYSP306,MYSP306,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,MYSP306,,,,true,true,,435,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP154,NAMP154,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP154,,,,true,true,,436,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP114,NAMP114,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP114,,,,true,true,,437,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD03,NAMPRD03,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD03,,,,true,true,,438,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD84,NAMPRD84,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD84,,,,true,true,,439,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::GBRP267,GBRP267,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,GBRP267,,,,true,true,,440,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURPRD02,EURPRD02,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURPRD02,,,,true,true,,441,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NZLP299,NZLP299,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NZLP299,,,,true,true,,442,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD14,NAMPRD14,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD14,,,,true,true,,443,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::FRAP264,FRAP264,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,FRAP264,,,,true,true,,444,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP105,NAMP105,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP105,,,,true,true,,445,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP100,NAMP100,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP100,,,,true,true,,446,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP157,NAMP157,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP157,,,,true,true,,447,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::QATP289,QATP289,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,QATP289,,,,true,true,,448,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::ITAP293,ITAP293,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,ITAP293,,,,true,true,,449,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP169,NAMP169,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP169,,,,true,true,,450,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::POLP291,POLP291,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,POLP291,,,,true,true,,451,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP167,NAMP167,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP167,,,,true,true,,452,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NORP279,NORP279,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NORP279,,,,true,true,,453,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP118,NAMP118,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP118,,,,true,true,,454,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP129,NAMP129,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP129,,,,true,true,,455,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD18,NAMPRD18,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD18,,,,true,true,,456,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::EURP191,EURP191,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,EURP191,,,,true,true,,457,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP106,NAMP106,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP106,,,,true,true,,458,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD12,NAMPRD12,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD12,,,,true,true,,459,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD22,NAMPRD22,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD22,,,,true,true,,460,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD06,NAMPRD06,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD06,,,,true,true,,461,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD07,NAMPRD07,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD07,,,,true,true,,462,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP109,NAMP109,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP109,,,,true,true,,463,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::ZAFP275,ZAFP275,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,ZAFP275,,,,true,true,,464,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD13,NAMPRD13,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD13,,,,true,true,,465,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::SGPP274,SGPP274,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,SGPP274,,,,true,true,,466,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP131,NAMP131,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP131,,,,true,true,,467,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD19,NAMPRD19,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD19,,,,true,true,,468,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::SWEP280,SWEP280,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,SWEP280,,,,true,true,,469,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD10,NAMPRD10,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD10,,,,true,true,,470,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD17,NAMPRD17,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD17,,,,true,true,,471,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP158,NAMP158,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP158,,,,true,true,,472,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMP164,NAMP164,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMP164,,,,true,true,,473,official_metrics_normalized.csv
Key,ssd_phoenix::lv_no_efficiency::not_applicable::forest::NAMPRD20,NAMPRD20,Granularity,ssd_phoenix::lv_no_efficiency::not_applicable::forest,ssd_phoenix,lv_no_efficiency,not_applicable,,forest,NAMPRD20,,,,true,true,,474,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-Dedicated::2026-03-07,2026-03-07,Key,hdd_edb::EDB::not_applicable::region::APC-Dedicated,hdd_edb,EDB,not_applicable,,region,APC-Dedicated,2026-03-07,,accuracy_only,true,true,,1,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-Dedicated::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::APC-Dedicated,hdd_edb,EDB,not_applicable,,region,APC-Dedicated,2026-05-01,,accuracy_only,true,true,,2,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-Dedicated::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::APC-Dedicated,hdd_edb,EDB,not_applicable,,region,APC-Dedicated,2026-04-16,,accuracy_only,true,true,,3,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::SGP-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::SGP-Go Local,hdd_edb,EDB,not_applicable,,region,SGP-Go Local,2026-04-16,,accuracy_only,true,true,,4,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::CAN-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::CAN-Go Local,hdd_edb,EDB,not_applicable,,region,CAN-Go Local,2026-04-16,,accuracy_only,true,true,,5,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::MEX-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::MEX-Go Local,hdd_edb,EDB,not_applicable,,region,MEX-Go Local,2026-04-16,,accuracy_only,true,true,,6,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::GBR-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::GBR-Go Local,hdd_edb,EDB,not_applicable,,region,GBR-Go Local,2026-04-16,,accuracy_only,true,true,,7,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::EUR-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::EUR-Go Local,hdd_edb,EDB,not_applicable,,region,EUR-Go Local,2026-04-16,,accuracy_only,true,true,,8,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::IND-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::IND-Go Local,hdd_edb,EDB,not_applicable,,region,IND-Go Local,2026-05-01,,accuracy_only,true,true,,9,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::KOR-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::KOR-Go Local,hdd_edb,EDB,not_applicable,,region,KOR-Go Local,2026-04-16,,accuracy_only,true,true,,10,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-Multitenant::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::APC-Multitenant,hdd_edb,EDB,not_applicable,,region,APC-Multitenant,2026-04-16,,accuracy_only,true,true,,11,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::LAM-Multitenant::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::LAM-Multitenant,hdd_edb,EDB,not_applicable,,region,LAM-Multitenant,2026-04-16,,accuracy_only,true,true,,12,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-MSIT::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-MSIT,hdd_edb,EDB,not_applicable,,region,NAM-MSIT,2026-04-16,,accuracy_only,true,true,,13,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-Multitenant::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-Multitenant,hdd_edb,EDB,not_applicable,,region,NAM-Multitenant,2026-04-16,,accuracy_only,true,true,,14,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NOR-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NOR-Go Local,hdd_edb,EDB,not_applicable,,region,NOR-Go Local,2026-04-16,,accuracy_only,true,true,,15,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::DNK-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::DNK-Go Local,hdd_edb,EDB,not_applicable,,region,DNK-Go Local,2026-04-16,,accuracy_only,true,true,,16,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-TDF::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-TDF,hdd_edb,EDB,not_applicable,,region,NAM-TDF,2026-04-16,,accuracy_only,true,true,,17,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::IDN-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::IDN-Go Local,hdd_edb,EDB,not_applicable,,region,IDN-Go Local,2026-05-01,,accuracy_only,true,true,,18,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::EUR-Multitenant::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::EUR-Multitenant,hdd_edb,EDB,not_applicable,,region,EUR-Multitenant,2026-04-16,,accuracy_only,true,true,,19,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::POL-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::POL-Go Local,hdd_edb,EDB,not_applicable,,region,POL-Go Local,2026-04-16,,accuracy_only,true,true,,20,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-MSIT::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::APC-MSIT,hdd_edb,EDB,not_applicable,,region,APC-MSIT,2026-04-16,,accuracy_only,true,true,,21,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-SDF::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-SDF,hdd_edb,EDB,not_applicable,,region,NAM-SDF,2026-04-16,,accuracy_only,true,true,,22,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::ZAF-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::ZAF-Go Local,hdd_edb,EDB,not_applicable,,region,ZAF-Go Local,2026-04-16,,accuracy_only,true,true,,23,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::AUT-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::AUT-Go Local,hdd_edb,EDB,not_applicable,,region,AUT-Go Local,2026-04-16,,accuracy_only,true,true,,24,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::CHL-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::CHL-Go Local,hdd_edb,EDB,not_applicable,,region,CHL-Go Local,2026-04-16,,accuracy_only,true,true,,25,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-GCC Low::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-GCC Low,hdd_edb,EDB,not_applicable,,region,NAM-GCC Low,2026-04-16,,accuracy_only,true,true,,26,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::EUR-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::EUR-Go Local,hdd_edb,EDB,not_applicable,,region,EUR-Go Local,2026-05-01,,accuracy_only,true,true,,27,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::ARE-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::ARE-Go Local,hdd_edb,EDB,not_applicable,,region,ARE-Go Local,2026-04-16,,accuracy_only,true,true,,28,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::CHL-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::CHL-Go Local,hdd_edb,EDB,not_applicable,,region,CHL-Go Local,2026-05-01,,accuracy_only,true,true,,29,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-MSIT::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::NAM-MSIT,hdd_edb,EDB,not_applicable,,region,NAM-MSIT,2026-05-01,,accuracy_only,true,true,,30,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::EUR-Dedicated::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::EUR-Dedicated,hdd_edb,EDB,not_applicable,,region,EUR-Dedicated,2026-04-16,,accuracy_only,true,true,,31,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::IDN-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::IDN-Go Local,hdd_edb,EDB,not_applicable,,region,IDN-Go Local,2026-04-16,,accuracy_only,true,true,,32,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::KOR-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::KOR-Go Local,hdd_edb,EDB,not_applicable,,region,KOR-Go Local,2026-05-01,,accuracy_only,true,true,,33,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::AUS-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::AUS-Go Local,hdd_edb,EDB,not_applicable,,region,AUS-Go Local,2026-04-16,,accuracy_only,true,true,,34,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::DEU-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::DEU-Go Local,hdd_edb,EDB,not_applicable,,region,DEU-Go Local,2026-04-16,,accuracy_only,true,true,,35,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-MSIT::2026-03-07,2026-03-07,Key,hdd_edb::EDB::not_applicable::region::APC-MSIT,hdd_edb,EDB,not_applicable,,region,APC-MSIT,2026-03-07,,accuracy_only,true,true,,36,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::APC-MSIT::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::APC-MSIT,hdd_edb,EDB,not_applicable,,region,APC-MSIT,2026-05-01,,accuracy_only,true,true,,37,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::BRA-Go Local::2026-05-01,2026-05-01,Key,hdd_edb::EDB::not_applicable::region::BRA-Go Local,hdd_edb,EDB,not_applicable,,region,BRA-Go Local,2026-05-01,,accuracy_only,true,true,,38,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::ISR-Go Local::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::ISR-Go Local,hdd_edb,EDB,not_applicable,,region,ISR-Go Local,2026-04-16,,accuracy_only,true,true,,39,official_metrics_normalized.csv
Forecast Version,hdd_edb::EDB::not_applicable::region::NAM-ITAR DoD::2026-04-16,2026-04-16,Key,hdd_edb::EDB::not_applicable::region::NAM-ITAR DoD,hdd_edb,EDB,not_applicable,,region,NAM-ITAR DoD,2026-04-16,,accuracy_only,true,true,,40,official_metrics_normalized.csv
