series_key,window_id,model_name,status,message,runtime_s
CHE-Go Local,9,Theta,completed,,0.005
CHE-Go Local,9,ETS Explicit,completed,,0.035
CHE-Go Local,9,LightGBM,completed,,0.042
CHE-Go Local,9,XGBoost,completed,,0.057
CHE-Go Local,9,FastNeuralAR_MLP,completed,,0.386
CHE-Go Local,10,ARIMA_Fixed,completed,,0.001
CHE-Go Local,10,ETS_Current,completed,,0.002
CHE-Go Local,10,LinearRegression,completed,,0.003
CHE-Go Local,10,FixedGrowth_1_5,completed,,0.001
CHE-Go Local,10,FixedGrowth_3,completed,,0.001
CHE-Go Local,10,FixedGrowth_4,completed,,0.001
CHE-Go Local,10,FixedGrowth_6,completed,,0.001
CHE-Go Local,10,AutoARIMA,completed,,0.461
CHE-Go Local,10,Theta,completed,,0.005
CHE-Go Local,10,ETS Explicit,completed,,0.038
CHE-Go Local,10,LightGBM,completed,,0.043
CHE-Go Local,10,XGBoost,completed,,0.055
CHE-Go Local,10,FastNeuralAR_MLP,completed,,0.389
CHE-Go Local,11,ARIMA_Fixed,completed,,0.001
CHE-Go Local,11,ETS_Current,completed,,0.001
CHE-Go Local,11,LinearRegression,completed,,0.003
CHE-Go Local,11,FixedGrowth_1_5,completed,,0.001
CHE-Go Local,11,FixedGrowth_3,completed,,0.001
CHE-Go Local,11,FixedGrowth_4,completed,,0.001
CHE-Go Local,11,FixedGrowth_6,completed,,0.001
CHE-Go Local,11,AutoARIMA,completed,,0.348
CHE-Go Local,11,Theta,completed,,0.005
CHE-Go Local,11,ETS Explicit,completed,,0.039
CHE-Go Local,11,LightGBM,completed,,0.043
CHE-Go Local,11,XGBoost,completed,,0.057
CHE-Go Local,11,FastNeuralAR_MLP,completed,,0.407
CHE-Go Local,12,ARIMA_Fixed,completed,,0.001
CHE-Go Local,12,ETS_Current,completed,,0.001
CHE-Go Local,12,LinearRegression,completed,,0.003
CHE-Go Local,12,FixedGrowth_1_5,completed,,0.001
CHE-Go Local,12,FixedGrowth_3,completed,,0.001
CHE-Go Local,12,FixedGrowth_4,completed,,0.001
CHE-Go Local,12,FixedGrowth_6,completed,,0.001
CHE-Go Local,12,AutoARIMA,completed,,0.547
CHE-Go Local,12,Theta,completed,,0.006
CHE-Go Local,12,ETS Explicit,completed,,0.047
CHE-Go Local,12,LightGBM,completed,,0.046
CHE-Go Local,12,XGBoost,completed,,0.061
CHE-Go Local,12,FastNeuralAR_MLP,completed,,0.434
DEU-Go Local,1,ARIMA_Fixed,completed,,0.001
DEU-Go Local,1,ETS_Current,completed,,0.001
DEU-Go Local,1,LinearRegression,completed,,0.003
DEU-Go Local,1,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,1,FixedGrowth_3,completed,,0.001
DEU-Go Local,1,FixedGrowth_4,completed,,0.001
DEU-Go Local,1,FixedGrowth_6,completed,,0.001
DEU-Go Local,1,AutoARIMA,completed,,0.939
DEU-Go Local,1,Theta,completed,,0.005
DEU-Go Local,1,ETS Explicit,completed,,0.027
DEU-Go Local,1,LightGBM,completed,,0.041
DEU-Go Local,1,XGBoost,completed,,0.064
DEU-Go Local,1,FastNeuralAR_MLP,completed,,0.297
DEU-Go Local,2,ARIMA_Fixed,completed,,0.001
DEU-Go Local,2,ETS_Current,completed,,0.001
DEU-Go Local,2,LinearRegression,completed,,0.003
DEU-Go Local,2,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,2,FixedGrowth_3,completed,,0.001
DEU-Go Local,2,FixedGrowth_4,completed,,0.001
DEU-Go Local,2,FixedGrowth_6,completed,,0.001
DEU-Go Local,2,AutoARIMA,completed,,1.015
DEU-Go Local,2,Theta,completed,,0.004
DEU-Go Local,2,ETS Explicit,completed,,0.029
DEU-Go Local,2,LightGBM,completed,,0.041
DEU-Go Local,2,XGBoost,completed,,0.052
DEU-Go Local,2,FastNeuralAR_MLP,completed,,0.309
DEU-Go Local,3,ARIMA_Fixed,completed,,0.001
DEU-Go Local,3,ETS_Current,completed,,0.001
DEU-Go Local,3,LinearRegression,completed,,0.003
DEU-Go Local,3,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,3,FixedGrowth_3,completed,,0.001
DEU-Go Local,3,FixedGrowth_4,completed,,0.001
DEU-Go Local,3,FixedGrowth_6,completed,,0.001
DEU-Go Local,3,AutoARIMA,completed,,0.991
DEU-Go Local,3,Theta,completed,,0.004
DEU-Go Local,3,ETS Explicit,completed,,0.029
DEU-Go Local,3,LightGBM,completed,,0.04
DEU-Go Local,3,XGBoost,completed,,0.054
DEU-Go Local,3,FastNeuralAR_MLP,completed,,0.316
DEU-Go Local,4,ARIMA_Fixed,completed,,0.001
DEU-Go Local,4,ETS_Current,completed,,0.001
DEU-Go Local,4,LinearRegression,completed,,0.002
DEU-Go Local,4,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,4,FixedGrowth_3,completed,,0.001
DEU-Go Local,4,FixedGrowth_4,completed,,0.001
DEU-Go Local,4,FixedGrowth_6,completed,,0.001
DEU-Go Local,4,AutoARIMA,completed,,0.941
DEU-Go Local,4,Theta,completed,,0.005
DEU-Go Local,4,ETS Explicit,completed,,0.03
DEU-Go Local,4,LightGBM,completed,,0.041
DEU-Go Local,4,XGBoost,completed,,0.055
DEU-Go Local,4,FastNeuralAR_MLP,completed,,0.317
DEU-Go Local,5,ARIMA_Fixed,completed,,0.001
DEU-Go Local,5,ETS_Current,completed,,0.001
DEU-Go Local,5,LinearRegression,completed,,0.003
DEU-Go Local,5,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,5,FixedGrowth_3,completed,,0.001
DEU-Go Local,5,FixedGrowth_4,completed,,0.001
DEU-Go Local,5,FixedGrowth_6,completed,,0.001
DEU-Go Local,5,AutoARIMA,completed,,0.97
DEU-Go Local,5,Theta,completed,,0.005
DEU-Go Local,5,ETS Explicit,completed,,0.03
DEU-Go Local,5,LightGBM,completed,,0.043
DEU-Go Local,5,XGBoost,completed,,0.055
DEU-Go Local,5,FastNeuralAR_MLP,completed,,0.32
DEU-Go Local,6,ARIMA_Fixed,completed,,0.001
DEU-Go Local,6,ETS_Current,completed,,0.001
DEU-Go Local,6,LinearRegression,completed,,0.003
DEU-Go Local,6,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,6,FixedGrowth_3,completed,,0.001
DEU-Go Local,6,FixedGrowth_4,completed,,0.001
DEU-Go Local,6,FixedGrowth_6,completed,,0.001
DEU-Go Local,6,AutoARIMA,completed,,0.985
DEU-Go Local,6,Theta,completed,,0.004
DEU-Go Local,6,ETS Explicit,completed,,0.032
DEU-Go Local,6,LightGBM,completed,,0.041
DEU-Go Local,6,XGBoost,completed,,0.056
DEU-Go Local,6,FastNeuralAR_MLP,completed,,0.354
DEU-Go Local,7,ARIMA_Fixed,completed,,0.002
DEU-Go Local,7,ETS_Current,completed,,0.001
DEU-Go Local,7,LinearRegression,completed,,0.003
DEU-Go Local,7,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,7,FixedGrowth_3,completed,,0.001
DEU-Go Local,7,FixedGrowth_4,completed,,0.001
DEU-Go Local,7,FixedGrowth_6,completed,,0.001
DEU-Go Local,7,AutoARIMA,completed,,1.025
DEU-Go Local,7,Theta,completed,,0.005
DEU-Go Local,7,ETS Explicit,completed,,0.033
DEU-Go Local,7,LightGBM,completed,,0.042
DEU-Go Local,7,XGBoost,completed,,0.056
DEU-Go Local,7,FastNeuralAR_MLP,completed,,0.358
DEU-Go Local,8,ARIMA_Fixed,completed,,0.001
DEU-Go Local,8,ETS_Current,completed,,0.001
DEU-Go Local,8,LinearRegression,completed,,0.004
DEU-Go Local,8,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,8,FixedGrowth_3,completed,,0.001
DEU-Go Local,8,FixedGrowth_4,completed,,0.001
DEU-Go Local,8,FixedGrowth_6,completed,,0.001
DEU-Go Local,8,AutoARIMA,completed,,1.036
DEU-Go Local,8,Theta,completed,,0.005
DEU-Go Local,8,ETS Explicit,completed,,0.034
DEU-Go Local,8,LightGBM,completed,,0.044
DEU-Go Local,8,XGBoost,completed,,0.057
DEU-Go Local,8,FastNeuralAR_MLP,completed,,0.361
DEU-Go Local,9,ARIMA_Fixed,completed,,0.001
DEU-Go Local,9,ETS_Current,completed,,0.001
DEU-Go Local,9,LinearRegression,completed,,0.003
DEU-Go Local,9,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,9,FixedGrowth_3,completed,,0.001
DEU-Go Local,9,FixedGrowth_4,completed,,0.001
DEU-Go Local,9,FixedGrowth_6,completed,,0.001
DEU-Go Local,9,AutoARIMA,completed,,1.243
DEU-Go Local,9,Theta,completed,,0.005
DEU-Go Local,9,ETS Explicit,completed,,0.034
DEU-Go Local,9,LightGBM,completed,,0.042
DEU-Go Local,9,XGBoost,completed,,0.054
DEU-Go Local,9,FastNeuralAR_MLP,completed,,0.354
DEU-Go Local,10,ARIMA_Fixed,completed,,0.001
DEU-Go Local,10,ETS_Current,completed,,0.001
DEU-Go Local,10,LinearRegression,completed,,0.003
DEU-Go Local,10,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,10,FixedGrowth_3,completed,,0.001
DEU-Go Local,10,FixedGrowth_4,completed,,0.001
DEU-Go Local,10,FixedGrowth_6,completed,,0.001
DEU-Go Local,10,AutoARIMA,completed,,1.086
DEU-Go Local,10,Theta,completed,,0.005
DEU-Go Local,10,ETS Explicit,completed,,0.037
DEU-Go Local,10,LightGBM,completed,,0.043
DEU-Go Local,10,XGBoost,completed,,0.059
DEU-Go Local,10,FastNeuralAR_MLP,completed,,0.379
DEU-Go Local,11,ARIMA_Fixed,completed,,0.001
DEU-Go Local,11,ETS_Current,completed,,0.001
DEU-Go Local,11,LinearRegression,completed,,0.003
DEU-Go Local,11,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,11,FixedGrowth_3,completed,,0.001
DEU-Go Local,11,FixedGrowth_4,completed,,0.001
DEU-Go Local,11,FixedGrowth_6,completed,,0.001
DEU-Go Local,11,AutoARIMA,completed,,1.251
DEU-Go Local,11,Theta,completed,,0.005
DEU-Go Local,11,ETS Explicit,completed,,0.043
DEU-Go Local,11,LightGBM,completed,,0.042
DEU-Go Local,11,XGBoost,completed,,0.054
DEU-Go Local,11,FastNeuralAR_MLP,completed,,0.384
DEU-Go Local,12,ARIMA_Fixed,completed,,0.001
DEU-Go Local,12,ETS_Current,completed,,0.001
DEU-Go Local,12,LinearRegression,completed,,0.003
DEU-Go Local,12,FixedGrowth_1_5,completed,,0.001
DEU-Go Local,12,FixedGrowth_3,completed,,0.001
DEU-Go Local,12,FixedGrowth_4,completed,,0.001
DEU-Go Local,12,FixedGrowth_6,completed,,0.001
DEU-Go Local,12,AutoARIMA,completed,,1.146
DEU-Go Local,12,Theta,completed,,0.005
DEU-Go Local,12,ETS Explicit,completed,,0.037
DEU-Go Local,12,LightGBM,completed,,0.043
DEU-Go Local,12,XGBoost,completed,,0.055
DEU-Go Local,12,FastNeuralAR_MLP,completed,,0.39
ESP-Go Local,5,ARIMA_Fixed,completed,,0.001
ESP-Go Local,5,ETS_Current,completed,,0.001
ESP-Go Local,5,LinearRegression,completed,,0.002
ESP-Go Local,5,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,5,FixedGrowth_3,completed,,0.001
ESP-Go Local,5,FixedGrowth_4,completed,,0.001
ESP-Go Local,5,FixedGrowth_6,completed,,0.001
ESP-Go Local,5,AutoARIMA,completed,,0.618
ESP-Go Local,5,Theta,completed,,0.003
ESP-Go Local,5,ETS Explicit,completed,,0.014
ESP-Go Local,5,LightGBM,completed,,0.023
ESP-Go Local,5,XGBoost,completed,,0.043
ESP-Go Local,5,FastNeuralAR_MLP,completed,,0.113
ESP-Go Local,6,ARIMA_Fixed,completed,,0.001
ESP-Go Local,6,ETS_Current,completed,,0.001
ESP-Go Local,6,LinearRegression,completed,,0.002
ESP-Go Local,6,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,6,FixedGrowth_3,completed,,0.001
ESP-Go Local,6,FixedGrowth_4,completed,,0.001
ESP-Go Local,6,FixedGrowth_6,completed,,0.001
ESP-Go Local,6,AutoARIMA,completed,,0.884
ESP-Go Local,6,Theta,completed,,0.003
ESP-Go Local,6,ETS Explicit,completed,,0.015
ESP-Go Local,6,LightGBM,completed,,0.025
ESP-Go Local,6,XGBoost,completed,,0.045
ESP-Go Local,6,FastNeuralAR_MLP,completed,,0.117
ESP-Go Local,7,ARIMA_Fixed,completed,,0.001
ESP-Go Local,7,ETS_Current,completed,,0.001
ESP-Go Local,7,LinearRegression,completed,,0.002
ESP-Go Local,7,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,7,FixedGrowth_3,completed,,0.001
ESP-Go Local,7,FixedGrowth_4,completed,,0.001
ESP-Go Local,7,FixedGrowth_6,completed,,0.001
ESP-Go Local,7,AutoARIMA,completed,,0.792
ESP-Go Local,7,Theta,completed,,0.006
ESP-Go Local,7,ETS Explicit,completed,,0.022
ESP-Go Local,7,LightGBM,completed,,0.031
ESP-Go Local,7,XGBoost,completed,,0.051
ESP-Go Local,7,FastNeuralAR_MLP,completed,,0.161
ESP-Go Local,8,ARIMA_Fixed,completed,,0.001
ESP-Go Local,8,ETS_Current,completed,,0.001
ESP-Go Local,8,LinearRegression,completed,,0.002
ESP-Go Local,8,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,8,FixedGrowth_3,completed,,0.001
ESP-Go Local,8,FixedGrowth_4,completed,,0.001
ESP-Go Local,8,FixedGrowth_6,completed,,0.001
ESP-Go Local,8,AutoARIMA,completed,,0.724
ESP-Go Local,8,Theta,completed,,0.003
ESP-Go Local,8,ETS Explicit,completed,,0.014
ESP-Go Local,8,LightGBM,completed,,0.03
ESP-Go Local,8,XGBoost,completed,,0.054
ESP-Go Local,8,FastNeuralAR_MLP,completed,,0.165
ESP-Go Local,9,ARIMA_Fixed,completed,,0.001
ESP-Go Local,9,ETS_Current,completed,,0.001
ESP-Go Local,9,LinearRegression,completed,,0.003
ESP-Go Local,9,FixedGrowth_1_5,completed,,0.002
ESP-Go Local,9,FixedGrowth_3,completed,,0.002
ESP-Go Local,9,FixedGrowth_4,completed,,0.001
ESP-Go Local,9,FixedGrowth_6,completed,,0.001
ESP-Go Local,9,AutoARIMA,completed,,0.382
ESP-Go Local,9,Theta,completed,,0.004
ESP-Go Local,9,ETS Explicit,completed,,0.016
ESP-Go Local,9,LightGBM,completed,,0.033
ESP-Go Local,9,XGBoost,completed,,0.048
ESP-Go Local,9,FastNeuralAR_MLP,completed,,0.166
ESP-Go Local,10,ARIMA_Fixed,completed,,0.001
ESP-Go Local,10,ETS_Current,completed,,0.001
ESP-Go Local,10,LinearRegression,completed,,0.002
ESP-Go Local,10,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,10,FixedGrowth_3,completed,,0.001
ESP-Go Local,10,FixedGrowth_4,completed,,0.001
ESP-Go Local,10,FixedGrowth_6,completed,,0.001
ESP-Go Local,10,AutoARIMA,completed,,1.175
ESP-Go Local,10,Theta,completed,,0.004
ESP-Go Local,10,ETS Explicit,completed,,0.018
ESP-Go Local,10,LightGBM,completed,,0.036
ESP-Go Local,10,XGBoost,completed,,0.051
ESP-Go Local,10,FastNeuralAR_MLP,completed,,0.168
ESP-Go Local,11,ARIMA_Fixed,completed,,0.001
ESP-Go Local,11,ETS_Current,completed,,0.001
ESP-Go Local,11,LinearRegression,completed,,0.002
ESP-Go Local,11,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,11,FixedGrowth_3,completed,,0.001
ESP-Go Local,11,FixedGrowth_4,completed,,0.001
ESP-Go Local,11,FixedGrowth_6,completed,,0.001
ESP-Go Local,11,AutoARIMA,completed,,1.03
ESP-Go Local,11,Theta,completed,,0.004
ESP-Go Local,11,ETS Explicit,completed,,0.017
ESP-Go Local,11,LightGBM,completed,,0.038
ESP-Go Local,11,XGBoost,completed,,0.052
ESP-Go Local,11,FastNeuralAR_MLP,completed,,0.182
ESP-Go Local,12,ARIMA_Fixed,completed,,0.001
ESP-Go Local,12,ETS_Current,completed,,0.001
ESP-Go Local,12,LinearRegression,completed,,0.002
ESP-Go Local,12,FixedGrowth_1_5,completed,,0.001
ESP-Go Local,12,FixedGrowth_3,completed,,0.001
ESP-Go Local,12,FixedGrowth_4,completed,,0.001
ESP-Go Local,12,FixedGrowth_6,completed,,0.001
ESP-Go Local,12,AutoARIMA,completed,,1.11
ESP-Go Local,12,Theta,completed,,0.003
ESP-Go Local,12,ETS Explicit,completed,,0.02
ESP-Go Local,12,LightGBM,completed,,0.036
ESP-Go Local,12,XGBoost,completed,,0.049
ESP-Go Local,12,FastNeuralAR_MLP,completed,,0.18
EUR-Dedicated,1,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,1,ETS_Current,completed,,0.001
EUR-Dedicated,1,LinearRegression,completed,,0.003
EUR-Dedicated,1,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,1,FixedGrowth_3,completed,,0.001
EUR-Dedicated,1,FixedGrowth_4,completed,,0.001
EUR-Dedicated,1,FixedGrowth_6,completed,,0.001
EUR-Dedicated,1,AutoARIMA,completed,,0.402
EUR-Dedicated,1,Theta,completed,,0.004
EUR-Dedicated,1,ETS Explicit,completed,,0.033
EUR-Dedicated,1,LightGBM,completed,,0.042
EUR-Dedicated,1,XGBoost,completed,,0.055
EUR-Dedicated,1,FastNeuralAR_MLP,completed,,0.318
EUR-Dedicated,2,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,2,ETS_Current,completed,,0.001
EUR-Dedicated,2,LinearRegression,completed,,0.003
EUR-Dedicated,2,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,2,FixedGrowth_3,completed,,0.001
EUR-Dedicated,2,FixedGrowth_4,completed,,0.001
EUR-Dedicated,2,FixedGrowth_6,completed,,0.001
EUR-Dedicated,2,AutoARIMA,completed,,0.445
EUR-Dedicated,2,Theta,completed,,0.005
EUR-Dedicated,2,ETS Explicit,completed,,0.031
EUR-Dedicated,2,LightGBM,completed,,0.042
EUR-Dedicated,2,XGBoost,completed,,0.057
EUR-Dedicated,2,FastNeuralAR_MLP,completed,,0.324
EUR-Dedicated,3,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,3,ETS_Current,completed,,0.001
EUR-Dedicated,3,LinearRegression,completed,,0.003
EUR-Dedicated,3,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,3,FixedGrowth_3,completed,,0.001
EUR-Dedicated,3,FixedGrowth_4,completed,,0.001
EUR-Dedicated,3,FixedGrowth_6,completed,,0.001
EUR-Dedicated,3,AutoARIMA,completed,,0.545
EUR-Dedicated,3,Theta,completed,,0.004
EUR-Dedicated,3,ETS Explicit,completed,,0.037
EUR-Dedicated,3,LightGBM,completed,,0.043
EUR-Dedicated,3,XGBoost,completed,,0.057
EUR-Dedicated,3,FastNeuralAR_MLP,completed,,0.32
EUR-Dedicated,4,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,4,ETS_Current,completed,,0.001
EUR-Dedicated,4,LinearRegression,completed,,0.003
EUR-Dedicated,4,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,4,FixedGrowth_3,completed,,0.001
EUR-Dedicated,4,FixedGrowth_4,completed,,0.001
EUR-Dedicated,4,FixedGrowth_6,completed,,0.001
EUR-Dedicated,4,AutoARIMA,completed,,1.644
EUR-Dedicated,4,Theta,completed,,0.004
EUR-Dedicated,4,ETS Explicit,completed,,0.035
EUR-Dedicated,4,LightGBM,completed,,0.042
EUR-Dedicated,4,XGBoost,completed,,0.058
EUR-Dedicated,4,FastNeuralAR_MLP,completed,,0.347
EUR-Dedicated,5,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,5,ETS_Current,completed,,0.001
EUR-Dedicated,5,LinearRegression,completed,,0.003
EUR-Dedicated,5,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,5,FixedGrowth_3,completed,,0.001
EUR-Dedicated,5,FixedGrowth_4,completed,,0.001
EUR-Dedicated,5,FixedGrowth_6,completed,,0.001
EUR-Dedicated,5,AutoARIMA,completed,,1.704
EUR-Dedicated,5,Theta,completed,,0.005
EUR-Dedicated,5,ETS Explicit,completed,,0.035
EUR-Dedicated,5,LightGBM,completed,,0.042
EUR-Dedicated,5,XGBoost,completed,,0.061
EUR-Dedicated,5,FastNeuralAR_MLP,completed,,0.349
EUR-Dedicated,6,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,6,ETS_Current,completed,,0.001
EUR-Dedicated,6,LinearRegression,completed,,0.003
EUR-Dedicated,6,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,6,FixedGrowth_3,completed,,0.001
EUR-Dedicated,6,FixedGrowth_4,completed,,0.001
EUR-Dedicated,6,FixedGrowth_6,completed,,0.001
EUR-Dedicated,6,AutoARIMA,completed,,1.759
EUR-Dedicated,6,Theta,completed,,0.005
EUR-Dedicated,6,ETS Explicit,completed,,0.036
EUR-Dedicated,6,LightGBM,completed,,0.043
EUR-Dedicated,6,XGBoost,completed,,0.061
EUR-Dedicated,6,FastNeuralAR_MLP,completed,,0.361
EUR-Dedicated,7,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,7,ETS_Current,completed,,0.001
EUR-Dedicated,7,LinearRegression,completed,,0.003
EUR-Dedicated,7,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,7,FixedGrowth_3,completed,,0.001
EUR-Dedicated,7,FixedGrowth_4,completed,,0.001
EUR-Dedicated,7,FixedGrowth_6,completed,,0.001
EUR-Dedicated,7,AutoARIMA,completed,,1.83
EUR-Dedicated,7,Theta,completed,,0.005
EUR-Dedicated,7,ETS Explicit,completed,,0.039
EUR-Dedicated,7,LightGBM,completed,,0.042
EUR-Dedicated,7,XGBoost,completed,,0.059
EUR-Dedicated,7,FastNeuralAR_MLP,completed,,0.367
EUR-Dedicated,8,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,8,ETS_Current,completed,,0.001
EUR-Dedicated,8,LinearRegression,completed,,0.003
EUR-Dedicated,8,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,8,FixedGrowth_3,completed,,0.001
EUR-Dedicated,8,FixedGrowth_4,completed,,0.001
EUR-Dedicated,8,FixedGrowth_6,completed,,0.001
EUR-Dedicated,8,AutoARIMA,completed,,2.362
EUR-Dedicated,8,Theta,completed,,0.005
EUR-Dedicated,8,ETS Explicit,completed,,0.037
EUR-Dedicated,8,LightGBM,completed,,0.042
EUR-Dedicated,8,XGBoost,completed,,0.059
EUR-Dedicated,8,FastNeuralAR_MLP,completed,,0.383
EUR-Dedicated,9,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,9,ETS_Current,completed,,0.001
EUR-Dedicated,9,LinearRegression,completed,,0.003
EUR-Dedicated,9,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,9,FixedGrowth_3,completed,,0.001
EUR-Dedicated,9,FixedGrowth_4,completed,,0.001
EUR-Dedicated,9,FixedGrowth_6,completed,,0.001
EUR-Dedicated,9,AutoARIMA,completed,,2.647
EUR-Dedicated,9,Theta,completed,,0.005
EUR-Dedicated,9,ETS Explicit,completed,,0.038
EUR-Dedicated,9,LightGBM,completed,,0.043
EUR-Dedicated,9,XGBoost,completed,,0.061
EUR-Dedicated,9,FastNeuralAR_MLP,completed,,0.39
EUR-Dedicated,10,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,10,ETS_Current,completed,,0.001
EUR-Dedicated,10,LinearRegression,completed,,0.003
EUR-Dedicated,10,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,10,FixedGrowth_3,completed,,0.001
EUR-Dedicated,10,FixedGrowth_4,completed,,0.001
EUR-Dedicated,10,FixedGrowth_6,completed,,0.001
EUR-Dedicated,10,AutoARIMA,completed,,3.251
EUR-Dedicated,10,Theta,completed,,0.005
EUR-Dedicated,10,ETS Explicit,completed,,0.039
EUR-Dedicated,10,LightGBM,completed,,0.043
EUR-Dedicated,10,XGBoost,completed,,0.06
EUR-Dedicated,10,FastNeuralAR_MLP,completed,,0.386
EUR-Dedicated,11,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,11,ETS_Current,completed,,0.001
EUR-Dedicated,11,LinearRegression,completed,,0.003
EUR-Dedicated,11,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,11,FixedGrowth_3,completed,,0.001
EUR-Dedicated,11,FixedGrowth_4,completed,,0.001
EUR-Dedicated,11,FixedGrowth_6,completed,,0.001
EUR-Dedicated,11,AutoARIMA,completed,,3.288
EUR-Dedicated,11,Theta,completed,,0.005
EUR-Dedicated,11,ETS Explicit,completed,,0.04
EUR-Dedicated,11,LightGBM,completed,,0.044
EUR-Dedicated,11,XGBoost,completed,,0.062
EUR-Dedicated,11,FastNeuralAR_MLP,completed,,0.39
EUR-Dedicated,12,ARIMA_Fixed,completed,,0.001
EUR-Dedicated,12,ETS_Current,completed,,0.001
EUR-Dedicated,12,LinearRegression,completed,,0.003
EUR-Dedicated,12,FixedGrowth_1_5,completed,,0.001
EUR-Dedicated,12,FixedGrowth_3,completed,,0.001
EUR-Dedicated,12,FixedGrowth_4,completed,,0.001
EUR-Dedicated,12,FixedGrowth_6,completed,,0.001
EUR-Dedicated,12,AutoARIMA,completed,,3.136
EUR-Dedicated,12,Theta,completed,,0.005
EUR-Dedicated,12,ETS Explicit,completed,,0.042
EUR-Dedicated,12,LightGBM,completed,,0.045
EUR-Dedicated,12,XGBoost,completed,,0.062
EUR-Dedicated,12,FastNeuralAR_MLP,completed,,0.415
EUR-MSIT,1,ARIMA_Fixed,completed,,0.001
EUR-MSIT,1,ETS_Current,completed,,0.001
EUR-MSIT,1,LinearRegression,completed,,0.003
EUR-MSIT,1,FixedGrowth_1_5,completed,,0.001
EUR-MSIT,1,FixedGrowth_3,completed,,0.001
EUR-MSIT,1,FixedGrowth_4,completed,,0.001
EUR-MSIT,1,FixedGrowth_6,completed,,0.001
EUR-MSIT,1,AutoARIMA,completed,,1.232
EUR-MSIT,1,Theta,completed,,0.005
EUR-MSIT,1,ETS Explicit,completed,,0.031
EUR-MSIT,1,LightGBM,completed,,0.042
EUR-MSIT,1,XGBoost,completed,,0.069
EUR-MSIT,1,FastNeuralAR_MLP,completed,,0.324
EUR-MSIT,2,ARIMA_Fixed,completed,,0.001
EUR-MSIT,2,ETS_Current,completed,,0.001
EUR-MSIT,2,LinearRegression,completed,,0.003
EUR-MSIT,2,FixedGrowth_1_5,completed,,0.001
EUR-MSIT,2,FixedGrowth_3,completed,,0.001
EUR-MSIT,2,FixedGrowth_4,completed,,0.001
EUR-MSIT,2,FixedGrowth_6,completed,,0.001
EUR-MSIT,2,AutoARIMA,completed,,1.271
EUR-MSIT,2,Theta,completed,,0.005
EUR-MSIT,2,ETS Explicit,completed,,0.032
EUR-MSIT,2,LightGBM,completed,,0.043
EUR-MSIT,2,XGBoost,completed,,0.069
EUR-MSIT,2,FastNeuralAR_MLP,completed,,0.319
EUR-MSIT,3,ARIMA_Fixed,completed,,0.001
EUR-MSIT,3,ETS_Current,completed,,0.001
EUR-MSIT,3,LinearRegression,completed,,0.003
EUR-MSIT,3,FixedGrowth_1_5,completed,,0.001
EUR-MSIT,3,FixedGrowth_3,completed,,0.001
EUR-MSIT,3,FixedGrowth_4,completed,,0.001
EUR-MSIT,3,FixedGrowth_6,completed,,0.001
EUR-MSIT,3,AutoARIMA,completed,,1.251
EUR-MSIT,3,Theta,completed,,0.006
EUR-MSIT,3,ETS Explicit,completed,,0.034
EUR-MSIT,3,LightGBM,completed,,0.044
EUR-MSIT,3,XGBoost,completed,,0.067
EUR-MSIT,3,FastNeuralAR_MLP,completed,,0.32
EUR-MSIT,4,ARIMA_Fixed,completed,,0.001
