DateTime,Key,Value,ModelVersion,ForecastVersion,Scenario,Resource,ValueType
2029-03-07,APC-Dedicated,38.96032036525668,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-08,APC-Dedicated,38.96976128418892,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-09,APC-Dedicated,38.979202203121154,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-10,APC-Dedicated,38.988643122053396,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-11,APC-Dedicated,38.99808404098563,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-12,APC-Dedicated,39.007524959917866,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-13,APC-Dedicated,39.01696587885011,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-14,APC-Dedicated,39.02640679778235,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-15,APC-Dedicated,39.035847716714585,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-16,APC-Dedicated,39.04528863564682,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-17,APC-Dedicated,39.05472955457906,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-18,APC-Dedicated,39.0641704735113,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-19,APC-Dedicated,39.07361139244354,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-20,APC-Dedicated,39.08305231137577,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-21,APC-Dedicated,39.092493230308015,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-22,APC-Dedicated,39.10193414924025,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-23,APC-Dedicated,39.11137506817249,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-24,APC-Dedicated,39.12081598710473,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-25,APC-Dedicated,39.13025690603697,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-26,APC-Dedicated,39.139697824969204,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-27,APC-Dedicated,39.14913874390144,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-28,APC-Dedicated,39.15857966283368,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-29,APC-Dedicated,39.16802058176592,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-30,APC-Dedicated,39.17746150069816,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-03-31,APC-Dedicated,39.18690241963039,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-01,APC-Dedicated,39.196343338562635,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-02,APC-Dedicated,39.20578425749487,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-03,APC-Dedicated,39.21522517642711,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-04,APC-Dedicated,39.224666095359346,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-05,APC-Dedicated,39.23410701429159,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-06,APC-Dedicated,39.24354793322382,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-07,APC-Dedicated,39.252988852156065,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-08,APC-Dedicated,39.2624297710883,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-09,APC-Dedicated,39.27187069002054,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-10,APC-Dedicated,39.28131160895278,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-11,APC-Dedicated,39.29075252788501,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-12,APC-Dedicated,39.300193446817254,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-13,APC-Dedicated,39.309634365749496,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-14,APC-Dedicated,39.31907528468173,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-15,APC-Dedicated,39.328516203613965,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-16,APC-Dedicated,39.33795712254621,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-17,APC-Dedicated,39.34739804147845,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-18,APC-Dedicated,39.356838960410684,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-19,APC-Dedicated,39.36627987934292,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-20,APC-Dedicated,39.37572079827516,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-21,APC-Dedicated,39.385161717207396,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-22,APC-Dedicated,39.39460263613964,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-23,APC-Dedicated,39.40404355507187,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-24,APC-Dedicated,39.413484474004115,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-25,APC-Dedicated,39.42292539293635,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-26,APC-Dedicated,39.432366311868584,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-27,APC-Dedicated,39.441807230800826,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-28,APC-Dedicated,39.45124814973307,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-29,APC-Dedicated,39.4606890686653,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-04-30,APC-Dedicated,39.47012998759754,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-01,APC-Dedicated,39.47957090652978,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-02,APC-Dedicated,39.48901182546202,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-03,APC-Dedicated,39.49845274439426,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-04,APC-Dedicated,39.50789366332649,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-05,APC-Dedicated,39.517334582258734,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-06,APC-Dedicated,39.52677550119097,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-07,APC-Dedicated,39.53621642012321,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-08,APC-Dedicated,39.545657339055445,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-09,APC-Dedicated,39.55509825798769,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-10,APC-Dedicated,39.56453917691992,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-11,APC-Dedicated,39.573980095852164,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-12,APC-Dedicated,39.5834210147844,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-13,APC-Dedicated,39.59286193371664,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-14,APC-Dedicated,39.602302852648876,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-15,APC-Dedicated,39.61174377158111,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-16,APC-Dedicated,39.62118469051335,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-17,APC-Dedicated,39.630625609445595,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-18,APC-Dedicated,39.64006652837783,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-19,APC-Dedicated,39.649507447310064,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-20,APC-Dedicated,39.658948366242306,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-21,APC-Dedicated,39.66838928517454,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-22,APC-Dedicated,39.67783020410678,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-23,APC-Dedicated,39.68727112303902,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-24,APC-Dedicated,39.69671204197126,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-25,APC-Dedicated,39.706152960903495,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-26,APC-Dedicated,39.71559387983574,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-27,APC-Dedicated,39.72503479876797,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-28,APC-Dedicated,39.734475717700214,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-29,APC-Dedicated,39.74391663663245,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-30,APC-Dedicated,39.75335755556468,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-05-31,APC-Dedicated,39.762798474496925,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-01,APC-Dedicated,39.77223939342917,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-02,APC-Dedicated,39.7816803123614,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-03,APC-Dedicated,39.79112123129364,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-04,APC-Dedicated,39.80056215022588,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-05,APC-Dedicated,39.810003069158114,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-06,APC-Dedicated,39.819443988090356,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-07,APC-Dedicated,39.82888490702259,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-08,APC-Dedicated,39.83832582595483,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-09,APC-Dedicated,39.84776674488707,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-10,APC-Dedicated,39.85720766381931,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-11,APC-Dedicated,39.866648582751544,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-12,APC-Dedicated,39.876089501683786,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-13,APC-Dedicated,39.88553042061602,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-14,APC-Dedicated,39.894971339548256,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-15,APC-Dedicated,39.9044122584805,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-16,APC-Dedicated,39.91385317741274,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-17,APC-Dedicated,39.923294096344975,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-18,APC-Dedicated,39.93273501527721,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-19,APC-Dedicated,39.94217593420945,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-20,APC-Dedicated,39.95161685314169,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-21,APC-Dedicated,39.96105777207393,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-22,APC-Dedicated,39.97049869100616,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-23,APC-Dedicated,39.979939609938405,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-24,APC-Dedicated,39.98938052887064,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-25,APC-Dedicated,39.99882144780288,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-26,APC-Dedicated,40.00826236673512,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-27,APC-Dedicated,40.01770328566736,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-28,APC-Dedicated,40.027144204599594,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-29,APC-Dedicated,40.03658512353183,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-06-30,APC-Dedicated,40.04602604246407,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-01,APC-Dedicated,40.05546696139631,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-02,APC-Dedicated,40.06490788032855,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-03,APC-Dedicated,40.07434879926078,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-04,APC-Dedicated,40.083789718193024,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-05,APC-Dedicated,40.09323063712527,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-06,APC-Dedicated,40.1026715560575,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-07,APC-Dedicated,40.112112474989736,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-08,APC-Dedicated,40.12155339392198,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-09,APC-Dedicated,40.13099431285421,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-10,APC-Dedicated,40.140435231786455,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-11,APC-Dedicated,40.14987615071869,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-12,APC-Dedicated,40.15931706965093,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-13,APC-Dedicated,40.16875798858317,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-14,APC-Dedicated,40.1781989075154,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-15,APC-Dedicated,40.18763982644764,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-16,APC-Dedicated,40.197080745379886,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-17,APC-Dedicated,40.20652166431212,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-18,APC-Dedicated,40.215962583244355,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-19,APC-Dedicated,40.2254035021766,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-20,APC-Dedicated,40.23484442110884,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-21,APC-Dedicated,40.244285340041074,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-22,APC-Dedicated,40.25372625897331,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-23,APC-Dedicated,40.26316717790555,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-24,APC-Dedicated,40.272608096837786,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-25,APC-Dedicated,40.28204901577003,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-26,APC-Dedicated,40.29148993470226,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-27,APC-Dedicated,40.300930853634505,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-28,APC-Dedicated,40.31037177256674,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-29,APC-Dedicated,40.31981269149898,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-30,APC-Dedicated,40.329253610431216,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-07-31,APC-Dedicated,40.33869452936346,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-01,APC-Dedicated,40.34813544829569,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-02,APC-Dedicated,40.35757636722793,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-03,APC-Dedicated,40.36701728616017,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-04,APC-Dedicated,40.37645820509241,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-05,APC-Dedicated,40.38589912402465,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-06,APC-Dedicated,40.39534004295688,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-07,APC-Dedicated,40.404780961889124,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-08,APC-Dedicated,40.41422188082136,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-09,APC-Dedicated,40.4236627997536,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-10,APC-Dedicated,40.433103718685835,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-11,APC-Dedicated,40.44254463761808,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-12,APC-Dedicated,40.45198555655031,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-13,APC-Dedicated,40.461426475482554,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-14,APC-Dedicated,40.47086739441479,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-15,APC-Dedicated,40.48030831334703,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-16,APC-Dedicated,40.489749232279266,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-17,APC-Dedicated,40.4991901512115,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-18,APC-Dedicated,40.50863107014374,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-19,APC-Dedicated,40.518071989075985,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-20,APC-Dedicated,40.52751290800822,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-21,APC-Dedicated,40.536953826940454,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-22,APC-Dedicated,40.546394745872696,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-23,APC-Dedicated,40.55583566480493,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-24,APC-Dedicated,40.56527658373717,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-25,APC-Dedicated,40.57471750266941,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-26,APC-Dedicated,40.58415842160165,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-27,APC-Dedicated,40.593599340533885,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-28,APC-Dedicated,40.60304025946613,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-29,APC-Dedicated,40.61248117839836,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-30,APC-Dedicated,40.621922097330604,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-08-31,APC-Dedicated,40.63136301626284,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-01,APC-Dedicated,40.64080393519507,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-02,APC-Dedicated,40.650244854127315,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-03,APC-Dedicated,40.65968577305956,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-04,APC-Dedicated,40.66912669199179,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-05,APC-Dedicated,40.67856761092403,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-06,APC-Dedicated,40.68800852985627,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-07,APC-Dedicated,40.69744944878851,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-08,APC-Dedicated,40.706890367720746,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-09,APC-Dedicated,40.71633128665298,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-10,APC-Dedicated,40.72577220558522,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-11,APC-Dedicated,40.73521312451746,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-12,APC-Dedicated,40.7446540434497,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-13,APC-Dedicated,40.754094962381934,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-14,APC-Dedicated,40.763535881314176,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-15,APC-Dedicated,40.77297680024641,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-16,APC-Dedicated,40.782417719178646,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-17,APC-Dedicated,40.79185863811089,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-18,APC-Dedicated,40.80129955704313,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-19,APC-Dedicated,40.810740475975365,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-20,APC-Dedicated,40.8201813949076,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-21,APC-Dedicated,40.82962231383984,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-22,APC-Dedicated,40.839063232772084,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-23,APC-Dedicated,40.84850415170432,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-24,APC-Dedicated,40.85794507063655,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-25,APC-Dedicated,40.867385989568795,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-26,APC-Dedicated,40.87682690850103,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-27,APC-Dedicated,40.88626782743327,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-28,APC-Dedicated,40.89570874636551,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-29,APC-Dedicated,40.90514966529775,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-09-30,APC-Dedicated,40.914590584229984,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-01,APC-Dedicated,40.924031503162226,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-02,APC-Dedicated,40.93347242209446,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-03,APC-Dedicated,40.9429133410267,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-04,APC-Dedicated,40.95235425995894,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-05,APC-Dedicated,40.96179517889117,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-06,APC-Dedicated,40.971236097823414,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-07,APC-Dedicated,40.980677016755656,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-08,APC-Dedicated,40.99011793568789,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-09,APC-Dedicated,40.999558854620126,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-10,APC-Dedicated,41.00899977355237,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-11,APC-Dedicated,41.0184406924846,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-12,APC-Dedicated,41.027881611416845,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-13,APC-Dedicated,41.03732253034908,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-14,APC-Dedicated,41.04676344928132,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-15,APC-Dedicated,41.05620436821356,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-16,APC-Dedicated,41.0656452871458,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-17,APC-Dedicated,41.07508620607803,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-18,APC-Dedicated,41.084527125010275,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-19,APC-Dedicated,41.09396804394251,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-20,APC-Dedicated,41.103408962874745,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-21,APC-Dedicated,41.11284988180699,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-22,APC-Dedicated,41.12229080073923,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-23,APC-Dedicated,41.131731719671464,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2029-10-24,APC-Dedicated,41.1411726386037,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
