series_id,metric,backtest_ready,backtest_evidence,accuracy_ready,accuracy_evidence,ranking_ready,ranking_evidence,forecast_ready,forecast_evidence,product_ready,readiness_source,manifest_has_15_model_backtests_original,manifest_flag_used_for_readiness,manifest_flag_would_have_excluded
SSD__Phoenix__Forest__INDP287,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__INDPRD01,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__ISRP290,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__ITAP293,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__JPNP286,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__JPNP301,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__JPNPRD01,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__KORP216,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__LAMP152,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__LAMP215,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__LAMPRD80,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__MEXP297,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__MYSP306,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NAMP100,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NAMP101,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NAMP104,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NAMPRD07,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NAMPRD08,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NORP279,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__NZLP299,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__POLP291,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__QATP289,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__SGPP274,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__SWEP280,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__TWNP295,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
SSD__Phoenix__Forest__ZAFP275,SSD,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__APC-Multitenant,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__ARE-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__AUS-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__BRA-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__CAN-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__CHE-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__CHN-Gallatin,CPU,TRUE,"15/15 models, min rows/model 297",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__DEU-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__EUR-MSIT,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Consumed__Region__FRA-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__APC-Multitenant,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__ARE-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__AUS-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__BRA-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__CAN-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__CHE-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__CHN-Gallatin,CPU,TRUE,"15/15 models, min rows/model 297",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__DEU-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__EUR-MSIT,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
CPU__Failover__Region__FRA-Go-Local,CPU,TRUE,"15/15 models, min rows/model 300",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__APC-Multitenant,IOPS,TRUE,"15/15 models, min rows/model 323",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__ARE-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__AUS-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 323",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__BRA-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 295",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__CAN-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__CHE-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__CHN-Gallatin,IOPS,TRUE,"15/15 models, min rows/model 293",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__DEU-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__EUR-Multitenant,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Consumed__Region__FRA-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__APC-Multitenant,IOPS,TRUE,"15/15 models, min rows/model 323",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__ARE-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__AUS-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 323",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__BRA-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 295",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__CAN-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__CHE-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__CHN-Gallatin,IOPS,TRUE,"15/15 models, min rows/model 293",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__DEU-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__EUR-Multitenant,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
IOPS__Failover__Region__FRA-Go-Local,IOPS,TRUE,"15/15 models, min rows/model 322",TRUE,15/15 models,TRUE,"15/15 models, 1 champion, policy P6C_RANKING_POLICY_V2",TRUE,"15/15 models, 30 steps each, type GOVERNED_30_STEP_DAILY_FORECAST",TRUE,DERIVED_FROM_GOVERNED_ARTIFACTS,FALSE,FALSE,TRUE
