cohort_id,series_id,metric,db_type,scenario,granularity,key,route_path,champion_model,model_family,primary_rank_metric,primary_rank_value,runner_up_model,runner_up_value,margin,n_backtest_rows,negative_prediction_count,extreme_ratio_count,source_generation_status,caveat
V6_24_MVP_0042,HDD__EDB__Enterprise__Forest__NAMPRD14,HDD,EDB,NOT_APPLICABLE,Forest,NAMPRD14,HDD|Organic|EDB|Enterprise|Forest,Theta,Challenger,wape,0.006779,FixedGrowth_1_5,0.007114,0.000335,330,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0043,HDD__EDB__Enterprise__Region__APC-MSIT,HDD,EDB,NOT_APPLICABLE,Region,APC-MSIT,HDD|Organic|EDB|Enterprise|Region,ETS Explicit,Challenger,wape,0.020858,FixedGrowth_1_5,0.021975,0.001117,360,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0044,HDD__EDB__Enterprise__Region__CAN-Go-Local,HDD,EDB,NOT_APPLICABLE,Region,CAN-Go Local,HDD|Organic|EDB|Enterprise|Region,XGBoost,Challenger,wape,0.010613,LinearRegression,0.011073,0.00046,360,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0045,HDD__EDB__Enterprise__Region__CHL-Go-Local,HDD,EDB,NOT_APPLICABLE,Region,CHL-Go Local,HDD|Organic|EDB|Enterprise|Region,Theta,Challenger,wape,0.05539,AutoARIMA,0.055588,0.000198,330,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0046,HDD__EDB__Enterprise__Region__EUR-Go-Local,HDD,EDB,NOT_APPLICABLE,Region,EUR-Go Local,HDD|Organic|EDB|Enterprise|Region,AutoARIMA,Challenger,wape,0.03962,ETS Explicit,0.048402,0.008783,330,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0047,HDD__EDB__Enterprise__Region__EUR-Multitenant,HDD,EDB,NOT_APPLICABLE,Region,EUR-Multitenant,HDD|Organic|EDB|Enterprise|Region,NLIN-DLIN_FIXED,Neural,wape,0.02821,LinearRegression,0.031199,0.002989,360,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0048,HDD__EDB__Enterprise__Region__ITA-Go-Local,HDD,EDB,NOT_APPLICABLE,Region,ITA-Go Local,HDD|Organic|EDB|Enterprise|Region,XGBoost,Challenger,wape,0.05674,FixedGrowth_1_5,0.063711,0.006972,360,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0049,HDD__EDB__Enterprise__Region__NAM-Dedicated,HDD,EDB,NOT_APPLICABLE,Region,NAM-Dedicated,HDD|Organic|EDB|Enterprise|Region,XGBoost,Challenger,wape,0.016148,LightGBM,0.017187,0.00104,360,0,0,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0050,HDD__EDB__Enterprise__Region__NAM-SDF,HDD,EDB,NOT_APPLICABLE,Region,NAM-SDF,HDD|Organic|EDB|Enterprise|Region,FixedGrowth_6,Baseline,wape,0.084874,FixedGrowth_4,0.085261,0.000387,360,0,3,REUSED_HDD_EXISTING_ARTIFACT,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: LEGACY_STAGE05H_VERIFIED_R8FIX0. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,XGBoost,Challenger,wape,0.063837,FixedGrowth_1_5,0.066718,0.002881,323,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0122,IOPS__Consumed__Region__ARE-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,ARE-Go Local,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.059161,NLIN-DLIN_FIXED,0.059837,0.000676,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0123,IOPS__Consumed__Region__AUS-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,AUS-Go Local,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.052477,AutoARIMA,0.052775,0.000298,323,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0124,IOPS__Consumed__Region__BRA-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,BRA-Go Local,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.065195,FixedGrowth_3,0.067483,0.002288,295,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0125,IOPS__Consumed__Region__CAN-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,CAN-Go Local,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.070824,FixedGrowth_3,0.071625,0.000801,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0126,IOPS__Consumed__Region__CHE-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,CHE-Go Local,IOPS|Organic|Consumed|Region,NLIN-DLIN_FIXED,Neural,wape,0.065902,FixedGrowth_1_5,0.066072,0.00017,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0127,IOPS__Consumed__Region__CHN-Gallatin,IOPS,NOT_APPLICABLE,Consumed,Region,CHN-Gallatin,IOPS|Organic|Consumed|Region,AutoARIMA,Challenger,wape,0.080456,LightGBM,0.082869,0.002412,293,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0128,IOPS__Consumed__Region__DEU-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,DEU-Go Local,IOPS|Organic|Consumed|Region,FixedGrowth_6,Baseline,wape,0.04706,FixedGrowth_4,0.047891,0.000831,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0129,IOPS__Consumed__Region__EUR-Multitenant,IOPS,NOT_APPLICABLE,Consumed,Region,EUR-Multitenant,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.045145,Theta,0.046325,0.00118,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0130,IOPS__Consumed__Region__FRA-Go-Local,IOPS,NOT_APPLICABLE,Consumed,Region,FRA-Go Local,IOPS|Organic|Consumed|Region,XGBoost,Challenger,wape,0.052629,FixedGrowth_3,0.052878,0.000249,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0131,IOPS__Failover__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Failover,Region,APC-Multitenant,IOPS|Organic|Failover|Region,AutoARIMA,Challenger,wape,0.057913,FixedGrowth_1_5,0.058979,0.001066,323,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0132,IOPS__Failover__Region__ARE-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,ARE-Go Local,IOPS|Organic|Failover|Region,LightGBM,Challenger,wape,0.072712,FixedGrowth_1_5,0.073854,0.001142,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0133,IOPS__Failover__Region__AUS-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,AUS-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_4,Baseline,wape,0.050109,FixedGrowth_3,0.050208,9.9e-05,323,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0134,IOPS__Failover__Region__BRA-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,BRA-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_1_5,Baseline,wape,0.068565,FixedGrowth_3,0.071472,0.002906,295,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0135,IOPS__Failover__Region__CAN-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,CAN-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_1_5,Baseline,wape,0.065375,Theta,0.067433,0.002057,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0136,IOPS__Failover__Region__CHE-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,CHE-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_3,Baseline,wape,0.055926,FixedGrowth_4,0.056121,0.000194,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0137,IOPS__Failover__Region__CHN-Gallatin,IOPS,NOT_APPLICABLE,Failover,Region,CHN-Gallatin,IOPS|Organic|Failover|Region,AutoARIMA,Challenger,wape,0.074374,Theta,0.077835,0.003461,293,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0138,IOPS__Failover__Region__DEU-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,DEU-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_4,Baseline,wape,0.052929,FixedGrowth_6,0.053055,0.000126,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0139,IOPS__Failover__Region__EUR-Multitenant,IOPS,NOT_APPLICABLE,Failover,Region,EUR-Multitenant,IOPS|Organic|Failover|Region,XGBoost,Challenger,wape,0.053953,ETS Explicit,0.056466,0.002513,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0140,IOPS__Failover__Region__FRA-Go-Local,IOPS,NOT_APPLICABLE,Failover,Region,FRA-Go Local,IOPS|Organic|Failover|Region,FixedGrowth_3,Baseline,wape,0.057646,FixedGrowth_4,0.057964,0.000318,322,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0051,SSD__Phoenix__Forest__APCP150,SSD,Phoenix,NOT_APPLICABLE,Forest,APCP150,SSD|Phoenix|LowVolume|Forest,ETS Explicit,Challenger,wape,0.083165,ETS_Current,0.087981,0.004816,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0052,SSD__Phoenix__Forest__APCPRD01,SSD,Phoenix,NOT_APPLICABLE,Forest,APCPRD01,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.042882,Theta,0.05143,0.008548,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0053,SSD__Phoenix__Forest__APCPRD02,SSD,Phoenix,NOT_APPLICABLE,Forest,APCPRD02,SSD|Phoenix|LowVolume|Forest,Theta,Challenger,wape,0.028064,FixedGrowth_6,0.029684,0.00162,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0054,SSD__Phoenix__Forest__AREP273,SSD,Phoenix,NOT_APPLICABLE,Forest,AREP273,SSD|Phoenix|LowVolume|Forest,FixedGrowth_1_5,Baseline,wape,0.011302,Theta,0.012669,0.001367,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0055,SSD__Phoenix__Forest__AUSP282,SSD,Phoenix,NOT_APPLICABLE,Forest,AUSP282,SSD|Phoenix|LowVolume|Forest,AutoARIMA,Challenger,wape,0.018081,NLIN-DLIN_FIXED,0.022455,0.004374,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0056,SSD__Phoenix__Forest__AUSP300,SSD,Phoenix,NOT_APPLICABLE,Forest,AUSP300,SSD|Phoenix|LowVolume|Forest,NLIN-DLIN_FIXED,Neural,wape,0.021211,FixedGrowth_4,0.021389,0.000178,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0057,SSD__Phoenix__Forest__AUSPRD01,SSD,Phoenix,NOT_APPLICABLE,Forest,AUSPRD01,SSD|Phoenix|LowVolume|Forest,AutoARIMA,Challenger,wape,0.007515,ETS_Current,0.018159,0.010644,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0058,SSD__Phoenix__Forest__AUTP296,SSD,Phoenix,NOT_APPLICABLE,Forest,AUTP296,SSD|Phoenix|LowVolume|Forest,Theta,Challenger,wape,0.016322,FixedGrowth_6,0.019147,0.002825,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0059,SSD__Phoenix__Forest__BRAP284,SSD,Phoenix,NOT_APPLICABLE,Forest,BRAP284,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.084568,Theta,0.092663,0.008094,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0060,SSD__Phoenix__Forest__CANP288,SSD,Phoenix,NOT_APPLICABLE,Forest,CANP288,SSD|Phoenix|LowVolume|Forest,ARIMA_Fixed,Baseline,wape,0.13415,FixedGrowth_6,0.15264,0.01849,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0061,SSD__Phoenix__Forest__CANPRD01,SSD,Phoenix,NOT_APPLICABLE,Forest,CANPRD01,SSD|Phoenix|LowVolume|Forest,ETS_Current,Baseline,wape,0.031061,ETS Explicit,0.037855,0.006794,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0062,SSD__Phoenix__Forest__CHEP278,SSD,Phoenix,NOT_APPLICABLE,Forest,CHEP278,SSD|Phoenix|LowVolume|Forest,ETS Explicit,Challenger,wape,0.026821,ARIMA_Fixed,0.027455,0.000634,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0063,SSD__Phoenix__Forest__CHLP298,SSD,Phoenix,NOT_APPLICABLE,Forest,CHLP298,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.025346,FixedGrowth_4,0.031533,0.006188,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0064,SSD__Phoenix__Forest__DEUP281,SSD,Phoenix,NOT_APPLICABLE,Forest,DEUP281,SSD|Phoenix|LowVolume|Forest,AutoARIMA,Challenger,wape,0.039073,ETS Explicit,0.039371,0.000298,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0065,SSD__Phoenix__Forest__DNKP307,SSD,Phoenix,NOT_APPLICABLE,Forest,DNKP307,SSD|Phoenix|LowVolume|Forest,ETS_Current,Baseline,wape,0.387434,ARIMA_Fixed,0.405342,0.017909,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0066,SSD__Phoenix__Forest__ESPP292,SSD,Phoenix,NOT_APPLICABLE,Forest,ESPP292,SSD|Phoenix|LowVolume|Forest,ARIMA_Fixed,Baseline,wape,0.121458,ETS Explicit,0.121539,8.1e-05,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0067,SSD__Phoenix__Forest__EURP107,SSD,Phoenix,NOT_APPLICABLE,Forest,EURP107,SSD|Phoenix|LowVolume|Forest,FixedGrowth_3,Baseline,wape,0.005373,Theta,0.006089,0.000717,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0068,SSD__Phoenix__Forest__EURP119,SSD,Phoenix,NOT_APPLICABLE,Forest,EURP119,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.012945,FixedGrowth_4,0.013037,9.2e-05,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0069,SSD__Phoenix__Forest__EURP120,SSD,Phoenix,NOT_APPLICABLE,Forest,EURP120,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.036324,FixedGrowth_4,0.041143,0.004818,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0070,SSD__Phoenix__Forest__FRAP264,SSD,Phoenix,NOT_APPLICABLE,Forest,FRAP264,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.019024,Theta,0.023344,0.00432,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0071,SSD__Phoenix__Forest__GBRP123,SSD,Phoenix,NOT_APPLICABLE,Forest,GBRP123,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.029322,FixedGrowth_4,0.030318,0.000996,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0072,SSD__Phoenix__Forest__GBRP265,SSD,Phoenix,NOT_APPLICABLE,Forest,GBRP265,SSD|Phoenix|LowVolume|Forest,ARIMA_Fixed,Baseline,wape,0.021769,ETS Explicit,0.022031,0.000262,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0073,SSD__Phoenix__Forest__GBRP267,SSD,Phoenix,NOT_APPLICABLE,Forest,GBRP267,SSD|Phoenix|LowVolume|Forest,ARIMA_Fixed,Baseline,smape,2.0,AutoARIMA,2.0,0.0,300,30,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0074,SSD__Phoenix__Forest__IDNP305,SSD,Phoenix,NOT_APPLICABLE,Forest,IDNP305,SSD|Phoenix|LowVolume|Forest,NLIN-DLIN_FIXED,Neural,wape,0.074857,Theta,0.109609,0.034751,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0075,SSD__Phoenix__Forest__INDP287,SSD,Phoenix,NOT_APPLICABLE,Forest,INDP287,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.087025,ETS_Current,0.092961,0.005936,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0076,SSD__Phoenix__Forest__INDPRD01,SSD,Phoenix,NOT_APPLICABLE,Forest,INDPRD01,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.07988,Theta,0.084739,0.00486,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0077,SSD__Phoenix__Forest__ISRP290,SSD,Phoenix,NOT_APPLICABLE,Forest,ISRP290,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.041581,NLIN-DLIN_FIXED,0.042209,0.000628,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0078,SSD__Phoenix__Forest__ITAP293,SSD,Phoenix,NOT_APPLICABLE,Forest,ITAP293,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.040932,FixedGrowth_4,0.046709,0.005777,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0079,SSD__Phoenix__Forest__JPNP286,SSD,Phoenix,NOT_APPLICABLE,Forest,JPNP286,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.021927,ETS_Current,0.026266,0.004339,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0080,SSD__Phoenix__Forest__JPNP301,SSD,Phoenix,NOT_APPLICABLE,Forest,JPNP301,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.013059,FixedGrowth_4,0.016611,0.003553,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0081,SSD__Phoenix__Forest__JPNPRD01,SSD,Phoenix,NOT_APPLICABLE,Forest,JPNPRD01,SSD|Phoenix|LowVolume|Forest,ETS Explicit,Challenger,wape,0.039869,ETS_Current,0.04159,0.001721,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0082,SSD__Phoenix__Forest__KORP216,SSD,Phoenix,NOT_APPLICABLE,Forest,KORP216,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.050238,Theta,0.052274,0.002036,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0083,SSD__Phoenix__Forest__LAMP152,SSD,Phoenix,NOT_APPLICABLE,Forest,LAMP152,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.023913,Theta,0.027775,0.003861,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0084,SSD__Phoenix__Forest__LAMP215,SSD,Phoenix,NOT_APPLICABLE,Forest,LAMP215,SSD|Phoenix|LowVolume|Forest,Theta,Challenger,wape,0.032427,FixedGrowth_6,0.0328,0.000373,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0085,SSD__Phoenix__Forest__LAMPRD80,SSD,Phoenix,NOT_APPLICABLE,Forest,LAMPRD80,SSD|Phoenix|LowVolume|Forest,FixedGrowth_6,Baseline,wape,0.029593,Theta,0.031786,0.002192,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0086,SSD__Phoenix__Forest__MEXP297,SSD,Phoenix,NOT_APPLICABLE,Forest,MEXP297,SSD|Phoenix|LowVolume|Forest,NLIN-DLIN_FIXED,Neural,wape,0.035531,AutoARIMA,0.041808,0.006277,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0087,SSD__Phoenix__Forest__MYSP306,SSD,Phoenix,NOT_APPLICABLE,Forest,MYSP306,SSD|Phoenix|LowVolume|Forest,AutoARIMA,Challenger,wape,0.152668,Theta,0.199613,0.046945,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
V6_24_MVP_0088,SSD__Phoenix__Forest__NAMP100,SSD,Phoenix,NOT_APPLICABLE,Forest,NAMP100,SSD|Phoenix|LowVolume|Forest,ARIMA_Fixed,Baseline,wape,0.024313,ETS Explicit,0.02507,0.000757,300,0,0,GENERATED_P5,AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); 15 governed model backtests DO NOT exist yet; must be generated in P5
