cohort_id,series_id,metric,models_present,expected_models,backtest_rows,generated_or_reused_status,manifest_has_15_model_backtests_original,derived_has_15_model_backtests,readiness_result,notes
V6_24_MVP_0068,SSD__Phoenix__Forest__EURP119,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0069,SSD__Phoenix__Forest__EURP120,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0070,SSD__Phoenix__Forest__FRAP264,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0071,SSD__Phoenix__Forest__GBRP123,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0072,SSD__Phoenix__Forest__GBRP265,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0073,SSD__Phoenix__Forest__GBRP267,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0074,SSD__Phoenix__Forest__IDNP305,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0075,SSD__Phoenix__Forest__INDP287,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0076,SSD__Phoenix__Forest__INDPRD01,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0077,SSD__Phoenix__Forest__ISRP290,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0078,SSD__Phoenix__Forest__ITAP293,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0079,SSD__Phoenix__Forest__JPNP286,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0080,SSD__Phoenix__Forest__JPNP301,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0081,SSD__Phoenix__Forest__JPNPRD01,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0082,SSD__Phoenix__Forest__KORP216,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0083,SSD__Phoenix__Forest__LAMP152,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0084,SSD__Phoenix__Forest__LAMP215,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0085,SSD__Phoenix__Forest__LAMPRD80,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0086,SSD__Phoenix__Forest__MEXP297,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0087,SSD__Phoenix__Forest__MYSP306,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0088,SSD__Phoenix__Forest__NAMP100,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0089,SSD__Phoenix__Forest__NAMP101,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0090,SSD__Phoenix__Forest__NAMP104,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0091,SSD__Phoenix__Forest__NAMPRD07,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0092,SSD__Phoenix__Forest__NAMPRD08,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0093,SSD__Phoenix__Forest__NORP279,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0094,SSD__Phoenix__Forest__NZLP299,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0095,SSD__Phoenix__Forest__POLP291,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0096,SSD__Phoenix__Forest__QATP289,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0097,SSD__Phoenix__Forest__SGPP274,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0098,SSD__Phoenix__Forest__SWEP280,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0099,SSD__Phoenix__Forest__TWNP295,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
V6_24_MVP_0100,SSD__Phoenix__Forest__ZAFP275,SSD,15,15,4500,GENERATED_P5,FALSE,TRUE,PASS,"STALE MANIFEST FLAG CORRECTED: the manifest reads FALSE but the artifact holds 15 models across 4,500 backtest rows. Readiness derived from model_backtests_15_models, never from the flag."
